id,Label,Number_Points,X,Y
75,75,1,0.440193,0.416895
76,76,3,0.561744,0.047083
77,77,2,0.764133,0.196703
78,78,1,0.096260,0.160043
79,79,2,0.079582,0.274789
80,80,1,0.412535,0.214888
81,81,2,0.697258,0.419231
82,82,1,0.223358,0.227380
83,83,1,0.307770,0.214665
84,84,1,0.613428,0.169813
85,85,1,0.371013,0.352137
86,86,1,0.125096,0.160412
87,87,1,0.822807,0.094936
88,88,1,0.185160,0.191497
89,89,1,0.589289,0.049235
90,90,1,0.785995,0.268018
91,91,2,0.077779,0.121078
92,92,2,0.450462,0.096900
93,93,2,0.859315,0.221178
94,94,1,0.312296,0.347275
95,95,1,0.360313,0.362741
96,96,2,0.840935,0.069496
97,97,1,0.253487,0.412430
98,98,1,0.441722,0.281232
99,99,1,0.483906,0.058711
100,100,1,0.133374,0.071810
101,101,1,0.227431,0.393665
102,102,1,0.529487,0.223259
103,103,2,0.399049,0.158337
104,104,1,0.335684,0.097586
105,105,1,0.342121,0.244617
106,106,1,0.795951,0.048160
107,107,1,0.209393,0.356813
108,108,1,0.382912,0.357027
109,109,1,0.300168,0.062463
110,110,1,0.865832,0.139109
111,111,1,0.700508,0.407963
112,112,1,0.570343,0.390529
113,113,1,0.708596,0.181655
114,114,2,0.775883,0.210662
115,115,1,0.096097,0.230762
116,116,1,0.502417,0.364859
117,117,1,0.323019,0.113631
118,118,1,0.791904,0.217232
119,119,1,0.295954,0.401907
120,120,1,0.315286,0.090791
121,121,1,0.527986,0.047851
122,122,1,0.803674,0.413449
123,123,1,0.106765,0.160696
124,124,1,0.786923,0.240471
125,125,2,0.572731,0.270540
126,126,1,0.521291,0.214733
127,127,2,0.640450,0.170498
128,128,2,0.623444,0.279085
129,129,1,0.982053,0.268674
130,130,1,0.598796,0.298845
131,131,2,0.360748,0.099008
132,132,2,0.576055,0.420930
133,133,1,0.626617,0.077546
134,134,1,0.304152,0.358465
135,135,1,0.437343,0.151903
136,136,1,0.574077,0.298701
137,137,1,0.114514,0.155738
138,138,1,0.836736,0.297524
139,139,1,0.584094,0.302843
140,140,1,0.516088,0.399760
141,141,1,0.204641,0.255986
142,142,1,0.947304,0.130304
143,143,1,0.558414,0.165692
144,144,1,0.622888,0.055375
145,145,2,0.547724,0.215780
146,146,2,0.443792,0.418549
147,147,1,0.651901,0.052621
148,148,1,0.410944,0.374583
149,149,1,0.861428,0.322125
150,150,2,0.666946,0.400178
151,151,1,0.844875,0.322962
152,152,2,0.205161,0.055717
153,153,2,0.280994,0.285446
154,154,1,0.331968,0.129420
155,155,1,0.338299,0.268396
156,156,1,0.218556,0.039827
157,157,1,0.301645,0.072794
158,158,1,0.784639,0.102380
159,159,1,0.572101,0.064748
160,160,1,0.621364,0.221222
161,161,1,0.402310,0.228123
162,162,1,0.117291,0.173981
163,163,1,0.654292,0.461856
164,164,1,0.778938,0.269431
165,165,1,0.419102,0.085150
166,166,3,0.415092,0.182407
167,167,1,0.280938,0.288300
168,168,1,0.619486,0.143957
169,169,1,0.303565,0.070511
170,170,1,0.329026,0.417768
171,171,1,0.322565,0.152034
172,172,2,0.847855,0.222609
173,173,1,0.848778,0.312030
174,174,1,0.421067,0.166527
175,175,2,0.326868,0.378593
176,176,2,0.337976,0.170474
177,177,1,0.855783,0.265179
178,178,2,0.296474,0.419102
179,179,3,0.089764,0.307067
180,180,1,0.075086,0.138826
181,181,1,0.171661,0.099553
182,182,1,0.879711,0.299687
183,183,1,0.439788,0.336291
184,184,1,0.308160,0.211339
185,185,1,0.036382,0.089481
186,186,1,0.770414,0.233885
187,187,2,0.804435,0.089950
188,188,1,0.520423,0.398034
189,189,1,0.338529,0.103965
190,190,3,0.553496,0.315343
191,191,1,0.562749,0.071011
192,192,1,0.656407,0.195872
193,193,1,0.853633,0.209941
194,194,2,0.597942,0.159195
195,195,1,0.699443,0.413891
196,196,1,0.429778,0.054543
197,197,1,0.623684,0.389112
198,198,1,0.620564,0.330246
199,199,3,0.204498,0.346219
200,200,1,0.210832,0.340355
201,201,1,0.431641,0.400450
202,202,1,0.517275,0.388728
203,203,1,0.146059,0.059812
204,204,1,0.848601,0.337142
205,205,3,0.310708,0.098127
206,206,1,0.529032,0.303310
207,207,1,0.415163,0.329056
208,208,1,0.439855,0.255185
209,209,1,0.879187,0.120978
210,210,1,0.636914,0.163062
211,211,3,0.412192,0.189988
212,212,1,0.650931,0.315495
213,213,2,0.401483,0.406597
214,214,2,0.759760,0.237661
215,215,1,0.121233,0.318267
216,216,1,0.845781,0.435966
217,217,1,0.334538,0.086562
218,218,1,0.605339,0.193952
219,219,1,0.086741,0.277450
220,220,2,0.760587,0.242208
221,221,1,0.089316,0.212904
222,222,1,0.601764,0.054010
223,223,1,0.437671,0.322898
224,224,1,0.200685,0.185278
225,225,1,0.212903,0.147540
226,226,1,0.842551,0.181131
227,227,3,0.618227,0.175034
228,228,1,0.326267,0.225730
229,229,1,0.301088,0.092968
230,230,1,0.246054,0.394994
231,231,1,0.966653,0.088808
232,232,2,0.675700,0.410571
233,233,2,0.223977,0.321399
234,234,2,0.106699,0.320771
235,235,1,0.570693,0.251661
236,236,2,0.656354,0.264937
237,237,1,0.126214,0.132642
238,238,1,0.280196,0.396655
239,239,1,0.814350,0.227481
240,240,1,0.586695,0.087620
241,241,2,0.387976,0.373593
242,242,1,0.216968,0.413803
243,243,2,0.271232,0.395331
244,244,1,0.507725,0.167668
245,245,2,0.655339,0.289131
246,246,1,0.330481,0.229417
247,247,1,0.433572,0.417383
248,248,2,0.408225,0.241320
249,249,1,0.443476,0.377248
250,250,2,0.638468,0.416464
251,251,1,0.836788,0.054137
252,252,1,0.712770,0.062423
253,253,1,0.863797,0.253625
254,254,1,0.671027,0.457048
255,255,1,0.779351,0.061970
256,256,1,0.340613,0.230658
257,257,1,0.574666,0.238077
258,258,1,0.438781,0.021032
259,259,1,0.425056,0.359835
260,260,1,0.420466,0.206719
261,261,1,0.653203,0.323212
262,262,1,0.410623,0.174701
263,263,1,0.961819,0.266561
264,264,1,0.392728,0.199490
265,265,1,0.399930,0.367735
266,266,2,0.801216,0.181435
267,267,1,0.111816,0.055067
268,268,1,0.839404,0.127982
269,269,1,0.207141,0.175922
270,270,2,0.638338,0.307113
271,271,1,0.881540,0.205551
272,272,1,0.197256,0.403486
273,273,1,0.244594,0.414730
274,274,1,0.819607,0.222310
275,275,1,0.877650,0.158340
276,276,1,0.235559,0.107379
277,277,1,0.567851,0.285468
278,278,1,0.615289,0.254617
279,279,1,0.298623,0.055486
280,280,1,0.836919,0.354939
281,281,1,0.283450,0.096749
282,282,1,0.769923,0.214540
283,283,2,0.094526,0.089593
284,284,1,0.117712,0.300318
285,285,1,0.119687,0.109404
286,286,1,0.228837,0.178134
287,287,1,0.480982,0.083442
288,288,1,0.869885,0.064615
289,289,1,0.331927,0.403558
290,290,1,0.625946,0.331502
291,291,1,0.371757,0.358171
292,292,1,0.911343,0.290909
293,293,1,0.867284,0.066121
294,294,1,0.805730,0.265498
295,295,2,0.338224,0.207153
296,296,2,0.544125,0.364510
297,297,3,0.788047,0.104310
298,298,2,0.540502,0.270053
299,299,2,0.757931,0.075630
300,300,1,0.962356,0.092032
301,301,1,0.343597,0.173228
302,302,1,0.772097,0.239826
303,303,1,0.191329,0.405128
304,304,1,0.517217,0.200596
305,305,1,0.722626,0.400224
306,306,1,0.147433,0.151666
307,307,1,0.568740,0.072171
308,308,1,0.845976,0.175080
309,309,2,0.641082,0.050185
310,310,3,0.299096,0.307142
311,311,1,0.592123,0.297161
312,312,1,0.593452,0.198952
313,313,1,0.829276,0.172942
314,314,1,0.318855,0.317315
315,315,1,0.088482,0.070778
316,316,1,0.494867,0.099382
317,317,1,0.391490,0.418022
318,318,4,0.450638,0.092338
319,319,4,0.406659,0.370103
320,320,1,0.589073,0.425893
321,321,1,0.583495,0.303024
322,322,1,0.123591,0.095061
323,323,1,0.085211,0.237780
324,324,2,0.710898,0.186071
325,325,1,0.527190,0.167302
326,326,1,0.416652,0.228315
327,327,2,0.822443,0.086973
328,328,1,0.653652,0.373406
329,329,1,0.898086,0.156468
330,330,1,0.258810,0.401604
331,331,2,0.527692,0.186405
332,332,1,0.163129,0.088850
333,333,2,0.499300,0.086721
334,334,1,0.532609,0.337061
335,335,1,0.832089,0.318489
336,336,2,0.285195,0.262021
337,337,1,0.224524,0.110288
338,338,1,0.222585,0.256492
339,339,1,0.232757,0.403575
340,340,1,0.844351,0.246738
341,341,1,0.293788,0.275645
342,342,1,0.645641,0.183169
343,343,1,0.222831,0.424107
344,344,1,0.599749,0.204843
345,345,1,0.122137,0.215120
346,346,1,0.577455,0.052682
347,347,1,0.217347,0.368514
348,348,1,0.400725,0.321995
349,349,2,0.210566,0.232806
350,350,1,0.624986,0.089102
351,351,2,0.713528,0.084607
352,352,1,0.724256,0.266689
353,353,2,0.622057,0.153637
354,354,1,0.797692,0.166855
355,355,1,0.657489,0.075300
356,356,1,0.205843,0.055893
357,357,1,0.038161,0.091240
358,358,1,0.431984,0.383812
359,359,1,0.767048,0.079367
360,360,1,0.148618,0.433543
361,361,2,0.343473,0.090011
362,362,2,0.715950,0.416048
363,363,1,0.597252,0.415428
364,364,1,0.193280,0.316722
365,365,1,0.331134,0.131775
366,366,1,0.095299,0.081621
367,367,1,0.927168,0.318938
368,368,1,0.190858,0.336481
369,369,1,0.804067,0.450275
370,370,1,0.086072,0.386877
371,371,1,0.785848,0.071235
372,372,2,0.844529,0.272466
373,373,1,0.334252,0.487757
374,374,2,0.824415,0.052796
375,375,1,0.317917,0.183589
376,376,1,0.305653,0.227867
377,377,1,0.350744,0.357093
378,378,1,0.633570,0.390121
379,379,2,0.221459,0.265296
380,380,2,0.203571,0.098600
381,381,1,0.815580,0.242591
382,382,1,0.723984,0.399463
383,383,2,0.214012,0.241241
384,384,1,0.869645,0.107912
385,385,1,0.617241,0.328626
386,386,1,0.537797,0.200513
387,387,1,0.817858,0.108990
388,388,1,0.322596,0.261198
389,389,1,0.435585,0.353466
390,390,1,0.425567,0.321212
391,391,1,0.334265,0.394577
392,392,1,0.442351,0.413077
393,393,2,0.581194,0.392210
394,394,1,0.198813,0.053786
395,395,1,0.622374,0.049005
396,396,2,0.693032,0.391849
397,397,1,0.312043,0.129906
398,398,1,0.864155,0.324762
399,399,1,0.209757,0.113722
400,400,1,0.094219,0.110639
401,401,2,0.604140,0.251041
402,402,1,0.105430,0.275847
403,403,1,0.185573,0.338917
404,404,2,0.216233,0.398988
405,405,1,0.327666,0.268508
406,406,1,0.307120,0.378647
407,407,1,0.570802,0.312126
408,408,3,0.880804,0.175956
409,409,1,0.263380,0.097308
410,410,1,0.446920,0.302181
411,411,1,0.410372,0.235337
412,412,2,0.105128,0.289784
413,413,2,0.303748,0.221644
414,414,1,0.589799,0.373567
415,415,1,0.392596,0.179163
416,416,1,0.648014,0.082979
417,417,1,0.991944,0.062067
418,418,1,0.627792,0.370911
419,419,1,0.421708,0.305351
420,420,1,0.984633,0.161901
421,421,2,0.864010,0.115603
422,422,1,0.083665,0.181013
423,423,1,0.528471,0.066778
424,424,1,0.636029,0.102666
425,425,1,0.504903,0.426545
426,426,1,0.393508,0.262489
427,427,1,0.213827,0.400628
428,428,1,0.216695,0.220827
429,429,1,0.596006,0.057661
430,430,1,0.690706,0.113518
431,431,1,0.183708,0.417419
432,432,1,0.101300,0.230816
433,433,1,0.223530,0.179976
434,434,1,0.986567,0.476620
435,435,1,0.304835,0.409570
436,436,1,0.197311,0.151404
437,437,1,0.128361,0.322615
438,438,1,0.342198,0.362094
439,439,3,0.619211,0.146992
440,440,1,0.493005,0.102663
441,441,1,0.128979,0.061304
442,442,1,0.443257,0.193006
443,443,1,0.645066,0.139917
444,444,1,0.340950,0.374355
445,445,2,0.424593,0.389753
446,446,1,0.872418,0.285709
447,447,1,0.212562,0.389864
448,448,2,0.567325,0.081441
449,449,1,0.441851,0.315085
450,450,2,0.284069,0.054828
451,451,2,0.118609,0.287497
452,452,1,0.344620,0.109591
453,453,1,0.174187,0.113621
454,454,1,0.632875,0.312302
455,455,1,0.424291,0.272700
456,456,2,0.607276,0.084875
457,457,3,0.189669,0.192584
458,458,1,0.537877,0.276944
459,459,2,0.558788,0.124567
460,460,1,0.443639,0.312751
461,461,1,0.441851,0.093700
462,462,1,0.875339,0.117562
463,463,1,0.221367,0.052914
464,464,1,0.508863,0.194019
465,465,1,0.865957,0.015240
466,466,2,0.541796,0.198424
467,467,1,0.283324,0.269407
468,468,2,0.751632,0.232961
469,469,2,0.245282,0.393033
470,470,2,0.075648,0.116081
471,471,3,0.713351,0.378815
472,472,2,0.299069,0.247416
473,473,1,0.608361,0.186682
474,474,1,0.299657,0.294714
475,475,3,0.321351,0.167207
476,476,1,0.322286,0.218853
477,477,1,0.330594,0.091267
478,478,1,0.532056,0.369928
479,479,1,0.179690,0.204621
480,480,1,0.051160,0.208848
481,481,2,0.239229,0.064911
482,482,1,0.856276,0.165992
483,483,1,0.658506,0.409634
484,484,2,0.807569,0.184930
485,485,1,0.583260,0.384794
486,486,1,0.892593,0.121963
487,487,1,0.844572,0.251575
488,488,1,0.830011,0.286901
489,489,1,0.542498,0.171300
490,490,1,0.222966,0.337340
491,491,3,0.187584,0.290566
492,492,2,0.517438,0.090049
493,493,1,0.780232,0.062511
494,494,2,0.423683,0.370188
495,495,1,0.656489,0.414799
496,496,2,0.844119,0.309793
497,497,1,0.437994,0.398449
498,498,2,0.558725,0.401131
499,499,1,0.671783,0.373762
500,500,1,0.059428,0.265377
501,501,1,0.467930,0.097903
502,502,2,0.547855,0.129242
503,503,1,0.857823,0.367166
504,504,1,0.337121,0.259487
505,505,1,0.767936,0.206760
506,506,1,0.537990,0.050428
507,507,1,0.311107,0.239922
508,508,2,0.831056,0.144513
509,509,1,0.814502,0.125439
510,510,1,0.310348,0.186626
511,511,1,0.890714,0.334952
512,512,1,0.651419,0.081775
513,513,2,0.220950,0.217399
514,514,1,0.741989,0.339669
515,515,1,0.598471,0.172228
516,516,1,0.209762,0.287139
517,517,1,0.515399,0.215593
518,518,2,0.213618,0.101767
519,519,2,0.324014,0.130711
520,520,1,0.110546,0.282404
521,521,2,0.456488,0.098428
522,522,2,0.792588,0.192302
523,523,1,0.390335,0.387788
524,524,2,0.440540,0.250121
525,525,2,0.499259,0.177978
526,526,1,0.352976,0.091278
527,527,1,0.739219,0.321319
528,528,1,0.226800,0.101978
529,529,2,0.650199,0.209837
530,530,1,0.790987,0.126573
531,531,1,0.408067,0.068024
532,532,2,0.424712,0.287108
533,533,1,0.323288,0.386153
534,534,1,0.543462,0.391597
535,535,1,0.936756,0.239193
536,536,1,0.471024,0.080950
537,537,2,0.857731,0.322070
538,538,1,0.420307,0.298460
539,539,1,0.783757,0.169126
540,540,2,0.869962,0.318570
541,541,1,0.327029,0.264267
542,542,1,0.335294,0.301391
543,543,1,0.191419,0.185088
544,544,1,0.154407,0.055907
545,545,1,0.750181,0.355038
546,546,1,0.641573,0.410083
547,547,2,0.723981,0.235005
548,548,1,0.632324,0.272871
549,549,2,0.118688,0.260887
550,550,1,0.351524,0.088492
551,551,1,0.204669,0.351765
552,552,1,0.794497,0.130615
553,553,1,0.615979,0.107572
554,554,1,0.419605,0.364650
555,555,1,0.511415,0.431380
556,556,2,0.575694,0.108241
557,557,1,0.105864,0.111166
558,558,1,0.803200,0.262393
559,559,1,0.308450,0.089558
560,560,1,0.814011,0.248955
561,561,1,0.638363,0.062800
562,562,1,0.866637,0.141510
563,563,1,0.734136,0.069709
564,564,1,0.855327,0.312243
565,565,1,0.571401,0.413022
566,566,3,0.823908,0.100769
567,567,1,0.305474,0.371674
568,568,2,0.338479,0.209435
569,569,1,0.558367,0.136665
570,570,2,0.592749,0.159716
571,571,1,0.271812,0.410784
572,572,1,0.264126,0.114486
573,573,1,0.591214,0.140652
574,574,1,0.630203,0.047617
575,575,2,0.621483,0.318034
576,576,2,0.164452,0.109775
577,577,1,0.710208,0.440872
578,578,1,0.882096,0.354511
579,579,3,0.319114,0.155771
580,580,3,0.810363,0.166915
581,581,1,0.293561,0.225145
582,582,1,0.447455,0.387176
583,583,1,0.628811,0.086208
584,584,2,0.324670,0.281276
585,585,2,0.204534,0.248132
586,586,1,0.318875,0.208538
587,587,1,0.427585,0.080188
588,588,1,0.483954,0.063387
589,589,1,0.955113,0.128034
590,590,2,0.800761,0.307157
591,591,2,0.874946,0.273466
592,592,1,0.441080,0.169097
593,593,1,0.214155,0.219329
594,594,1,0.359240,0.379479
595,595,1,0.276735,0.378601
596,596,2,0.650048,0.306728
597,597,1,0.776096,0.269166
598,598,1,0.510059,0.085280
599,599,1,0.609398,0.413283
600,600,1,0.106981,0.323816
601,601,1,0.657034,0.381695
602,602,1,0.648267,0.391757
603,603,1,0.294554,0.172767
604,604,1,0.852765,0.293094
605,605,1,0.549658,0.072078
606,606,1,0.652756,0.150236
607,607,1,0.108665,0.128273
608,608,1,0.606636,0.227316
609,609,1,0.594909,0.309554
610,610,2,0.507154,0.372042
611,611,1,0.817088,0.462995
612,612,1,0.316173,0.450671
613,613,1,0.732903,0.081776
614,614,1,0.857104,0.388059
615,615,1,0.115468,0.083740
616,616,1,0.748733,0.416355
617,617,1,0.492864,0.081516
618,618,1,0.112455,0.296275
619,619,1,0.493848,0.017722
620,620,1,0.189331,0.295476
621,621,1,0.806839,0.284548
622,622,2,0.302277,0.261965
623,623,1,0.399380,0.373735
624,624,1,0.525144,0.425607
625,625,1,0.437142,0.088861
626,626,1,0.542248,0.152214
627,627,2,0.797966,0.244949
628,628,2,0.255618,0.110665
629,629,1,0.093401,0.159599
630,630,1,0.690494,0.175019
631,631,1,0.613791,0.192879
632,632,1,0.230965,0.365155
633,633,1,0.765292,0.183997
634,634,2,0.770339,0.190026
635,635,1,0.089658,0.128427
636,636,3,0.335824,0.161154
637,637,3,0.558677,0.074932
638,638,3,0.764128,0.061540
639,639,1,0.339942,0.158818
640,640,1,0.152583,0.427564
641,641,1,0.870609,0.205832
642,642,1,0.102276,0.277526
643,643,1,0.301958,0.418064
644,644,1,0.541883,0.426577
645,645,2,0.292496,0.369952
646,646,1,0.863003,0.081625
647,647,2,0.079458,0.072041
648,648,1,0.073907,0.084492
649,649,3,0.435362,0.386839
650,650,1,0.705613,0.389414
651,651,1,0.414923,0.147807
652,652,1,0.322559,0.297390
653,653,1,0.305275,0.322626
654,654,1,0.668088,0.418109
655,655,1,0.802409,0.086478
656,656,1,0.856716,0.332289
657,657,1,0.755131,0.091395
658,658,2,0.344957,0.229371
659,659,2,0.764722,0.093054
660,660,1,0.444714,0.367676
661,661,1,0.497292,0.426289
662,662,1,0.323561,0.201633
663,663,1,0.645674,0.322042
664,664,2,0.432726,0.304236
665,665,1,0.329404,0.171227
666,666,1,0.255289,0.186081
667,667,1,0.804463,0.131754
668,668,1,0.394832,0.288871
669,669,1,0.075086,0.104498
670,670,1,0.091644,0.303291
671,671,1,0.640553,0.486185
672,672,1,0.532054,0.411896
673,673,1,0.089265,0.321992
674,674,1,0.216701,0.354508
675,675,1,0.400476,0.347783
676,676,1,0.776955,0.091594
677,677,1,0.539422,0.078201
678,678,1,0.896596,0.126807
679,679,2,0.392831,0.201405
680,680,1,0.940441,0.095703
681,681,2,0.844145,0.053220
682,682,2,0.119216,0.315876
683,683,1,0.329538,0.314227
684,684,1,0.550974,0.217118
685,685,2,0.075941,0.246268
686,686,1,0.098308,0.243925
687,687,2,0.218366,0.178950
688,688,1,0.148831,0.090765
689,689,2,0.515525,0.406875
690,690,2,0.080943,0.065375
691,691,2,0.101756,0.297843
692,692,1,0.612644,0.228669
693,693,1,0.636938,0.197732
694,694,1,0.769874,0.108110
695,695,1,0.841529,0.150872
696,696,1,0.258387,0.114936
697,697,2,0.848713,0.147196
698,698,1,0.309692,0.366067
699,699,1,0.336657,0.174529
700,700,1,0.612487,0.069248
701,701,1,0.800115,0.273372
702,702,1,0.710855,0.397653
703,703,1,0.529599,0.137050
704,704,1,0.089139,0.072406
705,705,2,0.040956,0.118827
706,706,1,0.110786,0.261522
707,707,2,0.103376,0.261782
708,708,1,0.763190,0.228334
709,709,1,0.180641,0.083147
710,710,1,0.504249,0.422687
711,711,1,0.887970,0.369390
712,712,1,0.293359,0.201211
713,713,1,0.299463,0.053965
714,714,1,0.151120,0.076401
715,715,2,0.227103,0.175324
716,716,3,0.236165,0.274933
717,717,2,0.143883,0.089808
718,718,1,0.006393,0.450917
719,719,2,0.290503,0.406867
720,720,1,0.180872,0.184401
721,721,1,0.643427,0.071446
722,722,1,0.406029,0.104077
723,723,1,0.800089,0.301931
724,724,3,0.535822,0.084317
725,725,2,0.212692,0.177681
726,726,1,0.614968,0.274927
727,727,1,0.566107,0.095810
728,728,1,0.585225,0.412013
729,729,2,0.141613,0.056923
730,730,3,0.098423,0.173157
731,731,1,0.533867,0.360960
732,732,1,0.527522,0.133645
733,733,1,0.833665,0.049473
734,734,2,0.438265,0.295764
735,735,1,0.815650,0.136479
736,736,1,0.917181,0.230196
737,737,1,0.887486,0.348430
738,738,1,0.404189,0.320235
739,739,1,0.871503,0.337361
740,740,2,0.421093,0.324903
741,741,2,0.621772,0.412213
742,742,1,0.299581,0.276045
743,743,1,0.074537,0.068556
744,744,1,0.222387,0.240994
745,745,1,0.647890,0.153244
746,746,1,0.630775,0.286449
747,747,2,0.783768,0.265377
748,748,1,0.633110,0.375535
749,749,1,0.213786,0.206409
750,750,1,0.520474,0.227040
751,751,1,0.551075,0.091791
752,752,1,0.759018,0.242343
753,753,1,0.836304,0.314450
754,754,1,0.602990,0.404427
755,755,2,0.115315,0.096209
756,756,2,0.150042,0.108021
757,757,1,0.598288,0.161243
758,758,1,0.187629,0.060374
759,759,1,0.616085,0.195962
760,760,2,0.296224,0.152665
761,761,1,0.312669,0.234508
762,762,1,0.417163,0.418431
763,763,1,0.104439,0.055196
764,764,1,0.379581,0.034155
765,765,1,0.733511,0.373222
766,766,1,0.869839,0.262458
767,767,1,0.843404,0.073586
768,768,1,0.082855,0.295383
769,769,1,0.125094,0.067163
770,770,1,0.704495,0.171003
771,771,1,0.497551,0.175724
772,772,2,0.321026,0.066097
773,773,1,0.862465,0.139647
774,774,1,0.566331,0.306096
775,775,1,0.583185,0.367232
776,776,1,0.411444,0.282268
777,777,2,0.306198,0.227243
778,778,1,0.601725,0.282831
779,779,1,0.554353,0.106850
780,780,1,0.671843,0.413946
781,781,2,0.889740,0.101213
782,782,2,0.365234,0.384232
783,783,1,0.416439,0.229553
784,784,1,0.219682,0.104633
785,785,1,0.742209,0.417668
786,786,1,0.178519,0.257995
787,787,1,0.744711,0.096105
788,788,1,0.711500,0.383244
789,789,1,0.418784,0.165032
790,790,1,0.144481,0.057232
791,791,1,0.853794,0.098345
792,792,2,0.094720,0.218510
793,793,1,0.764278,0.186409
794,794,2,0.746978,0.104083
795,795,1,0.776038,0.099634
796,796,1,0.886883,0.158968
797,797,1,0.872489,0.091816
798,798,2,0.723940,0.087988
799,799,1,0.725703,0.288752
800,800,1,0.737436,0.356064
801,801,1,0.637278,0.317433
802,802,1,0.062449,0.287252
803,803,1,0.641107,0.193331
804,804,1,0.813875,0.174305
805,805,1,0.600911,0.225593
806,806,1,0.613161,0.161558
807,807,1,0.863203,0.271645
808,808,1,0.845473,0.180089
809,809,2,0.623767,0.175543
810,810,1,0.524581,0.212235
811,811,1,0.830318,0.443032
812,812,1,0.251559,0.194580
813,813,1,0.430280,0.155649
814,814,1,0.328244,0.359703
815,815,2,0.106354,0.281835
816,816,2,0.392230,0.307928
817,817,2,0.104436,0.255589
818,818,1,0.624414,0.426379
819,819,1,0.248610,0.389609
820,820,1,0.867652,0.195524
821,821,1,0.117796,0.149602
822,822,1,0.213920,0.379032
823,823,1,0.324321,0.067425
824,824,1,0.652842,0.418759
825,825,1,0.820521,0.277120
826,826,1,0.016853,0.223382
827,827,1,0.868176,0.159331
828,828,1,0.112281,0.123522
829,829,1,0.557679,0.403011
830,830,1,0.644133,0.166760
831,831,1,0.531751,0.414607
832,832,1,0.385174,0.384369
833,833,1,0.322719,0.188420
834,834,1,0.128837,0.217653
835,835,2,0.393323,0.155895
836,836,1,0.418720,0.190128
837,837,1,0.474944,0.340227
838,838,2,0.516354,0.038415
839,839,1,0.238000,0.384879
840,840,1,0.815211,0.316939
841,841,1,0.076495,0.232847
842,842,2,0.559208,0.224570
843,843,2,0.332809,0.112212
844,844,1,0.325922,0.279912
845,845,1,0.254227,0.414604
846,846,1,0.907679,0.095473
847,847,1,0.123538,0.159728
848,848,2,0.732519,0.281331
849,849,1,0.320423,0.238783
850,850,1,0.849976,0.356938
851,851,2,0.519919,0.224342
852,852,1,0.481000,0.070701
853,853,2,0.558349,0.289898
854,854,1,0.536419,0.181396
855,855,1,0.222794,0.251744
856,856,2,0.778914,0.204972
857,857,2,0.781508,0.056681
858,858,2,0.195809,0.167622
859,859,1,0.372594,0.374994
860,860,1,0.391864,0.176043
861,861,1,0.293984,0.104075
862,862,1,0.431371,0.333605
863,863,1,0.750749,0.423137
864,864,1,0.702419,0.403930
865,865,1,0.776115,0.203974
866,866,1,0.078955,0.107118
867,867,1,0.291222,0.145708
868,868,1,0.756610,0.216665
869,869,1,0.621075,0.196061
870,870,2,0.391891,0.412888
871,871,1,0.598634,0.294514
872,872,1,0.859430,0.208500
