CM-0,CM-1,cell-id,qty-points,connected-cells,gCluster-label
0.91461,0.153005,280,1,1,-1
0.914837,0.19522,281,1,1,-1
0.918141,0.456458,282,1,1,-1
0.927222,0.074189,283,3,1,-1
0.928661,0.188599,284,8,1,-1
0.922168,0.278305,285,1,1,-1
0.924677,0.309562,286,2,1,-1
0.929981,0.231281,287,2,1,-1
0.924297,0.136572,288,1,1,-1
0.926133,0.205379,289,2,1,-1
0.93099,0.389347,290,1,1,-1
0.932489,0.442522,291,1,1,-1
0.936262,0.172507,292,3,1,-1
0.935067,0.429923,293,2,1,-1
0.937065,0.32211,294,2,1,-1
0.938318,0.158494,295,1,1,-1
0.939171,0.368319,296,1,1,-1
0.939605,0.110789,297,1,1,-1
0.939781,0.474182,298,1,1,-1
0.94833,0.088221,299,2,1,-1
0.949415,0.310726,300,2,1,-1
0.948367,0.15085,301,6,1,-1
0.94565,0.236314,302,2,1,-1
0.942129,0.160398,303,1,1,-1
0.945782,0.291739,304,2,1,-1
0.947691,0.072717,305,2,1,-1
0.944335,0.248848,306,1,1,-1
0.946595,0.468943,307,2,1,-1
0.952067,0.128061,308,5,1,-1
0.949644,0.023502,309,1,1,-1
0.950387,0.411813,310,1,1,-1
0.950506,0.325273,311,1,1,-1
0.955829,0.111667,312,6,1,-1
0.953567,0.011791,313,1,1,-1
0.961199,0.27206,314,2,1,-1
0.965636,0.086156,315,5,1,-1
0.962548,0.363788,316,1,1,-1
0.963137,0.133698,317,1,1,-1
0.970562,0.189731,318,2,1,-1
0.964641,0.113537,319,1,1,-1
0.96921,0.073406,320,2,1,-1
0.969941,0.328811,321,1,1,-1
0.97058,0.140155,322,1,1,-1
0.971152,0.296981,323,1,1,-1
0.972075,0.470176,324,1,1,-1
0.976636,0.019995,325,1,1,-1
0.97751,0.451454,326,2,1,-1
0.977697,0.307251,327,1,1,-1
0.9818,0.053888,328,1,1,-1
0.98471,0.267709,329,2,1,-1
0.984538,0.413869,330,3,1,-1
0.985485,0.164337,331,3,1,-1
0.985177,0.35216,332,1,1,-1
0.985438,0.227636,333,1,1,-1
0.986567,0.47662,334,1,1,-1
0.990802,0.06959,335,2,1,-1
0.991688,0.322414,336,1,1,-1
0.108054,0.323503,337,5,144,0,372
0.148883,0.070141,338,15,144,0,339,382,389,392,395,397,398,400
0.145451,0.056752,339,8,144,0,338,389,392
0.630017,0.271265,340,15,53,1,774,775,778,783,791,792,793
0.07311,0.229059,341,9,144,0,360,362,364
0.072864,0.271793,342,8,144,0,344,355,358,362
0.070889,0.246751,343,6,144,0,362
0.068368,0.290162,344,14,144,0,342,355,358,366
0.074987,0.127069,345,9,144,0,350,356,357,361
0.074186,0.090385,346,9,144,0,350,354,356
0.074815,0.1902,347,12,144,0,353,359,364
0.073503,0.167394,348,4,144,0,359
0.07604,0.070254,349,8,144,0,354
0.075152,0.111258,350,14,144,0,345,346,356,357
0.075632,0.055154,351,4,144,0,354
0.076782,0.210808,352,6,144,0,364
0.08617,0.192883,353,12,144,0,347,359,364,371,374
0.087574,0.069621,354,17,144,0,346,349,351,365,367,373,380
0.087486,0.272367,355,13,144,0,342,344,358,362,376,379,381
0.087845,0.108556,356,20,144,0,345,346,350,357,365,369,378,380
0.090237,0.130913,357,10,144,0,345,350,356,361,369,378
0.089228,0.290767,358,17,144,0,342,344,355,366,372,376,381
0.091006,0.166608,359,22,144,0,347,348,353,361,368,371,375
0.088702,0.229883,360,14,144,0,341,362,364,370,374,379
0.089986,0.148148,361,19,144,0,345,357,359,368,375,378
0.090322,0.251965,362,20,144,0,341,342,343,355,360,370,379,381
0.086425,0.322691,363,3,144,0,366
0.090779,0.209111,364,17,144,0,341,347,352,353,360,370,371,374
0.09468,0.087857,365,8,144,0,354,356,373,380
0.091677,0.30797,366,16,144,0,344,358,363,372,376
0.090562,0.054521,367,6,144,0,354
0.111141,0.151171,368,11,144,0,359,361,375,378,387
0.107928,0.110049,369,15,144,0,356,357,378,380,382,390
0.106533,0.228842,370,13,144,0,360,362,364,374,379,383
0.108225,0.189848,371,24,144,0,353,359,364,374,375,384,391
0.111465,0.310509,372,14,144,0,337,358,366,376,386
0.110475,0.068887,373,15,144,0,354,365,377,380,382,389
0.109846,0.209854,374,15,144,0,353,360,364,370,371,383,384,391
0.111465,0.16977,375,16,144,0,359,361,368,371,391,394
0.109449,0.287905,376,18,144,0,355,358,366,372,381,388
0.108087,0.055631,377,6,144,0,373
0.107718,0.127278,378,12,144,0,356,357,361,368,369,390
0.110171,0.250187,379,16,144,0,355,360,362,370,381,383,385,388
0.111794,0.09123,380,16,144,0,354,356,365,369,373,382,389,390
0.109917,0.269605,381,18,144,0,355,358,362,376,379,388
0.128029,0.091073,382,16,144,0,338,369,373,380,389,390,395,396
0.126232,0.231509,383,10,144,0,370,374,379,385
0.125139,0.208062,384,8,144,0,371,374,391
0.127896,0.247194,385,5,144,0,379,383
0.127441,0.31254,386,6,144,0,372
0.124331,0.151418,387,5,144,0,368
0.126714,0.269847,388,11,144,0,376,379,381
0.129909,0.07062,389,21,144,0,338,339,373,380,382,392,395
0.127465,0.107256,390,13,144,0,369,378,380,382,395,396
0.124902,0.189309,391,9,144,0,371,374,375,384
0.131433,0.054605,392,7,144,0,338,339,389
0.124495,0.128453,393,4,1,-1
0.128518,0.168204,394,4,144,0,375
0.148132,0.089014,395,11,144,0,338,382,389,390,396,400
0.148126,0.107242,396,15,144,0,382,390,395,399,400
0.16799,0.053927,397,10,144,0,338,398,403,404
0.1709,0.069191,398,14,144,0,338,397,400,402,403,404
0.169173,0.109871,399,11,144,0,396,400,401,402
0.173044,0.088768,400,17,144,0,338,395,396,398,399,401,402,403
0.186566,0.106409,401,14,144,0,399,400,402,406,407
0.191505,0.090084,402,17,144,0,398,399,400,401,403,406,407,408
0.188844,0.070352,403,14,144,0,397,398,400,402,404,405,406,408
0.191408,0.0545,404,11,144,0,397,398,403,405
0.20541,0.055214,405,7,144,0,403,404,408
0.211171,0.091289,406,16,144,0,401,402,403,407,408,409,410,412
0.211875,0.107433,407,24,144,0,401,402,406,409,412
0.212403,0.071181,408,11,144,0,402,403,405,406,409,410
0.230523,0.087555,409,24,144,0,406,407,408,410,412,413,414,416
0.231504,0.068745,410,17,144,0,406,408,409,411,413,414
0.22769,0.05595,411,6,144,0,410
0.229186,0.106397,412,13,144,0,406,407,409,413,416
0.247402,0.088767,413,23,144,0,409,410,412,414,416,418,419,421
0.249977,0.070622,414,16,144,0,409,410,413,415,418,419,420
0.246663,0.052418,415,5,144,0,414
0.253688,0.107982,416,9,144,0,409,412,413,419,421
0.264408,0.152953,417,8,144,0,434
0.268725,0.068237,418,16,144,0,413,414,419,420,429,435,438
0.268294,0.091043,419,17,144,0,413,414,416,418,421,429,439
0.268761,0.055004,420,12,144,0,414,418,435
0.269239,0.108551,421,13,144,0,413,416,419,427,429,439
0.275573,0.12837,422,4,144,0,427
0.278094,0.2891,423,2,144,0,425
0.279762,0.207842,424,1,144,0,431
0.290825,0.288892,425,20,144,0,423,430,436,444,447,450
0.289222,0.188723,426,20,144,0,431,432,441,445,449
0.288635,0.128481,427,15,144,0,421,422,434,439,440,452
0.285995,0.322277,428,5,144,0,430
0.287219,0.092782,429,15,144,0,418,419,421,438,439,442,446,452
0.290406,0.310569,430,24,144,0,425,428,444,447
0.288272,0.20892,431,14,144,0,424,426,437,445,448,449
0.289976,0.172198,432,14,144,0,426,434,441,443,449
0.291639,0.248988,433,10,144,0,436,437,448,450,451
0.290702,0.151685,434,25,144,0,417,427,432,440,441,443
0.28977,0.054039,435,11,144,0,418,420,438,442
0.289512,0.270024,436,18,144,0,425,433,444,450,451
0.292838,0.228692,437,19,144,0,431,433,445,448,451
0.289425,0.070639,438,8,144,0,418,429,435,442
0.290793,0.108611,439,13,144,0,419,421,427,429,440,446,452
0.309182,0.130806,440,16,144,0,427,434,439,443,452,463,464
0.310473,0.171628,441,13,144,0,426,432,434,443,449,457,459
0.310248,0.070544,442,20,144,0,429,435,438,446,454,456,467,469
0.311155,0.151561,443,12,144,0,432,434,440,441,457,464,465
0.311442,0.288997,444,16,144,0,425,430,436,447,450,455,458,468
0.3124,0.21068,445,18,144,0,426,431,437,448,449,459,460,466
0.307792,0.092318,446,14,144,0,429,439,442,452,456,463,467
0.311677,0.310117,447,17,144,0,425,430,444,453,455,458
0.309286,0.22864,448,22,144,0,431,433,437,445,451,460,461,466
0.312189,0.188478,449,18,144,0,426,431,432,441,445,457,459,466
0.309624,0.266084,450,13,144,0,425,433,436,444,451,455,461,468
0.311393,0.249778,451,15,144,0,433,436,437,448,450,460,461,468
0.311588,0.109472,452,17,144,0,427,429,439,440,446,463,464,467
0.312196,0.323431,453,2,144,0,447
0.311337,0.053346,454,6,144,0,442
0.328981,0.287393,455,17,144,0,444,447,450,458,468,479
0.327969,0.071702,456,15,144,0,442,446,467,469,473,474
0.331274,0.168476,457,21,144,0,441,443,449,459,465,481
0.331968,0.311454,458,18,144,0,444,447,455,462,477
0.328773,0.189095,459,13,144,0,441,445,449,457,466,482
0.32892,0.230095,460,21,144,0,445,448,451,461,466,470
0.329266,0.252508,461,13,144,0,448,450,451,460,468,480
0.32706,0.32382,462,4,144,0,458
0.331533,0.110671,463,15,144,0,440,446,452,464,467,473,476
0.330805,0.131862,464,16,144,0,440,443,452,463,465,472
0.328781,0.152694,465,9,144,0,443,457,464,471
0.332106,0.209537,466,18,144,0,445,448,449,459,460,470,475
0.330125,0.091925,467,13,144,0,442,446,452,456,463,473
0.331556,0.269792,468,17,144,0,444,450,451,455,461,478
0.330071,0.056354,469,6,144,0,442,456
0.344847,0.229235,470,7,144,0,460,466
0.341476,0.149603,471,4,144,0,465
0.3419,0.128681,472,4,144,0,464
0.349843,0.089967,473,15,144,0,456,463,467,474,476
0.344362,0.070654,474,9,144,0,456,473
0.341413,0.20723,475,3,144,0,466
0.348206,0.11238,476,7,144,0,463,473
0.347443,0.311982,477,3,144,0,458
0.344578,0.268935,478,5,144,0,468
0.345959,0.288414,479,6,144,0,455
0.343059,0.246363,480,4,144,0,461
0.343388,0.17134,481,4,144,0,457
0.344751,0.188244,482,4,144,0,459
0.497333,0.391918,483,4,51,2,487
0.498341,0.369307,484,2,51,2,486
0.512797,0.408798,485,11,51,2,487,488,489,492
0.506416,0.37098,486,10,51,2,484,487,491
0.512258,0.390858,487,12,51,2,483,485,486,489,491,492
0.509952,0.428479,488,11,51,2,485,490,492
0.526928,0.392556,489,14,51,2,485,487,491,492,493,494
0.52598,0.423826,490,5,51,2,488,492
0.531513,0.368551,491,19,51,2,486,487,489,494
0.531252,0.409722,492,19,51,2,485,487,488,489,490,493,496
0.549512,0.408215,493,22,51,2,489,492,495,496,497,499,500
0.548629,0.369589,494,18,51,2,489,491,496,497,498
0.551714,0.424835,495,4,51,2,493
0.552606,0.391017,496,8,51,2,492,493,494,497,498
0.568426,0.388945,497,13,51,2,493,494,496,498,499,501,503,504
0.567461,0.372319,498,14,51,2,494,496,497,501,503
0.570023,0.410496,499,14,51,2,493,497,500,502,503,504
0.569596,0.423359,500,9,51,2,493,499,502,504
0.589866,0.370853,501,15,51,2,497,498,503,505,506
0.587527,0.424272,502,10,51,2,499,500,504
0.589906,0.390323,503,17,51,2,497,498,499,501,504,505,506,508
0.589391,0.409883,504,13,51,2,497,499,500,502,503,506,508
0.607498,0.372494,505,18,51,2,501,503,506,509,511
0.608444,0.387499,506,13,51,2,501,503,504,505,508,509,510,511
0.6086,0.424447,507,3,1,-1
0.610165,0.411202,508,10,51,2,503,504,506,510,511
0.628848,0.373598,509,12,51,2,505,506,511,513,515
0.629655,0.410549,510,17,51,2,506,508,511,512,514,515
0.630524,0.392255,511,16,51,2,505,506,508,509,510,513,514,515
0.629421,0.424927,512,7,51,2,510,514
0.649665,0.369959,513,16,51,2,509,511,515,517,519
0.647902,0.411004,514,18,51,2,510,511,512,515,516,517
0.653955,0.390235,515,15,51,2,509,510,511,513,514,516,517,519
0.66756,0.409104,516,17,51,2,514,515,517,518,520,521
0.669521,0.390606,517,11,51,2,513,514,515,516,519,520,521
0.669093,0.427965,518,7,51,2,516
0.670352,0.369729,519,13,51,2,513,515,517,521,522
0.690364,0.410233,520,20,51,2,516,517,521,523,524,526
0.69055,0.387933,521,16,51,2,516,517,519,520,522,524,526,527
0.691652,0.369914,522,13,51,2,519,521,526,527
0.69075,0.422458,523,6,51,2,520
0.709801,0.409496,524,16,51,2,520,521,525,526,530,531
0.709835,0.424657,525,4,51,2,524
0.712142,0.388776,526,16,51,2,520,521,522,524,527,529,530,531
0.71293,0.372996,527,16,51,2,521,522,526,529,531
0.726374,0.426304,528,5,51,2,530
0.730544,0.370908,529,13,51,2,526,527,531,532,534
0.73144,0.410268,530,13,51,2,524,526,528,531,532,533
0.729998,0.389302,531,11,51,2,524,526,527,529,530,532
0.749777,0.389155,532,16,51,2,529,530,531,533,534
0.746807,0.411232,533,8,51,2,530,532
0.748853,0.369357,534,8,51,2,529,532
0.408964,0.07204,535,13,77,3,536,537,539,540
0.410832,0.089424,536,10,77,3,535,538,539,540
0.408614,0.052603,537,14,77,3,535,540,541
0.404542,0.103894,538,5,77,3,536
0.428428,0.086522,539,14,77,3,535,536,540,543,545
0.430115,0.072673,540,16,77,3,535,536,537,539,542,543,545
0.425278,0.052378,541,4,77,3,537
0.449084,0.051407,542,24,77,3,540,543,546,549
0.449984,0.068855,543,17,77,3,539,540,542,545,546,548,549
0.44927,0.10412,544,9,77,3,545,548
0.45074,0.092255,545,22,77,3,539,540,543,544,546,548
0.468527,0.070376,546,9,77,3,542,543,545,548,549,550,551,552
0.471332,0.101989,547,4,77,3,548
0.47108,0.09181,548,24,77,3,543,544,545,546,547,551,552,554
0.472525,0.052008,549,9,77,3,542,543,546,550,552
0.486296,0.052734,550,13,77,3,546,549,552,559
0.490379,0.0898,551,19,77,3,546,548,552,554,560,561,565
0.489011,0.067323,552,14,77,3,546,548,549,550,551,559,561,565
0.493519,0.232251,553,7,77,3,566
0.493881,0.109252,554,12,77,3,548,551,560,561,564
0.494563,0.176108,555,4,77,3,563
0.497273,0.12662,556,4,77,3,564
0.497019,0.152175,557,3,77,3,562
0.498196,0.189837,558,4,77,3,568
0.509824,0.050081,559,14,77,3,550,552,565,572
0.511771,0.106905,560,9,77,3,551,554,561,564,577
0.50963,0.09036,561,15,77,3,551,552,554,560,565,576
0.509012,0.150009,562,17,77,3,557,563,564,569,570,573
0.508226,0.167318,563,15,77,3,555,562,568,569,570,574
0.51044,0.128752,564,16,77,3,554,556,560,562,570,573,577
0.512612,0.071572,565,14,77,3,551,552,559,561,572,576,578
0.512105,0.227425,566,14,77,3,553,567,571,575
0.511185,0.211717,567,8,77,3,566,574,575
0.509449,0.186705,568,13,77,3,558,563,569,574,575
0.528357,0.166799,569,18,77,3,562,563,568,570,574,582,586,587
0.529817,0.150535,570,18,77,3,562,563,564,569,573,579,582,586
0.529289,0.22732,571,11,77,3,566,575,580,581
0.529806,0.052195,572,10,77,3,559,565,578,588
0.530278,0.130341,573,18,77,3,562,564,570,577,579,582,585
0.531141,0.189378,574,22,77,3,563,567,568,569,575,580,586,587
0.530447,0.209838,575,14,77,3,566,567,568,571,574,580,581,587
0.531926,0.087585,576,14,77,3,561,565,577,578,584,585,588
0.529588,0.111052,577,10,77,3,560,564,573,576,579,585
0.531611,0.070096,578,9,77,3,565,572,576,588
0.54984,0.129377,579,21,77,3,570,573,577,582,585,591
0.548591,0.211838,580,17,77,3,571,574,575,581,587
0.550212,0.224999,581,9,77,3,571,575,580
0.549045,0.152124,582,24,77,3,569,570,573,579,586,590
0.550636,0.05451,583,8,77,3,588,589,593
0.551609,0.092015,584,13,77,3,576,585,588,591,592,593
0.550253,0.107974,585,20,77,3,573,576,577,579,584,591,592
0.546376,0.167986,586,12,77,3,569,570,574,582,587
0.548685,0.193542,587,13,77,3,569,574,575,580,586
0.552066,0.072966,588,19,77,3,572,576,578,583,584,589,592,593
0.566609,0.050318,589,16,77,3,583,588,593,596
0.564093,0.168102,590,4,77,3,582
0.569159,0.106598,591,8,77,3,579,584,585,592
0.569333,0.087898,592,11,77,3,584,585,588,591,593,594
0.568962,0.068929,593,15,77,3,583,584,588,589,592,594,596,597
0.588592,0.088862,594,14,77,3,592,593,595,597,598,599
0.586008,0.104765,595,5,77,3,594
0.589232,0.0482,596,12,77,3,589,593,597,599,601
0.590317,0.067129,597,7,77,3,593,594,596,599
0.613093,0.092129,598,15,77,3,594,599,600,602,603,604
0.609705,0.07045,599,22,77,3,594,596,597,598,601,603,604,605
0.608792,0.106451,600,6,77,3,598
0.610085,0.053658,601,9,77,3,596,599,603,605
0.627644,0.107128,602,10,77,3,598,604,606,609
0.629106,0.069648,603,17,77,3,598,599,601,604,605,606,607,608
0.630531,0.089094,604,13,77,3,598,599,602,603,606,608
0.630586,0.051664,605,13,77,3,599,601,603,607,608
0.648724,0.089964,606,17,77,3,602,603,604,608,609
0.649162,0.051208,607,15,77,3,603,605,608
0.648507,0.071932,608,13,77,3,603,604,605,606,607,610
0.644972,0.107992,609,6,77,3,602,606
