x,x,cell-id,label-gC,label-GT
0.422569,0.107553,129,-1,-1
0.422966,0.10481,129,-1,-1
0.426882,0.457157,130,-1,-1
0.430134,0.116308,129,-1,-1
0.43405,0.10696,129,-1,-1
0.434998,0.460641,131,-1,-1
0.437165,0.107877,129,-1,-1
0.438781,0.021032,132,-1,-1
0.446767,0.155337,133,-1,-1
0.447692,0.148409,133,-1,-1
0.456898,0.44219,134,-1,-1
0.461847,0.428238,135,-1,-1
0.463176,0.450832,136,-1,-1
0.46408,0.449155,136,-1,-1
0.465506,0.448676,136,-1,-1
0.468901,0.354278,137,-1,-1
0.469684,0.423288,135,-1,-1
0.470305,0.457513,136,-1,-1
0.473942,0.27247,138,-1,-1
0.474944,0.340227,137,-1,-1
0.477989,0.460797,139,-1,-1
0.482134,0.459891,140,-1,-1
0.482649,0.457241,140,-1,-1
0.486265,0.454634,140,-1,-1
0.487901,0.455011,140,-1,-1
0.488227,0.457928,140,-1,-1
0.491209,0.357965,141,-1,-1
0.492936,0.455233,140,-1,-1
0.493848,0.017722,142,-1,-1
0.495647,0.459772,140,-1,-1
0.495767,0.035433,143,-1,-1
0.496428,0.208,144,-1,-1
0.496508,0.203026,144,-1,-1
0.496781,0.412842,145,-1,1
0.497292,0.426289,146,-1,1
0.497438,0.413056,145,-1,1
0.497594,0.414566,145,-1,1
0.498188,0.206216,144,-1,-1
0.498311,0.4235,146,-1,-1
0.49855,0.44134,140,-1,-1
0.499752,0.2007,144,-1,-1
0.502048,0.444056,147,-1,-1
0.503187,0.316045,148,-1,-1
0.503251,0.241784,149,-1,-1
0.505121,0.276657,150,-1,-1
0.505618,0.253655,149,-1,-1
0.513407,0.470446,151,-1,-1
0.5162,0.038901,152,-1,-1
0.516508,0.037928,152,-1,-1
0.534078,0.458184,153,-1,-1
0.53677,0.353411,154,-1,-1
0.540096,0.441494,155,-1,-1
0.542187,0.349628,156,-1,-1
0.544537,0.245888,157,-1,-1
0.546978,0.340382,156,-1,-1
0.548042,0.487966,158,-1,-1
0.55097,0.024085,159,-1,-1
0.551802,0.347019,156,-1,-1
0.553152,0.47455,160,-1,-1
0.554094,0.245626,157,-1,-1
0.558629,0.25884,157,-1,-1
0.560284,0.158444,161,-1,-1
0.560516,0.133312,162,-1,-1
0.574666,0.238077,163,-1,-1
0.575016,0.230008,163,-1,-1
0.579123,0.228113,163,-1,-1
0.584081,0.453404,164,-1,-1
0.586411,0.356618,165,-1,-1
0.595744,0.342671,165,-1,-1
0.598529,0.485313,166,-1,-1
0.609131,0.489273,167,-1,-1
0.610284,0.014235,168,-1,-1
0.611436,0.455131,169,-1,-1
0.611789,0.475807,170,-1,-1
0.614289,0.451629,169,-1,-1
0.614425,0.442554,169,-1,-1
0.626839,0.344446,171,-1,-1
0.632695,0.475412,172,-1,-1
0.640553,0.486185,173,-1,-1
0.644794,0.426474,174,-1,-1
0.648741,0.037257,175,-1,-1
0.654292,0.461856,176,-1,-1
0.657692,0.425014,174,-1,-1
0.660251,0.443498,177,-1,-1
0.665807,0.161155,178,-1,-1
0.666053,0.159765,179,-1,-1
0.666075,0.157289,179,-1,-1
0.666954,0.113879,180,-1,-1
0.66705,0.447896,177,-1,-1
0.667474,0.025188,181,-1,-1
0.668443,0.228415,182,-1,-1
0.668457,0.242732,183,-1,-1
0.668526,0.190058,184,-1,-1
0.671027,0.457048,177,-1,-1
0.675128,0.042121,185,-1,-1
0.678834,0.476171,186,-1,-1
0.680944,0.079888,187,-1,-1
0.681024,0.091335,188,-1,-1
0.681077,0.091121,188,-1,-1
0.682032,0.440827,189,-1,-1
0.682521,0.179292,190,-1,-1
0.683518,0.082835,188,-1,-1
0.684379,0.462815,191,-1,-1
0.686056,0.092911,188,-1,-1
0.687037,0.2767,192,-1,-1
0.688054,0.220343,193,-1,-1
0.689511,0.10645,194,-1,-1
0.689633,0.097609,188,-1,-1
0.689867,0.466244,191,-1,-1
0.690158,0.108559,194,-1,-1
0.690494,0.175019,190,-1,-1
0.690706,0.113518,194,-1,-1
0.691938,0.061005,187,-1,-1
0.692631,0.24608,195,-1,-1
0.693032,0.12327,196,-1,-1
0.694542,0.114546,194,-1,-1
0.694815,0.12295,196,-1,-1
0.700639,0.02823,197,-1,-1
0.702498,0.157562,198,-1,-1
0.702914,0.144163,198,-1,-1
0.70372,0.20857,199,-1,-1
0.704077,0.153133,198,-1,-1
0.704495,0.171003,200,-1,-1
0.704534,0.163824,200,-1,-1
0.705136,0.151626,198,-1,-1
0.705372,0.124369,201,-1,-1
0.705805,0.174751,200,-1,-1
0.706224,0.160179,200,-1,-1
0.707379,0.17873,200,-1,-1
0.708203,0.251244,202,-1,-1
0.708596,0.181655,203,-1,-1
0.708609,0.166551,200,-1,-1
0.710208,0.440872,204,-1,-1
0.710217,0.262462,205,-1,-1
0.710543,0.185952,203,-1,-1
0.711252,0.18619,203,-1,-1
0.711743,0.212067,199,-1,-1
0.71277,0.062423,206,-1,-1
0.715003,0.205628,199,-1,-1
0.715478,0.186847,203,-1,-1
0.71607,0.201748,199,-1,-1
0.717788,0.226559,207,-1,-1
0.718022,0.205709,199,-1,-1
0.718125,0.246176,202,-1,-1
0.719286,0.225211,207,-1,-1
0.719695,0.076059,206,-1,-1
0.720689,0.243233,208,-1,-1
0.720847,0.271073,209,-1,-1
0.722978,0.232463,210,-1,-1
0.723264,0.223337,210,-1,-1
0.723925,0.234482,210,-1,-1
0.724037,0.235527,210,-1,-1
0.724256,0.266689,209,-1,-1
0.724623,0.21835,211,-1,-1
0.724711,0.237808,210,-1,-1
0.725321,0.248481,208,-1,-1
0.725335,0.319679,212,-1,-1
0.725481,0.254395,208,-1,-1
0.725703,0.288752,213,-1,-1
0.726016,0.31424,212,-1,-1
0.726053,0.25488,208,-1,-1
0.726316,0.241987,208,-1,-1
0.728537,0.285219,213,-1,-1
0.728669,0.26045,209,-1,-1
0.728679,0.131847,214,-1,-1
0.728824,0.287644,213,-1,-1
0.730053,0.272208,209,-1,-1
0.730259,0.286952,213,-1,-1
0.730653,0.440995,215,-1,-1
0.731311,0.275818,209,-1,-1
0.731835,0.281506,213,-1,-1
0.732431,0.300789,212,-1,-1
0.732802,0.301629,212,-1,-1
0.732917,0.299928,213,-1,-1
0.733203,0.281155,213,-1,-1
0.733222,0.300406,212,-1,-1
0.733652,0.015708,216,-1,-1
0.733863,0.284203,213,-1,-1
0.733926,0.261524,209,-1,-1
0.734275,0.454909,215,-1,-1
0.734767,0.289294,213,-1,-1
0.735369,0.473781,217,-1,-1
0.735856,0.29453,213,-1,-1
0.736741,0.295545,213,-1,-1
0.736831,0.471551,217,-1,-1
0.737436,0.356064,218,-1,-1
0.737701,0.325978,219,-1,-1
0.737786,0.303494,212,-1,-1
0.737837,0.31212,212,-1,-1
0.737848,0.316133,212,-1,-1
0.739096,0.333379,219,-1,-1
0.739219,0.321319,219,-1,-1
0.739951,0.335466,219,-1,-1
0.740893,0.315808,220,-1,-1
0.740989,0.133629,221,-1,-1
0.741858,0.330166,222,-1,-1
0.741989,0.339669,222,-1,-1
0.74246,0.42149,223,-1,-1
0.744024,0.348596,224,-1,-1
0.744366,0.31712,220,-1,-1
0.745042,0.339671,222,-1,-1
0.745537,0.15935,225,-1,-1
0.74558,0.344754,224,-1,-1
0.749663,0.132089,221,-1,-1
0.750181,0.355038,224,-1,-1
0.750749,0.423137,223,-1,-1
0.750827,0.124556,221,-1,-1
0.757733,0.036879,226,-1,-1
0.758815,0.475117,227,-1,-1
0.760332,0.414634,228,-1,-1
0.761048,0.431888,229,-1,-1
0.763516,0.422064,229,-1,-1
0.765717,0.42553,229,-1,-1
0.766284,0.416772,228,-1,-1
0.76634,0.420732,229,-1,-1
0.767275,0.354617,230,-1,-1
0.767863,0.429161,229,-1,-1
0.769093,0.438503,229,-1,-1
0.770845,0.433284,229,-1,-1
0.772176,0.472569,231,-1,-1
0.772503,0.444535,232,-1,-1
0.772919,0.429939,229,-1,-1
0.772968,0.441364,232,-1,-1
0.773046,0.436497,229,-1,-1
0.773177,0.031658,233,-1,-1
0.773727,0.448027,232,-1,-1
0.774064,0.450291,232,-1,-1
0.775006,0.444773,232,-1,-1
0.776318,0.123331,234,-1,-1
0.777573,0.15839,235,-1,-1
0.779591,0.148131,235,-1,-1
0.779989,0.01911,236,-1,-1
0.781262,0.421177,237,-1,-1
0.782804,0.479433,238,-1,-1
0.783385,0.401827,239,-1,-1
0.785374,0.463604,238,-1,-1
0.786355,0.370839,240,-1,-1
0.787577,0.44612,241,-1,-1
0.788837,0.030134,242,-1,-1
0.791631,0.468334,238,-1,-1
0.792589,0.46485,238,-1,-1
0.79355,0.461965,238,-1,-1
0.793554,0.462534,238,-1,-1
0.796093,0.458997,241,-1,-1
0.797254,0.3908,243,-1,-1
0.797356,0.441712,241,-1,-1
0.800126,0.340666,244,-1,-1
0.801559,0.450313,245,-1,-1
0.80234,0.372928,246,-1,-1
0.803674,0.413449,247,-1,-1
0.804067,0.450275,245,-1,-1
0.80461,0.468791,248,-1,-1
0.805732,0.481692,249,-1,-1
0.813548,0.461244,248,-1,-1
0.81453,0.446372,245,-1,-1
0.817088,0.462995,248,-1,-1
0.817578,0.457982,245,-1,-1
0.819267,0.485224,249,-1,-1
0.82138,0.447719,250,-1,-1
0.823188,0.447102,250,-1,-1
0.830318,0.443032,250,-1,-1
0.832073,0.435288,251,-1,-1
0.834367,0.428518,251,-1,-1
0.83447,0.01858,252,-1,-1
0.834741,0.435607,251,-1,-1
0.835934,0.433538,251,-1,-1
0.836273,0.424388,251,-1,-1
0.837957,0.423046,251,-1,-1
0.838682,0.379917,253,-1,-1
0.839246,0.418518,254,-1,-1
0.839321,0.422901,251,-1,-1
0.839756,0.416904,254,-1,-1
0.840486,0.42,256,-1,-1
0.841484,0.418361,256,-1,-1
0.841489,0.419703,256,-1,-1
0.843506,0.396931,257,-1,-1
0.845037,0.031928,258,-1,-1
0.845222,0.411804,256,-1,-1
0.84577,0.412668,256,-1,-1
0.845781,0.435966,255,-1,-1
0.846002,0.418681,256,-1,-1
0.848682,0.475299,259,-1,-1
0.85095,0.037824,258,-1,-1
0.852099,0.01726,260,-1,-1
0.852633,0.394228,257,-1,-1
0.852927,0.388756,257,-1,-1
0.855272,0.400375,256,-1,-1
0.857104,0.388059,257,-1,-1
0.857613,0.382275,257,-1,-1
0.862356,0.056498,261,-1,-1
0.863324,0.037128,262,-1,-1
0.865957,0.01524,263,-1,-1
0.866671,0.017403,263,-1,-1
0.868489,0.018406,263,-1,-1
0.878232,0.039559,262,-1,-1
0.883489,0.191225,264,-1,-1
0.884319,0.182524,264,-1,-1
0.884623,0.279417,265,-1,-1
0.89353,0.413982,266,-1,-1
0.897189,0.469693,267,-1,-1
0.897837,0.272511,265,-1,-1
0.90124,0.055681,268,-1,-1
0.90139,0.363169,269,-1,-1
0.901594,0.053471,268,-1,-1
0.901612,0.272682,270,-1,-1
0.901644,0.206995,271,-1,-1
0.901719,0.265573,270,-1,-1
0.902412,0.482152,272,-1,-1
0.902631,0.054133,268,-1,-1
0.902877,0.165073,273,-1,-1
0.903053,0.286096,274,-1,-1
0.903206,0.266537,270,-1,-1
0.903655,0.303228,275,-1,-1
0.903888,0.365224,269,-1,-1
0.904171,0.266479,270,-1,-1
0.906556,0.05805,268,-1,-1
0.907679,0.095473,276,-1,-1
0.909008,0.239171,277,-1,-1
0.909599,0.239594,277,-1,-1
0.910099,0.252615,278,-1,-1
0.911096,0.239412,277,-1,-1
0.911343,0.290909,274,-1,-1
0.91189,0.12851,279,-1,-1
0.912129,0.251607,278,-1,-1
0.912722,0.241371,278,-1,-1
0.913355,0.262636,270,-1,-1
0.91461,0.153005,280,-1,-1
0.914837,0.19522,281,-1,-1
0.915567,0.241056,278,-1,-1
0.915885,0.231577,277,-1,-1
0.917181,0.230196,277,-1,-1
0.91757,0.22277,277,-1,-1
0.918141,0.456458,282,-1,-1
0.919458,0.22392,277,-1,-1
0.919586,0.217339,271,-1,-1
0.92007,0.069319,283,-1,-1
0.921412,0.182364,284,-1,-1
0.922168,0.278305,285,-1,-1
0.922187,0.300187,286,-1,-1
0.923206,0.223369,287,-1,-1
0.924297,0.136572,288,-1,-1
0.92453,0.201733,289,-1,-1
0.925803,0.196583,284,-1,-1
0.926131,0.074906,283,-1,-1
0.927168,0.318938,286,-1,-1
0.927735,0.209024,289,-1,-1
0.927772,0.194067,284,-1,-1
0.927797,0.188819,284,-1,-1
0.929134,0.194906,284,-1,-1
0.930965,0.188877,284,-1,-1
0.93099,0.389347,290,-1,-1
0.932168,0.18307,284,-1,-1
0.932489,0.442522,291,-1,-1
0.932861,0.179847,292,-1,-1
0.932957,0.425395,293,-1,-1
0.93424,0.180104,284,-1,-1
0.935465,0.078343,283,-1,-1
0.936019,0.175393,292,-1,-1
0.936756,0.239193,287,-1,-1
0.936764,0.322888,294,-1,-1
0.937177,0.43445,293,-1,-1
0.937366,0.321332,294,-1,-1
0.938318,0.158494,295,-1,-1
0.939171,0.368319,296,-1,-1
0.939605,0.110789,297,-1,-1
0.939781,0.474182,298,-1,-1
0.939907,0.162281,292,-1,-1
0.940441,0.095703,299,-1,-1
0.940901,0.312302,300,-1,-1
0.941639,0.158909,301,-1,-1
0.941815,0.239899,302,-1,-1
0.942129,0.160398,303,-1,-1
0.943048,0.288411,304,-1,-1
0.943931,0.154227,301,-1,-1
0.944056,0.069527,305,-1,-1
0.944335,0.248848,306,-1,-1
0.944901,0.476077,307,-1,-1
0.945586,0.148131,301,-1,-1
0.946909,0.144374,301,-1,-1
0.947304,0.130304,308,-1,-1
0.948289,0.461808,307,-1,-1
0.948516,0.295067,304,-1,-1
0.949484,0.23273,302,-1,-1
0.949644,0.023502,309,-1,-1
0.950387,0.411813,310,-1,-1
0.950506,0.325273,311,-1,-1
0.951326,0.075906,305,-1,-1
0.952104,0.13704,308,-1,-1
0.952415,0.124045,308,-1,-1
0.953184,0.141813,301,-1,-1
0.953262,0.114385,312,-1,-1
0.953265,0.101126,312,-1,-1
0.953399,0.12088,308,-1,-1
0.953567,0.011791,313,-1,-1
0.955113,0.128034,308,-1,-1
0.955302,0.117324,312,-1,-1
0.955604,0.117442,312,-1,-1
0.956219,0.08074,299,-1,-1
0.95793,0.30915,300,-1,-1
0.958508,0.108839,312,-1,-1
0.958952,0.157644,301,-1,-1
0.959032,0.110885,312,-1,-1
0.96058,0.277558,314,-1,-1
0.961819,0.266561,314,-1,-1
0.962356,0.092032,315,-1,-1
0.962548,0.363788,316,-1,-1
0.963075,0.081811,315,-1,-1
0.963137,0.133698,317,-1,-1
0.964101,0.199222,318,-1,-1
0.964641,0.113537,319,-1,-1
0.96647,0.08649,315,-1,-1
0.966653,0.088808,315,-1,-1
0.968899,0.07181,320,-1,-1
0.969521,0.075002,320,-1,-1
0.969625,0.081637,315,-1,-1
0.969941,0.328811,321,-1,-1
0.97058,0.140155,322,-1,-1
0.971152,0.296981,323,-1,-1
0.972075,0.470176,324,-1,-1
0.976636,0.019995,325,-1,-1
0.977022,0.18024,318,-1,-1
0.977056,0.451765,326,-1,-1
0.977697,0.307251,327,-1,-1
0.977963,0.451142,326,-1,-1
0.9818,0.053888,328,-1,-1
0.982053,0.268674,329,-1,-1
0.983067,0.416655,330,-1,-1
0.984545,0.418479,330,-1,-1
0.984633,0.161901,331,-1,-1
0.985177,0.35216,332,-1,-1
0.985244,0.168442,331,-1,-1
0.985438,0.227636,333,-1,-1
0.986002,0.406473,330,-1,-1
0.986567,0.47662,334,-1,-1
0.986578,0.162669,331,-1,-1
0.987367,0.266743,329,-1,-1
0.98966,0.077113,335,-1,-1
0.991688,0.322414,336,-1,-1
0.991944,0.062067,335,-1,-1
0.106649,0.321045,337,0,-1
0.106749,0.320497,337,0,-1
0.106981,0.323816,337,0,-1
0.107433,0.331906,337,0,-1
0.112457,0.320249,337,0,-1
0.15351,0.074907,338,0,-1
0.153628,0.06653,338,0,-1
0.154264,0.061827,338,0,-1
0.154407,0.055907,339,0,-1
0.62928,0.260436,340,4,-1
0.060564,0.23423,341,0,0
0.061252,0.264819,342,0,0
0.061773,0.253436,343,0,0
0.062238,0.28443,344,0,0
0.062449,0.287252,344,0,0
0.0628,0.282474,344,0,0
0.063147,0.249379,343,0,0
0.063165,0.275032,342,0,0
0.063719,0.287123,344,0,0
0.064046,0.228388,341,0,0
0.064152,0.290195,344,0,0
0.066249,0.295021,344,0,0
0.067083,0.270198,342,0,0
0.067567,0.120805,345,0,0
0.067673,0.292442,344,0,0
0.067914,0.092101,346,0,0
0.068444,0.297804,344,0,0
0.069532,0.29461,344,0,0
0.071939,0.189029,347,0,0
0.071994,0.199984,347,0,0
0.072021,0.167014,348,0,0
0.07226,0.295046,344,0,0
0.072411,0.29535,344,0,0
0.07245,0.074733,349,0,0
0.072489,0.119931,350,0,0
0.072505,0.076866,349,0,0
0.072513,0.221369,341,0,0
0.072556,0.115722,350,0,0
0.072575,0.098157,346,0,0
0.072665,0.281537,344,0,0
0.072749,0.174232,348,0,0
0.072871,0.065081,349,0,0
0.072888,0.102316,350,0,0
0.073091,0.18397,347,0,0
0.073123,0.107107,350,0,0
0.073201,0.087583,346,0,0
0.073332,0.192436,347,0,0
0.073374,0.182297,347,0,0
0.073462,0.097958,346,0,0
0.073526,0.059542,351,0,0
0.073601,0.166236,348,0,0
0.073717,0.135097,345,0,0
0.073732,0.213425,352,0,0
0.073784,0.280163,344,0,0
0.073789,0.119438,350,0,0
0.073907,0.084492,346,0,0
0.074034,0.082829,346,0,0
0.074109,0.113637,350,0,0
0.074153,0.183003,347,0,0
0.074185,0.130393,345,0,0
0.074243,0.240668,343,0,0
0.074291,0.244486,343,0,0
0.074537,0.068556,349,0,0
0.074685,0.190748,347,0,0
0.07484,0.117805,350,0,0
0.074872,0.188813,347,0,0
0.074941,0.245898,343,0,0
0.075086,0.104498,350,0,0
0.075086,0.138826,345,0,0
