x,y,cell-id,label-gC,label-GT
0.693088,0.649367,16,3,2
0.706791,0.465272,23,2,2
0.667346,0.457089,23,2,2
0.893167,0.622965,0,2,2
0.674243,0.590657,3,2,2
0.718586,0.524543,1,2,2
0.68381,0.5143,1,2,2
0.617372,0.47841,5,2,2
0.506986,0.383559,10,2,2
0.754934,0.520949,15,2,2
0.465725,0.400473,21,2,2
0.749044,0.57032,13,2,2
0.847115,0.560078,12,2,2
0.576202,0.502432,2,2,2
0.802238,0.588906,12,2,2
0.677829,0.566418,3,2,2
0.628938,0.486204,5,2,2
0.541625,0.475915,2,2,2
0.769766,0.52191,15,2,2
0.632997,0.480024,5,2,2
0.484021,0.505682,19,2,2
0.72704,0.488813,1,2,2
0.657259,0.40504,6,2,2
0.59256,0.476453,2,2,2
0.794196,0.529052,15,2,2
0.58194,0.424289,7,2,2
0.780936,0.455681,20,2,2
0.723439,0.532485,1,2,2
0.486371,0.468259,19,2,2
0.666079,0.506552,5,2,2
0.58725,0.548336,24,3,2
0.771444,0.548782,13,2,2
0.852746,0.527312,14,2,2
0.602189,0.471555,5,2,2
0.701297,0.541354,3,2,2
0.665469,0.511061,5,2,2
0.705509,0.547157,3,2,2
0.4613,0.380503,4,3,2
0.666064,0.514403,5,2,2
0.766973,0.48047,15,2,2
0.823783,0.542053,12,2,2
0.707508,0.579304,3,2,2
0.628831,0.539489,25,2,2
0.904246,0.538974,9,2,2
0.748937,0.509619,15,2,2
0.764425,0.527472,15,2,2
0.728215,0.515021,1,2,2
0.803809,0.541812,12,2,2
0.61876,0.417159,6,2,2
0.775915,0.522231,15,2,2
0.597931,0.463624,7,2,2
0.701404,0.503977,1,2,2
0.717747,0.557766,3,2,2
0.752706,0.526671,15,2,2
0.573135,0.465421,7,2,2
0.722401,0.501699,1,2,2
0.83831,0.538928,12,2,2
0.739965,0.519026,15,2,2
0.68053,0.530105,1,2,2
0.516737,0.3415,10,2,2
0.709034,0.541057,3,2,2
0.630891,0.591275,25,2,2
0.881113,0.572998,9,2,2
0.48161,0.456769,11,2,2
0.618302,0.42382,6,2,2
0.653856,0.478616,5,2,2
0.609055,0.491274,5,2,2
0.649065,0.437817,6,2,2
0.720005,0.5101,1,2,2
0.554336,0.425285,7,2,2
0.388701,0.231031,26,4,4
0.222101,0.315285,27,4,4
0.478624,0.196423,28,4,4
0.201257,0.283675,27,4,4
0.379165,0.219472,26,4,4
0.114157,0.331101,29,4,4
0.224131,0.24822,30,4,4
0.393508,0.233331,26,4,4
0.544361,0.139121,31,4,4
0.43689,0.217481,32,4,4
0.392974,0.220468,26,4,4
0.204843,0.317711,27,4,4
0.181695,0.408569,33,3,4
0.309125,0.245508,34,4,4
0.351835,0.24449,26,4,4
0.274456,0.27856,35,4,4
0.246348,0.33989,36,4,4
0.543354,0.149443,31,4,4
0.374068,0.249353,26,4,4
0.314053,0.269209,35,4,4
0.368224,0.207158,26,4,4
0.464174,0.244638,32,4,4
0.250559,0.292499,27,4,4
0.299557,0.258715,34,4,4
0.161369,0.300499,37,4,4
0.407882,0.22904,32,4,4
0.312131,0.320561,35,4,4
0.194665,0.326958,37,4,4
0.520633,0.256987,38,4,4
0.313626,0.251642,34,4,4
0.425293,0.182186,39,4,4
0.371688,0.238355,26,4,4
0.298931,0.191639,40,4,4
0.401061,0.216142,32,4,4
0.399871,0.279052,41,4,4
0.30711,0.267664,35,4,4
0.14228,0.260558,42,4,4
0.541157,0.21605,43,1,4
0.461488,0.156253,39,4,4
0.326993,0.240759,34,4,4
0.21882,0.323101,27,4,4
0.265041,0.289821,27,4,4
0.450334,0.174175,39,4,4
0.188882,0.247042,42,4,4
0.401519,0.239603,32,4,4
0.197961,0.257021,42,4,4
0.279323,0.21518,34,4,4
0.411255,0.183639,39,4,4
0.311459,0.240747,34,4,4
0.304455,0.263625,34,4,4
0.526889,0.179668,28,4,4
0.481157,0.168395,28,4,4
0.247309,0.336835,36,4,4
0.463548,0.16954,39,4,4
0.330137,0.242006,34,4,4
0.357527,0.190518,44,4,4
0.19436,0.287372,37,4,4
0.112601,0.323067,29,4,4
0.109762,0.278079,29,4,4
0.370894,0.250383,26,4,4
0.101355,0.346082,45,4,4
0.247874,0.312698,27,4,4
0.259288,0.158267,46,3,4
0.39273,0.239156,26,4,4
0.404342,0.24362,32,4,4
0.229502,0.278846,27,4,4
0.387115,0.235162,26,4,4
0.416687,0.333241,47,4,4
0.216592,0.281901,27,4,4
0.266612,0.282245,27,4,4
0.367293,0.279017,41,4,4
0.150352,0.330643,37,4,4
0.349623,0.255751,26,4,4
0.318555,0.258257,34,4,4
0.334852,0.247488,26,4,4
0.282268,0.220685,34,4,4
0.399825,0.261439,26,4,4
0.407608,0.260947,32,4,4
0.378264,0.268202,41,4,4
0.505923,0.118555,48,4,4
0.11402,0.3921,45,4,4
0.400833,0.327599,47,4,4
0.180565,0.336938,49,4,4
0.116583,0.334145,45,4,4
0.397415,0.264174,26,4,4
0.2138,0.289569,27,4,4
0.18435,0.336835,49,4,4
0.220346,0.341195,36,4,4
0.451234,0.229097,32,4,4
0.390807,0.275573,41,4,4
0.256175,0.238653,30,4,4
0.518878,0.143652,28,4,4
0.321408,0.245199,34,4,4
0.465501,0.136591,39,4,4
0.305386,0.265032,34,4,4
0.314343,0.215501,34,4,4
0.276683,0.231477,34,4,4
0.236719,0.296733,27,4,4
0.273021,0.291354,35,4,4
0.333494,0.244718,26,4,4
0.283321,0.276431,35,4,4
0.324933,0.243437,34,4,4
0.481829,0.1899,28,4,4
0.453904,0.215054,32,4,4
0.419312,0.282004,47,4,4
0.364424,0.305053,41,4,4
0.25117,0.272093,27,4,4
0.204324,0.303222,27,4,4
0.359953,0.254057,26,4,4
0.353422,0.187141,44,4,4
0.272548,0.25519,34,4,4
0.443269,0.215226,32,4,4
0.321958,0.243952,34,4,4
0.248148,0.349206,36,4,4
0.33209,0.230069,34,4,4
0.090581,0.359335,45,4,4
0.311429,0.217801,34,4,4
0.321515,0.263567,34,4,4
0.488543,0.200005,38,4,4
0.415817,0.192555,39,4,4
0.459291,0.171199,39,4,4
0.356855,0.248964,26,4,4
0.305722,0.262354,34,4,4
0.419602,0.250246,32,4,4
0.327359,0.236169,34,4,4
0.441758,0.224759,32,4,4
0.297497,0.243219,34,4,4
0.382796,0.24283,26,4,4
0.328092,0.266806,35,4,4
0.311017,0.259859,34,4,4
0.331647,0.307262,35,4,4
0.188103,0.308395,37,4,4
0.278087,0.245497,34,4,4
0.357039,0.227071,26,4,4
0.387527,0.229978,26,4,4
0.387053,0.198586,44,4,4
0.386168,0.234739,26,4,4
0.326123,0.264025,34,4,4
0.379927,0.241846,26,4,4
0.351332,0.240495,26,4,4
0.179818,0.357023,49,4,4
0.287685,0.264987,34,4,4
0.232691,0.282016,27,4,4
0.201532,0.232599,30,4,4
0.361326,0.25004,26,4,4
0.194283,0.31921,37,4,4
0.282619,0.267871,35,4,4
0.54018,0.171222,31,4,4
0.533436,0.113302,50,3,4
0.159553,0.267573,37,4,4
0.319867,0.230356,34,4,4
0.167229,0.314346,37,4,4
0.234583,0.227746,30,4,4
0.292538,0.276294,35,4,4
0.269206,0.266577,34,4,4
0.299481,0.273043,35,4,4
0.437638,0.225171,32,4,4
0.403015,0.226968,32,4,4
0.137077,0.381891,49,4,4
0.151832,0.322598,37,4,4
0.218103,0.240164,30,4,4
0.095281,0.38616,45,4,4
0.431656,0.214528,32,4,4
0.359236,0.288791,41,4,4
0.225351,0.293804,27,4,4
0.181359,0.341344,49,4,4
0.354872,0.21898,26,4,4
0.508075,0.150359,28,4,4
0.405075,0.219918,32,4,4
0.502093,0.116415,48,4,4
0.343046,0.139487,44,4,4
0.279613,0.285701,35,4,4
0.488268,0.170684,28,4,4
0.227762,0.293758,27,4,4
0.50426,0.205842,38,4,4
0.453721,0.245096,32,4,4
0.44188,0.179828,39,4,4
0.39447,0.224599,26,4,4
0.345838,0.24679,26,4,4
0.54842,0.164722,31,4,4
0.330793,0.24671,34,4,4
0.184502,0.394606,49,4,4
0.253535,0.281272,27,4,4
0.324582,0.285827,35,4,4
0.200265,0.30368,27,4,4
0.478136,0.132757,48,4,4
0.277645,0.255144,34,4,4
0.426575,0.213384,32,4,4
0.227762,0.347329,36,4,4
0.343397,0.25004,26,4,4
0.340696,0.290496,41,4,4
0.383254,0.212136,26,4,4
0.431428,0.173488,39,4,4
0.24351,0.234888,30,4,4
0.271724,0.281054,35,4,4
0.423004,0.158587,39,4,4
0.50455,0.13024,48,4,4
0.402297,0.222333,32,4,4
0.334928,0.244993,26,4,4
0.158088,0.360193,49,4,4
0.314188,0.621364,51,3,3
0.252632,0.510525,52,3,3
0.330409,0.643075,51,3,3
0.18807,0.554518,53,3,3
0.161519,0.51627,54,3,3
0.201544,0.573023,55,3,3
0.242195,0.571055,55,3,3
0.269448,0.612083,51,3,3
0.21279,0.552114,55,3,3
0.181234,0.608741,56,3,3
0.121479,0.565584,57,3,3
0.307398,0.6344,51,3,3
0.231819,0.519166,52,3,3
0.328501,0.617382,51,3,3
0.414457,0.504608,58,3,3
0.165075,0.443346,33,3,3
0.154271,0.560743,53,3,3
0.21804,0.694758,59,3,3
0.24662,0.625896,60,3,3
0.327357,0.513215,61,3,3
0.313166,0.513363,61,3,3
0.249611,0.54115,55,3,3
0.246681,0.643716,60,3,3
0.201102,0.563822,55,3,3
0.358623,0.571696,62,3,3
0.173635,0.505776,54,3,3
0.093783,0.509312,63,3,3
0.134083,0.630532,56,3,3
0.294733,0.533631,64,3,3
0.389172,0.59827,62,3,3
0.220817,0.578516,55,3,3
0.223136,0.553671,55,3,3
0.236107,0.446688,65,3,3
0.255425,0.567061,55,3,3
0.234718,0.472861,52,3,3
0.268822,0.681642,66,3,3
0.131108,0.697035,67,3,3
0.0524,0.598041,68,3,3
0.36227,0.606967,69,3,3
0.222541,0.457812,65,3,3
0.270455,0.550523,64,3,3
0.36787,0.554105,62,3,3
0.253304,0.541448,55,3,3
0.251183,0.519543,52,3,3
0.052431,0.672475,70,3,3
0.209113,0.736232,71,3,3
0.158071,0.515767,54,3,3
0.431059,0.591689,72,3,3
0.357387,0.509186,73,3,3
0.470672,0.650674,74,3,3
0.178442,0.712382,75,3,3
0.168935,0.456301,33,3,3
0.394223,0.574648,62,3,3
0.059084,0.541871,68,3,3
0.194342,0.525105,54,3,3
0.091144,0.496002,63,3,3
0.334803,0.59732,62,3,3
0.194403,0.557997,53,3,3
0.23513,0.712119,59,3,3
0.267495,0.557184,64,3,3
0.285989,0.560778,64,3,3
0.176244,0.562792,53,3,3
0.185659,0.564943,53,3,3
0.372433,0.553213,62,3,3
0.186712,0.506886,54,3,3
0.316553,0.614269,51,3,3
0.235908,0.605869,60,3,3
0.26046,0.512963,52,3,3
0.076083,0.621525,76,3,3
0.247978,0.478,52,3,3
0.06946,0.539766,57,3,3
0.318369,0.644654,51,3,3
0.205863,0.590224,55,3,3
0.145589,0.477737,54,3,3
0.375072,0.507435,73,3,3
0.303918,0.568571,64,3,3
0.466185,0.624729,77,3,3
0.219916,0.505318,52,3,3
0.299982,0.489307,61,3,3
0.241279,0.519932,52,3,3
0.130894,0.433664,78,3,3
0.18067,0.644093,56,3,3
0.198431,0.481983,54,3,3
0.091601,0.533826,57,3,3
0.483001,0.590762,79,3,3
0.106922,0.510456,63,3,3
0.107791,0.520573,63,3,3
0.281579,0.553877,64,3,3
0.208975,0.500339,52,3,3
0.259774,0.510296,52,3,3
0.316385,0.626343,51,3,3
0.245964,0.56571,55,3,3
0.243217,0.654714,60,3,3
0.367031,0.57078,62,3,3
0.230476,0.608078,60,3,3
0.183462,0.679903,75,3,3
0.243904,0.564566,55,3,3
0.246162,0.517918,52,3,3
0.346614,0.565642,62,3,3
0.229102,0.474486,52,3,3
0.076998,0.581469,57,3,3
0.102695,0.541379,57,3,3
0.342616,0.666799,80,3,3
0.332316,0.644734,51,3,3
0.212638,0.587764,55,3,3
0.231651,0.585189,55,3,3
0.244087,0.51112,52,3,3
0.055529,0.601005,81,3,3
0.306299,0.573573,64,3,3
0.050234,0.469474,82,3,3
0.243034,0.550409,55,3,3
0.288232,0.622692,51,3,3
0.218924,0.484169,52,3,3
0.140339,0.52467,54,3,3
0.220985,0.556063,55,3,3
0.146382,0.698088,75,3,3
0.396985,0.541162,62,3,3
0.378491,0.511681,73,3,3
0.249168,0.563891,55,3,3
0.268456,0.537397,64,3,3
0.062487,0.517964,82,3,3
0.24958,0.593143,55,3,3
0.144704,0.5913,53,3,3
0.217521,0.570494,55,3,3
0.32342,0.501186,61,3,3
0.138493,0.549368,53,3,3
0.206503,0.645215,60,3,3
0.197531,0.486629,54,3,3
0.044282,0.46984,82,3,3
0.15836,0.517426,54,3,3
0.111271,0.478801,63,3,3
0.246467,0.484867,52,3,3
0.153783,0.552,53,3,3
0.242912,0.714946,59,3,3
0.159978,0.524796,54,3,3
0.120563,0.686289,67,3,3
0.12862,0.564795,57,3,3
0.200491,0.528859,52,3,3
0.256081,0.637902,60,3,3
0.249199,0.54392,55,3,3
0.224586,0.532659,52,3,3
0.168371,0.575942,53,3,3
0.382031,0.53806,62,3,3
0.425794,0.529386,58,3,3
0.141316,0.556692,53,3,3
0.212882,0.744335,71,3,3
0.109623,0.642743,76,3,3
0.461928,0.56484,72,3,3
0.309381,0.568972,64,3,3
0.129063,0.578768,57,3,3
0.300607,0.588038,64,3,3
0.35403,0.508923,73,3,3
0.218589,0.541059,55,3,3
0.359142,0.529271,73,3,3
0.283395,0.573275,64,3,3
0.170598,0.601074,56,3,3
0.287423,0.583449,64,3,3
0.297403,0.608444,51,3,3
0.281594,0.499641,61,3,3
0.183599,0.64185,56,3,3
0.212577,0.517632,52,3,3
0.297296,0.559874,64,3,3
0.371242,0.528092,73,3,3
0.111881,0.587626,57,3,3
0.261651,0.592525,55,3,3
0.169408,0.547227,53,3,3
0.140797,0.707232,75,3,3
0.323359,0.547536,64,3,3
0.123386,0.462882,78,3,3
0.112049,0.748753,83,3,3
0.344447,0.625954,69,3,3
0.271386,0.538381,64,3,3
0.238624,0.528184,52,3,3
0.042863,0.495178,82,3,3
0.192587,0.59629,53,3,3
0.499573,0.667337,84,0,3
0.325236,0.558329,64,3,3
0.255608,0.508694,52,3,3
0.133839,0.532624,54,3,3
0.166723,0.724067,75,3,3
0.255379,0.529889,52,3,3
0.233955,0.590739,55,3,3
0.674433,0.236325,85,1,1
0.737267,0.286463,86,1,1
0.659067,0.324863,87,1,1
0.607183,0.283587,87,1,1
0.697983,0.26595,85,1,1
0.628333,0.278138,87,1,1
0.613367,0.253,88,1,1
0.692933,0.307,89,1,1
0.718517,0.299887,89,1,1
0.62635,0.257475,88,1,1
0.593867,0.294238,90,1,1
0.739133,0.295125,86,1,1
0.685117,0.244425,85,1,1
0.709567,0.279837,89,1,1
0.6112,0.309462,87,1,1
0.660083,0.217975,88,1,1
0.72805,0.2467,85,1,1
0.64715,0.236775,88,1,1
0.642967,0.250225,88,1,1
0.702617,0.327688,89,1,1
0.676217,0.2448,85,1,1
0.666567,0.264112,88,1,1
0.6661,0.23055,88,1,1
0.614333,0.291275,87,1,1
0.639067,0.2383,88,1,1
0.674633,0.21565,85,1,1
0.701983,0.289288,89,1,1
0.647983,0.2515,88,1,1
0.698367,0.230963,85,1,1
0.604083,0.272987,87,1,1
0.672683,0.30435,89,1,1
0.593483,0.2581,43,1,1
0.710983,0.297038,89,1,1
0.6456,0.302713,87,1,1
0.662383,0.318325,87,1,1
0.732067,0.254688,85,1,1
0.6175,0.322512,87,1,1
0.623167,0.299262,87,1,1
0.679533,0.237688,85,1,1
0.670367,0.238325,85,1,1
0.649383,0.275737,87,1,1
0.688117,0.28065,89,1,1
0.719467,0.30515,89,1,1
0.64375,0.317137,87,1,1
0.7336,0.298262,86,1,1
0.711017,0.318575,89,1,1
0.673017,0.222,85,1,1
0.673883,0.331025,89,1,1
0.738433,0.297863,86,1,1
0.723517,0.282338,89,1,1
0.665,0.331187,87,1,1
0.661833,0.29555,87,1,1
0.69225,0.298163,89,1,1
0.736917,0.24415,91,1,1
0.6485,0.243925,88,1,1
0.6854,0.249325,85,1,1
0.688267,0.242,85,1,1
0.6627,0.280587,87,1,1
0.639817,0.278775,87,1,1
0.72025,0.24095,85,1,1
0.602933,0.242837,88,1,1
0.67875,0.302512,89,1,1
0.7178,0.320975,89,1,1
0.6535,0.300063,87,1,1
0.693617,0.23195,85,1,1
0.67065,0.274238,89,1,1
0.6862,0.293863,89,1,1
0.660867,0.234575,88,1,1
0.7139,0.227825,85,1,1
0.63905,0.308163,87,1,1
0.6221,0.286825,87,1,1
0.6197,0.317738,87,1,1
0.725033,0.3194,89,1,1
0.746067,0.283687,86,1,1
0.658017,0.320475,87,1,1
0.636667,0.2531,88,1,1
0.688833,0.223988,85,1,1
0.710217,0.2305,85,1,1
0.627117,0.298325,87,1,1
0.6113,0.273112,87,1,1
0.681583,0.2369,85,1,1
0.6533,0.3191,87,1,1
0.6355,0.218413,88,1,1
0.71865,0.254325,85,1,1
0.663533,0.293063,87,1,1
0.707817,0.250437,85,1,1
0.62485,0.229212,88,1,1
0.692883,0.283312,89,1,1
0.651367,0.218275,88,1,1
0.683167,0.21405,85,1,1
0.6894,0.315425,89,1,1
0.722683,0.313663,89,1,1
0.700283,0.304588,89,1,1
0.65625,0.21855,88,1,1
0.733383,0.304,86,1,1
0.730283,0.2651,85,1,1
0.674767,0.29475,89,1,1
0.615683,0.310138,87,1,1
0.71505,0.273138,89,1,1
0.637067,0.31535,87,1,1
0.706133,0.237275,85,1,1
0.6916,0.227938,85,1,1
0.725917,0.252188,85,1,1
0.672467,0.280162,89,1,1
0.69415,0.267713,89,1,1
0.62765,0.293725,87,1,1
0.7305,0.2818,89,1,1
0.6133,0.276238,87,1,1
0.651283,0.241188,88,1,1
0.6435,0.271175,87,1,1
0.6055,0.273463,87,1,1
0.696333,0.254988,85,1,1
0.713917,0.230712,85,1,1
0.601167,0.265563,88,1,1
0.64145,0.238638,88,1,1
0.663067,0.324013,87,1,1
0.6159,0.258238,88,1,1
0.730733,0.279713,89,1,1
0.697733,0.287588,89,1,1
0.710567,0.24275,85,1,1
0.66015,0.293538,87,1,1
0.5537,0.716213,92,0,0
0.5017,0.86115,93,0,0
0.4956,0.744275,94,0,0
0.512317,0.890025,95,0,0
0.4791,0.8082,93,0,0
0.471867,0.874537,95,0,0
0.623433,0.83015,96,0,0
0.563917,0.769012,97,0,0
0.4191,0.774175,98,0,0
0.48255,0.807725,93,0,0
0.626517,0.871613,99,0,0
0.501083,0.7288,84,0,0
0.46125,0.8384,100,0,0
0.561467,0.741263,97,0,0
0.6149,0.857075,96,0,0
0.61375,0.767212,101,0,0
0.549467,0.853588,102,0,0
0.412617,0.854187,100,0,0
0.412,0.848762,100,0,0
0.537917,0.7327,92,0,0
0.470033,0.896963,95,0,0
0.560283,0.852738,102,0,0
0.553683,0.823263,102,0,0
0.64095,0.764888,101,0,0
0.5638,0.87685,103,0,0
0.46615,0.781913,98,0,0
0.545633,0.889075,103,0,0
0.461667,0.83285,100,0,0
0.58865,0.866637,102,0,0
0.425333,0.789312,98,0,0
0.421867,0.776625,98,0,0
0.633017,0.748637,101,0,0
0.581967,0.853487,102,0,0
0.575883,0.7286,92,0,0
0.465267,0.753363,98,0,0
0.4395,0.741563,98,0,0
0.593783,0.864775,102,0,0
0.551,0.822037,102,0,0
0.484417,0.880313,95,0,0
0.404217,0.795063,98,0,0
0.5115,0.813538,93,0,0
0.4779,0.778613,94,0,0
0.4773,0.8589,93,0,0
0.44015,0.877663,104,0,0
0.582733,0.745075,97,0,0
0.422083,0.77675,98,0,0
0.463033,0.808887,100,0,0
0.565767,0.895787,103,0,0
0.581817,0.7216,92,0,0
0.6048,0.886713,99,0,0
0.541117,0.743213,97,0,0
0.498833,0.8103,93,0,0
0.570217,0.84335,102,0,0
0.472533,0.844213,93,0,0
0.6277,0.835013,96,0,0
0.487083,0.846175,93,0,0
0.55355,0.832712,102,0,0
0.5228,0.76465,94,0,0
0.579467,0.805925,102,0,0
0.616133,0.878425,99,0,0
0.62595,0.875862,99,0,0
0.526633,0.733762,94,0,0
0.662533,0.814037,96,0,0
0.434533,0.833087,100,0,0
0.552967,0.8967,103,0,0
0.463317,0.765837,98,0,0
0.6439,0.792925,101,0,0
0.580017,0.795388,97,0,0
0.5935,0.761575,97,0,0
0.4706,0.881513,95,0,0
0.552917,0.8461,102,0,0
0.605967,0.852225,96,0,0
0.584767,0.855875,102,0,0
0.438917,0.8558,100,0,0
0.569483,0.854163,102,0,0
0.403517,0.804175,100,0,0
0.443533,0.872825,104,0,0
0.5048,0.875587,95,0,0
0.44375,0.7525,98,0,0
0.559083,0.819412,102,0,0
0.440517,0.748975,98,0,0
0.594733,0.785613,97,0,0
0.502117,0.7776,94,0,0
0.516717,0.891687,95,0,0
0.525433,0.81645,93,0,0
0.4303,0.85875,100,0,0
0.5242,0.734275,94,0,0
0.416067,0.819075,100,0,0
0.51535,0.816375,93,0,0
0.538317,0.898713,103,0,0
0.561017,0.855712,102,0,0
0.52255,0.767975,94,0,0
0.496283,0.750325,94,0,0
0.528967,0.741275,94,0,0
0.446867,0.88605,104,0,0
0.610833,0.857788,96,0,0
0.530917,0.785088,94,0,0
0.64455,0.825037,96,0,0
0.621683,0.751575,101,0,0
0.608883,0.771713,101,0,0
0.464733,0.8412,100,0,0
0.536783,0.814688,102,0,0
0.4687,0.83585,93,0,0
0.635183,0.79475,101,0,0
0.494417,0.891225,95,0,0
0.513017,0.808163,93,0,0
0.565583,0.895312,103,0,0
0.504183,0.873812,95,0,0
0.422217,0.818013,100,0,0
0.497467,0.795638,94,0,0
0.615917,0.798675,101,0,0
0.51115,0.839213,93,0,0
0.62745,0.807125,96,0,0
0.498117,0.726425,84,0,0
0.567133,0.784675,97,0,0
0.570433,0.779175,97,0,0
0.544333,0.837013,102,0,0
0.53765,0.777687,97,0,0
0.606667,0.843625,96,0,0
0.48355,0.7525,94,0,0
0.421667,0.838912,100,0,0
0.54455,0.791025,97,0,0
0.541167,0.798138,97,0,0
0.431317,0.8139,100,0,0
0.52855,0.751763,94,0,0
0.507917,0.756025,94,0,0
0.647667,0.816813,96,0,0
0.602683,0.787088,101,0,0
0.604283,0.790787,101,0,0
0.414083,0.849463,100,0,0
0.419667,0.763563,98,0,0
0.519167,0.759062,94,0,0
0.652633,0.825525,96,0,0
0.511567,0.814237,93,0,0
0.642817,0.832462,96,0,0
0.57095,0.718662,92,0,0
0.62285,0.804963,96,0,0
0.637717,0.804375,96,0,0
0.630167,0.80575,96,0,0
0.617933,0.839187,96,0,0
0.550333,0.8338,102,0,0
0.515767,0.892463,95,0,0
0.480417,0.767713,94,0,0
0.516733,0.811,93,0,0
0.411533,0.79985,98,0,0
0.598167,0.8744,103,0,0
0.541917,0.881262,103,0,0
0.411217,0.779975,98,0,0
0.609333,0.863663,96,0,0
0.651483,0.839437,96,0,0
