Id,Coord-0,Coord-1,gCluster-label,Class,X,Y
101,0.062701,0.4548,-1,-1,53.250826,298.7048
105,0.063415,0.317738,-1,-1,53.69779,212.903988
106,0.063652,0.432783,-1,-1,53.846152,284.922158
110,0.066192,0.33526,-1,-1,55.436192,223.87276
113,0.067182,0.47946,-1,-1,56.055932,314.14196
117,0.068038,0.154974,-1,-1,56.591788,111.013724
119,0.069042,0.330847,-1,-1,57.220292,221.110222
121,0.070949,0.333131,-1,-1,58.414074,222.540006
158,0.074788,0.320714,-1,-1,60.817288,214.766964
167,0.075248,0.313171,-1,-1,61.105248,210.045046
172,0.076013,0.014756,-1,-1,61.584138,23.237256
181,0.076657,0.329896,-1,-1,61.987282,220.514896
191,0.077198,0.362324,-1,-1,62.325948,240.814824
192,0.077383,0.301519,-1,-1,62.441758,202.750894
201,0.078609,0.15154,-1,-1,63.209234,108.86404
216,0.08034,0.35828,-1,-1,64.29284,238.28328
229,0.081248,0.380684,-1,-1,64.861248,252.308184
238,0.08223,0.36201,-1,-1,65.47598,240.61826
239,0.082395,0.366952,-1,-1,65.57927,243.711952
254,0.083506,0.398879,-1,-1,66.274756,263.698254
260,0.083847,0.393709,-1,-1,66.488222,260.461834
281,0.085331,0.387058,-1,-1,67.417206,256.298308
287,0.085775,0.352537,-1,-1,67.69515,234.688162
293,0.086072,0.386877,-1,-1,67.881072,256.185002
299,0.086634,0.409538,-1,-1,68.232884,270.370788
303,0.08689,0.039843,-1,-1,68.39314,38.941718
324,0.088398,0.397708,-1,-1,69.337148,262.965208
327,0.088829,0.410618,-1,-1,69.606954,271.046868
340,0.089796,0.412521,-1,-1,70.212296,272.238146
347,0.090155,0.41711,-1,-1,70.43703,275.11086
354,0.090973,0.408776,-1,-1,70.949098,269.893776
383,0.093359,0.417891,-1,-1,72.442734,275.599766
399,0.094695,0.427176,-1,-1,73.27907,281.412176
434,0.098575,0.391805,-1,-1,75.70795,259.26993
443,0.099591,0.433184,-1,-1,76.343966,285.173184
460,0.10101,0.441527,-1,-1,77.23226,290.395902
472,0.101463,0.44634,-1,-1,77.515838,293.40884
484,0.102286,0.450677,-1,-1,78.031036,296.123802
487,0.102422,0.444703,-1,-1,78.116172,292.384078
514,0.105334,0.447693,-1,-1,79.939084,294.255818
558,0.109732,0.482,-1,-1,82.692232,315.732
561,0.110067,0.43766,-1,-1,82.901942,287.97516
602,0.113147,0.453037,-1,-1,84.830022,297.601162
604,0.113195,0.452288,-1,-1,84.86007,297.132288
613,0.113835,0.456597,-1,-1,85.26071,299.829722
628,0.115222,0.476591,-1,-1,86.128972,312.345966
632,0.115529,0.459016,-1,-1,86.321154,301.344016
634,0.115764,0.418834,-1,-1,86.468264,276.190084
644,0.116962,0.461652,-1,-1,87.218212,302.994152
657,0.118208,0.458134,-1,-1,87.998208,300.791884
677,0.120091,0.32212,-1,-1,89.176966,215.64712
679,0.120554,0.372756,-1,-1,89.466804,247.345256
684,0.121061,0.299233,-1,-1,89.784186,201.319858
710,0.124086,0.456658,-1,-1,91.677836,299.867908
719,0.125006,0.462003,-1,-1,92.253756,303.213878
730,0.125655,0.488286,-1,-1,92.66003,319.667036
746,0.126982,0.455283,-1,-1,93.490732,299.007158
749,0.127081,0.455882,-1,-1,93.552706,299.382132
763,0.128361,0.322615,-1,-1,94.353986,215.95699
780,0.130626,0.342984,-1,-1,95.771876,228.707984
784,0.132042,0.359874,-1,-1,96.658292,239.281124
794,0.134811,0.45195,-1,-1,98.391686,296.9207
799,0.135709,0.454369,-1,-1,98.953834,298.434994
802,0.13753,0.329832,-1,-1,100.09378,220.474832
803,0.138508,0.448519,-1,-1,100.706008,294.772894
814,0.141212,0.188519,-1,-1,102.398712,132.012894
821,0.142527,0.037385,-1,-1,103.221902,37.40301
823,0.143268,0.273738,-1,-1,103.685768,185.359988
828,0.144406,0.215874,-1,-1,104.398156,149.137124
831,0.144688,0.384455,-1,-1,104.574688,254.66883
834,0.145438,0.433609,-1,-1,105.044188,285.439234
837,0.146016,0.282201,-1,-1,105.406016,190.657826
841,0.14651,0.440811,-1,-1,105.71526,289.947686
844,0.147433,0.151666,-1,-1,106.293058,108.942916
845,0.147567,0.437369,-1,-1,106.376942,287.792994
847,0.148495,0.437168,-1,-1,106.95787,287.667168
849,0.148618,0.433543,-1,-1,107.034868,285.397918
854,0.148843,0.028594,-1,-1,107.175718,31.899844
856,0.149291,0.429168,-1,-1,107.456166,282.659168
861,0.150794,0.437367,-1,-1,108.397044,287.791742
862,0.151112,0.278687,-1,-1,108.596112,188.458062
866,0.152288,0.424602,-1,-1,109.332288,279.800852
867,0.152435,0.179144,-1,-1,109.42431,126.144144
869,0.152583,0.427564,-1,-1,109.516958,281.655064
870,0.152669,0.319498,-1,-1,109.570794,214.005748
871,0.152821,0.420976,-1,-1,109.665946,277.530976
876,0.154663,0.476486,-1,-1,110.819038,312.280236
879,0.156321,0.420792,-1,-1,111.856946,277.415792
895,0.162922,0.343283,-1,-1,115.989172,228.895158
898,0.163847,0.125631,-1,-1,116.568222,92.645006
916,0.168585,0.143703,-1,-1,119.53421,103.958078
931,0.172115,0.461709,-1,-1,121.74399,303.029834
934,0.173978,0.184026,-1,-1,122.910228,129.200276
942,0.175099,0.449412,-1,-1,123.611974,295.331912
958,0.177013,0.148174,-1,-1,124.810138,106.756924
967,0.177714,0.163923,-1,-1,125.248964,116.615798
1188,0.194072,0.033118,-1,-1,135.489072,34.731868
1219,0.197251,0.435014,-1,-1,137.479126,286.318764
1222,0.197382,0.474497,-1,-1,137.561132,311.035122
1228,0.198057,0.490184,-1,-1,137.983682,320.855184
1240,0.199022,0.480225,-1,-1,138.587772,314.62085
1364,0.209168,0.490214,-1,-1,144.939168,320.873964
1491,0.218556,0.039827,-1,-1,150.816056,38.931702
1559,0.222831,0.424107,-1,-1,153.492206,279.490982
1779,0.240182,0.257291,-1,-1,164.353932,175.064166
1787,0.240538,0.30061,-1,-1,164.576788,202.18186
1792,0.240781,0.15276,-1,-1,164.728906,109.62776
1794,0.240883,0.333524,-1,-1,164.792758,222.786024
1796,0.240976,0.200819,-1,-1,164.850976,139.712694
1817,0.245976,0.283992,-1,-1,167.980976,191.778992
1819,0.246102,0.292217,-1,-1,168.059852,196.927842
1846,0.250097,0.307626,-1,-1,170.560722,206.573876
1849,0.250746,0.250179,-1,-1,170.966996,170.612054
1861,0.252209,0.486323,-1,-1,171.882834,318.438198
1869,0.25366,0.173767,-1,-1,172.79116,122.778142
1879,0.255743,0.173321,-1,-1,174.095118,122.498946
1886,0.257308,0.204133,-1,-1,175.074808,141.787258
1907,0.261492,0.268968,-1,-1,177.693992,182.373968
1932,0.264588,0.161589,-1,-1,179.632088,115.154714
1940,0.265818,0.186102,-1,-1,180.402068,130.499852
1960,0.268224,0.455371,-1,-1,181.908224,299.062246
1999,0.274236,0.440088,-1,-1,185.671736,289.495088
2022,0.279727,0.317971,-1,-1,189.109102,213.049846
2241,0.294545,0.478115,-1,-1,198.38517,313.29999
2322,0.300126,0.353681,-1,-1,201.878876,235.404306
2364,0.304152,0.358465,-1,-1,204.399152,238.39909
2414,0.308134,0.474283,-1,-1,206.891884,310.901158
2469,0.312296,0.347275,-1,-1,209.497296,231.39415
2534,0.316173,0.450671,-1,-1,211.924298,296.120046
2612,0.322185,0.469193,-1,-1,215.68781,307.714818
2619,0.322503,0.454166,-1,-1,215.886878,298.307916
2631,0.322855,0.464888,-1,-1,216.10723,305.019888
2645,0.323906,0.471673,-1,-1,216.765156,309.267298
2653,0.324524,0.475085,-1,-1,217.152024,311.40321
2660,0.325125,0.480756,-1,-1,217.52825,314.953256
2767,0.334252,0.487757,-1,-1,223.241752,319.335882
2907,0.343262,0.05657,-1,-1,228.882012,49.41282
2908,0.343304,0.466064,-1,-1,228.908304,305.756064
2909,0.343315,0.059029,-1,-1,228.91519,50.952154
2913,0.343958,0.320976,-1,-1,229.317708,214.930976
2914,0.343962,0.322434,-1,-1,229.320212,215.843684
2951,0.348802,0.430169,-1,-1,232.350052,283.285794
2981,0.355011,0.483976,-1,-1,236.236886,316.968976
2983,0.355613,0.48684,-1,-1,236.613738,318.76184
3008,0.360212,0.099502,-1,-1,239.492712,76.288252
3014,0.361144,0.109527,-1,-1,240.076144,82.563902
3015,0.361284,0.098514,-1,-1,240.163784,75.669764
3016,0.361877,0.111367,-1,-1,240.535002,83.715742
3017,0.362562,0.306815,-1,-1,240.963812,206.06619
3018,0.362633,0.133179,-1,-1,241.008258,97.370054
3019,0.362719,0.112267,-1,-1,241.062094,84.279142
3020,0.363019,0.037065,-1,-1,241.249894,37.20269
3022,0.363706,0.156912,-1,-1,241.679956,112.226912
3031,0.366748,0.116497,-1,-1,243.584248,86.927122
3039,0.368438,0.126558,-1,-1,244.642188,93.225308
3040,0.368682,0.270978,-1,-1,244.794932,183.632228
3048,0.371853,0.238286,-1,-1,246.779978,163.167036
3051,0.372545,0.141899,-1,-1,247.21317,102.828774
3054,0.372839,0.123703,-1,-1,247.397214,91.438078
3061,0.374375,0.147944,-1,-1,248.35875,106.612944
3063,0.374914,0.130433,-1,-1,248.696164,95.651058
3064,0.37539,0.144933,-1,-1,248.99414,104.728058
3065,0.37595,0.270062,-1,-1,249.3447,183.058812
3066,0.376066,0.432882,-1,-1,249.417316,284.984132
3069,0.376649,0.331658,-1,-1,249.782274,221.617908
3071,0.377121,0.151006,-1,-1,250.077746,108.529756
3073,0.377543,0.15908,-1,-1,250.341918,113.58408
3075,0.378481,0.138232,-1,-1,250.929106,100.533232
3078,0.379256,0.154193,-1,-1,251.414256,110.524818
3083,0.379581,0.034155,-1,-1,251.617706,35.38103
3123,0.3883,0.055043,-1,-1,257.0758,48.456918
3161,0.393508,0.262489,3,3,260.336008,178.318114
3172,0.394856,0.063077,-1,-1,261.179856,53.486202
3184,0.395481,0.27931,3,3,261.571106,188.84806
3192,0.396048,0.277257,3,3,261.926048,187.562882
3224,0.399391,0.268503,3,3,264.018766,182.082878
3225,0.399398,0.062927,-1,-1,264.023148,53.392302
3228,0.39977,0.058436,-1,-1,264.25602,50.580936
3459,0.419018,0.423498,-1,-1,276.305268,279.109748
3505,0.422569,0.107553,-1,-1,278.528194,81.328178
3510,0.422966,0.10481,-1,-1,278.776716,79.61106
3561,0.426882,0.457157,-1,-1,281.228132,300.180282
3596,0.430134,0.116308,-1,-1,283.263884,86.808808
3643,0.43405,0.10696,-1,-1,285.7153,80.95696
3652,0.434998,0.460641,-1,-1,286.308748,302.361266
3676,0.437165,0.107877,-1,-1,287.66529,81.531002
3702,0.438781,0.021032,-1,-1,288.676906,27.166032
3819,0.446767,0.155337,-1,-1,293.676142,111.240962
3834,0.447692,0.148409,-1,-1,294.255192,106.904034
3877,0.456898,0.44219,-1,-1,300.018148,290.81094
3895,0.461847,0.428238,-1,-1,303.116222,282.076988
3896,0.463176,0.450832,-1,-1,303.948176,296.220832
3898,0.46408,0.449155,-1,-1,304.51408,295.17103
3901,0.465506,0.448676,-1,-1,305.406756,294.871176
3915,0.468901,0.354278,-1,-1,307.532026,235.778028
3917,0.469684,0.423288,-1,-1,308.022184,278.978288
3921,0.470305,0.457513,-1,-1,308.41093,300.403138
3933,0.473942,0.27247,-1,-1,310.687692,184.56622
3936,0.474944,0.340227,-1,-1,311.314944,226.982102
3944,0.477989,0.460797,-1,-1,313.221114,302.458922
3960,0.482134,0.459891,-1,-1,315.815884,301.891766
3966,0.482649,0.457241,-1,-1,316.138274,300.232866
3974,0.486265,0.454634,-1,-1,318.40189,298.600884
3981,0.487901,0.455011,-1,-1,319.426026,298.836886
3982,0.488227,0.457928,-1,-1,319.630102,300.662928
3989,0.491209,0.357965,-1,-1,321.496834,238.08609
3995,0.492936,0.455233,-1,-1,322.577936,298.975858
3999,0.493848,0.017722,-1,-1,323.148848,25.093972
4002,0.495647,0.459772,-1,-1,324.275022,301.817272
4003,0.495767,0.035433,-1,-1,324.350142,36.181058
4009,0.496428,0.208,-1,-1,324.763928,144.208
4010,0.496508,0.203026,-1,-1,324.814008,141.094276
4015,0.496781,0.412842,1,1,324.984906,272.439092
4020,0.497292,0.426289,1,1,325.304792,280.856914
4023,0.497438,0.413056,1,1,325.396188,272.573056
4028,0.497594,0.414566,1,1,325.493844,273.518316
4035,0.498188,0.206216,-1,-1,325.865688,143.091216
4036,0.498311,0.4235,-1,-1,325.942686,279.111
4039,0.49855,0.44134,-1,-1,326.0923,290.27884
4051,0.499752,0.2007,-1,-1,326.844752,139.6382
4065,0.502048,0.444056,-1,-1,328.282048,291.979056
4075,0.503187,0.316045,-1,-1,328.995062,211.84417
4076,0.503251,0.241784,-1,-1,329.035126,165.356784
4103,0.505121,0.276657,-1,-1,330.205746,187.187282
4107,0.505618,0.253655,-1,-1,330.516868,172.78803
4180,0.513407,0.470446,-1,-1,335.392782,308.499196
4204,0.5162,0.038901,-1,-1,337.1412,38.352026
4207,0.516508,0.037928,-1,-1,337.334008,37.742928
4403,0.534078,0.458184,-1,-1,348.332828,300.823184
4441,0.53677,0.353411,-1,-1,350.01802,235.235286
4475,0.540096,0.441494,-1,-1,352.100096,290.375244
4501,0.542187,0.349628,-1,-1,353.409062,232.867128
4538,0.544537,0.245888,-1,-1,354.880162,167.925888
4570,0.546978,0.340382,-1,-1,356.408228,227.079132
4586,0.548042,0.487966,-1,-1,357.074292,319.466716
4626,0.55097,0.024085,-1,-1,358.90722,29.07721
4639,0.551802,0.347019,-1,-1,359.428052,231.233894
4654,0.553152,0.47455,-1,-1,360.273152,311.0683
4666,0.554094,0.245626,-1,-1,360.862844,167.761876
4718,0.558629,0.25884,-1,-1,363.701754,176.03384
4745,0.560284,0.158444,-1,-1,364.737784,113.185944
4748,0.560516,0.133312,-1,-1,364.883016,97.453312
4879,0.574666,0.238077,-1,-1,373.740916,163.036202
4882,0.575016,0.230008,-1,-1,373.960016,157.985008
4906,0.579123,0.228113,-1,-1,376.530998,156.798738
4947,0.584081,0.453404,-1,-1,379.634706,297.830904
4965,0.586411,0.356618,-1,-1,381.093286,237.242868
5057,0.595744,0.342671,-1,-1,386.935744,228.512046
5085,0.598529,0.485313,-1,-1,388.679154,317.805938
5216,0.609131,0.489273,-1,-1,395.316006,320.284898
5232,0.610284,0.014235,-1,-1,396.037784,22.91111
5245,0.611436,0.455131,-1,-1,396.758936,298.912006
5249,0.611789,0.475807,-1,-1,396.979914,311.855182
5282,0.614289,0.451629,-1,-1,398.544914,296.719754
5286,0.614425,0.442554,-1,-1,398.63005,291.038804
5452,0.626839,0.344446,-1,-1,406.401214,229.623196
5523,0.632695,0.475412,-1,-1,410.06707,311.607912
5616,0.640553,0.486185,-1,-1,414.986178,318.35181
5675,0.644794,0.426474,-1,-1,417.641044,280.972724
5717,0.648741,0.037257,-1,-1,420.111866,37.322882
5796,0.654292,0.461856,-1,-1,423.586792,303.121856
5829,0.657692,0.425014,-1,-1,425.715192,280.058764
5840,0.660251,0.443498,-1,-1,427.317126,291.629748
5857,0.665807,0.161155,-1,-1,430.795182,114.88303
5859,0.666053,0.159765,-1,-1,430.949178,114.01289
5860,0.666075,0.157289,-1,-1,430.96295,112.462914
5867,0.666954,0.113879,-1,-1,431.513204,85.288254
5869,0.66705,0.447896,-1,-1,431.5733,294.382896
5870,0.667474,0.025188,-1,-1,431.838724,29.767688
5874,0.668443,0.228415,-1,-1,432.445318,156.98779
5875,0.668457,0.242732,-1,-1,432.454082,165.950232
5878,0.668526,0.190058,-1,-1,432.497276,132.976308
5886,0.671027,0.457048,-1,-1,434.062902,300.112048
5897,0.675128,0.042121,-1,-1,436.630128,40.367746
5910,0.678834,0.476171,-1,-1,438.950084,312.083046
5914,0.680944,0.079888,-1,-1,440.270944,64.009888
5917,0.681024,0.091335,-1,-1,440.321024,71.17571
5918,0.681077,0.091121,-1,-1,440.354202,71.041746
5923,0.682032,0.440827,-1,-1,440.952032,289.957702
5925,0.682521,0.179292,-1,-1,441.258146,126.236792
5929,0.683518,0.082835,-1,-1,441.882268,65.85471
5931,0.684379,0.462815,-1,-1,442.421254,303.72219
5933,0.686056,0.092911,-1,-1,443.471056,72.162286
5937,0.687037,0.2767,-1,-1,444.085162,187.2142
5938,0.688054,0.220343,-1,-1,444.721804,151.934718
5939,0.689511,0.10645,-1,-1,445.633886,80.6377
5940,0.689633,0.097609,-1,-1,445.710258,75.103234
5943,0.689867,0.466244,-1,-1,445.856742,305.868744
5945,0.690158,0.108559,-1,-1,446.038908,81.957934
5948,0.690494,0.175019,-1,-1,446.249244,123.561894
5950,0.690706,0.113518,-1,-1,446.381956,85.062268
5956,0.691938,0.061005,-1,-1,447.153188,52.18913
5959,0.692631,0.24608,-1,-1,447.587006,168.04608
5961,0.693032,0.12327,-1,-1,447.838032,91.16702
5968,0.694542,0.114546,-1,-1,448.783292,85.705796
5971,0.694815,0.12295,-1,-1,448.95419,90.9667
5989,0.700639,0.02823,-1,-1,452.600014,31.67198
5993,0.702498,0.157562,-1,-1,453.763748,112.633812
5996,0.702914,0.144163,-1,-1,454.024164,104.246038
5997,0.70372,0.20857,-1,-1,454.52872,144.56482
5999,0.704077,0.153133,-1,-1,454.752202,109.861258
6000,0.704495,0.171003,-1,-1,455.01387,121.047878
6001,0.704534,0.163824,-1,-1,455.038284,116.553824
6004,0.705136,0.151626,-1,-1,455.415136,108.917876
6005,0.705372,0.124369,-1,-1,455.562872,91.854994
6008,0.705805,0.174751,-1,-1,455.83393,123.394126
6010,0.706224,0.160179,-1,-1,456.096224,114.272054
6012,0.707379,0.17873,-1,-1,456.819254,125.88498
6015,0.708203,0.251244,-1,-1,457.335078,171.278744
6017,0.708596,0.181655,-1,-1,457.581096,127.71603
6018,0.708609,0.166551,-1,-1,457.589234,118.260926
6020,0.710208,0.440872,-1,-1,458.590208,289.985872
6021,0.710217,0.262462,-1,-1,458.595842,178.301212
6022,0.710543,0.185952,-1,-1,458.799918,130.405952
6028,0.711252,0.18619,-1,-1,459.243752,130.55494
6032,0.711743,0.212067,-1,-1,459.551118,146.753942
6038,0.71277,0.062423,-1,-1,460.19402,53.076798
6053,0.715003,0.205628,-1,-1,461.591878,142.723128
6055,0.715478,0.186847,-1,-1,461.889228,130.966222
6057,0.71607,0.201748,-1,-1,462.25982,140.294248
6065,0.717788,0.226559,-1,-1,463.335288,155.825934
6066,0.718022,0.205709,-1,-1,463.481772,142.773834
6067,0.718125,0.246176,-1,-1,463.54625,168.106176
6072,0.719286,0.225211,-1,-1,464.273036,154.982086
6073,0.719695,0.076059,-1,-1,464.52907,61.612934
6080,0.720689,0.243233,-1,-1,465.151314,166.263858
6081,0.720847,0.271073,-1,-1,465.250222,183.691698
6089,0.722978,0.232463,-1,-1,466.584228,159.521838
6091,0.723264,0.223337,-1,-1,466.763264,153.808962
6097,0.723925,0.234482,-1,-1,467.17705,160.785732
6100,0.724037,0.235527,-1,-1,467.247162,161.439902
6101,0.724256,0.266689,-1,-1,467.384256,180.947314
6103,0.724623,0.21835,-1,-1,467.613998,150.6871
6106,0.724711,0.237808,-1,-1,467.669086,162.867808
6114,0.725321,0.248481,-1,-1,468.050946,169.549106
6115,0.725335,0.319679,-1,-1,468.05971,214.119054
6116,0.725481,0.254395,-1,-1,468.151106,173.25127
6118,0.725703,0.288752,-1,-1,468.290078,194.758752
6119,0.726016,0.31424,-1,-1,468.486016,210.71424
6120,0.726053,0.25488,-1,-1,468.509178,173.55488
6122,0.726316,0.241987,-1,-1,468.673816,165.483862
6132,0.728537,0.285219,-1,-1,470.064162,192.547094
6133,0.728669,0.26045,-1,-1,470.146794,177.0417
6134,0.728679,0.131847,-1,-1,470.153054,96.536222
6136,0.728824,0.287644,-1,-1,470.243824,194.065144
6144,0.730053,0.272208,-1,-1,471.013178,184.402208
6146,0.730259,0.286952,-1,-1,471.142134,193.631952
6149,0.730653,0.440995,-1,-1,471.388778,290.06287
6153,0.731311,0.275818,-1,-1,471.800686,186.662068
6154,0.731835,0.281506,-1,-1,472.12871,190.222756
6159,0.732431,0.300789,-1,-1,472.501806,202.293914
6160,0.732802,0.301629,-1,-1,472.734052,202.819754
6162,0.732917,0.299928,-1,-1,472.806042,201.754928
6164,0.733203,0.281155,-1,-1,472.985078,190.00303
6165,0.733222,0.300406,-1,-1,472.996972,202.054156
6169,0.733652,0.015708,-1,-1,473.266152,23.833208
6170,0.733863,0.284203,-1,-1,473.398238,191.911078
6171,0.733926,0.261524,-1,-1,473.437676,177.714024
6174,0.734275,0.454909,-1,-1,473.65615,298.773034
6176,0.734767,0.289294,-1,-1,473.964142,195.098044
6179,0.735369,0.473781,-1,-1,474.340994,310.586906
6181,0.735856,0.29453,-1,-1,474.645856,198.37578
6184,0.736741,0.295545,-1,-1,475.199866,199.01117
6185,0.736831,0.471551,-1,-1,475.256206,309.190926
6191,0.737436,0.356064,-1,-1,475.634936,236.896064
6193,0.737701,0.325978,-1,-1,475.800826,218.062228
6194,0.737786,0.303494,-1,-1,475.854036,203.987244
6196,0.737837,0.31212,-1,-1,475.885962,209.38712
6197,0.737848,0.316133,-1,-1,475.892848,211.899258
6210,0.739096,0.333379,-1,-1,476.674096,222.695254
6211,0.739219,0.321319,-1,-1,476.751094,215.145694
6214,0.739951,0.335466,-1,-1,477.209326,224.001716
6222,0.740893,0.315808,-1,-1,477.799018,211.695808
6223,0.740989,0.133629,-1,-1,477.859114,97.651754
6228,0.741858,0.330166,-1,-1,478.403108,220.683916
6231,0.741989,0.339669,-1,-1,478.485114,226.632794
6233,0.74246,0.42149,-1,-1,478.77996,277.85274
6239,0.744024,0.348596,-1,-1,479.759024,232.221096
6242,0.744366,0.31712,-1,-1,479.973116,212.51712
6247,0.745042,0.339671,-1,-1,480.396292,226.634046
6249,0.745537,0.15935,-1,-1,480.706162,113.7531
6250,0.74558,0.344754,-1,-1,480.73308,229.816004
6278,0.749663,0.132089,-1,-1,483.289038,96.687714
6279,0.750181,0.355038,-1,-1,483.613306,236.253788
6286,0.750749,0.423137,-1,-1,483.968874,278.883762
6287,0.750827,0.124556,-1,-1,484.017702,91.972056
6331,0.757733,0.036879,-1,-1,488.340858,37.086254
6345,0.758815,0.475117,-1,-1,489.01819,311.423242
6356,0.760332,0.414634,-1,-1,489.967832,273.560884
6360,0.761048,0.431888,-1,-1,490.416048,284.361888
6383,0.763516,0.422064,-1,-1,491.961016,278.212064
6404,0.765717,0.42553,-1,-1,493.338842,280.38178
