id,Label,Number_Points,Coord-0,Coord-1,X,Y
161,161,31,11,10,0.499359,0.452720
162,162,11,10,10,0.466125,0.449805
163,163,1,9,9,0.432309,0.426474
164,164,4,11,11,0.504078,0.492240
165,165,21,14,14,0.628735,0.630627
166,166,25,15,14,0.669175,0.630954
167,167,26,14,13,0.634752,0.596317
168,168,10,15,13,0.670173,0.595710
169,169,4,13,14,0.596311,0.622841
170,170,1,15,16,0.678460,0.708055
171,171,4,15,15,0.666938,0.660174
172,172,3,13,13,0.597086,0.583472
173,173,4,14,15,0.629733,0.672223
174,174,2,14,12,0.625737,0.560754
175,175,23,4,10,0.196132,0.455294
176,176,37,5,10,0.234423,0.453931
177,177,7,5,11,0.235093,0.492817
178,178,11,4,11,0.198803,0.491500
179,179,1,3,9,0.173305,0.404574
180,180,6,3,10,0.163510,0.459889
181,181,12,3,11,0.153920,0.500513
182,182,7,5,9,0.232291,0.420930
183,183,4,4,9,0.200723,0.423895
184,184,1,4,8,0.189118,0.378276
185,185,5,6,10,0.288305,0.452671
186,186,1,6,8,0.301074,0.377261
187,187,28,7,9,0.324533,0.417079
188,188,1,7,11,0.338533,0.489471
189,189,13,8,9,0.365507,0.412340
190,190,13,6,9,0.285690,0.417667
191,191,25,7,10,0.326604,0.453739
192,192,1,6,11,0.299551,0.483044
193,193,7,8,10,0.370400,0.450912
194,194,7,7,8,0.320256,0.380535
195,195,1,8,8,0.353585,0.386224
196,196,27,20,12,0.891206,0.540453
197,197,14,21,11,0.928071,0.508508
198,198,13,21,12,0.930764,0.550021
199,199,6,21,13,0.925949,0.576059
200,200,12,20,13,0.891076,0.580449
201,201,2,19,13,0.854849,0.578257
202,202,9,19,12,0.850847,0.549188
203,203,3,20,14,0.900229,0.633418
204,204,1,22,12,0.973993,0.539022
205,205,29,7,4,0.327570,0.197014
206,206,17,7,5,0.326068,0.233232
207,207,14,6,4,0.283491,0.198184
208,208,6,6,3,0.289320,0.160903
209,209,3,8,3,0.370525,0.161721
210,210,10,7,3,0.323186,0.163767
211,211,6,8,4,0.357855,0.199913
212,212,2,8,5,0.355276,0.243024
213,213,2,5,4,0.240403,0.204803
214,214,14,1,21,0.069437,0.927322
215,215,18,1,20,0.070712,0.897674
216,216,23,2,20,0.111816,0.897228
217,217,3,1,19,0.064844,0.861642
218,218,23,2,21,0.105074,0.925588
219,219,2,1,22,0.072342,0.967228
220,220,5,3,21,0.150136,0.932356
221,221,6,3,20,0.138425,0.901892
222,222,2,0,20,0.034713,0.883261
223,223,1,0,19,0.034882,0.855187
224,224,1,2,19,0.117243,0.861699
225,225,2,2,22,0.105574,0.972978
226,226,24,5,15,0.235333,0.677551
227,227,10,5,17,0.249476,0.761420
228,228,13,4,16,0.197931,0.712921
229,229,23,4,15,0.200669,0.673493
230,230,10,4,14,0.193413,0.633035
231,231,13,5,16,0.233166,0.707561
232,232,1,4,17,0.214316,0.743739
233,233,1,5,13,0.227423,0.599566
234,234,6,5,14,0.235160,0.636138
235,235,3,6,14,0.266743,0.649540
236,236,29,9,20,0.412333,0.891740
237,237,4,10,21,0.447973,0.920636
238,238,22,9,19,0.418395,0.851171
239,239,13,8,20,0.380117,0.885427
240,240,5,8,19,0.384347,0.855644
241,241,8,10,20,0.447614,0.891844
242,242,2,9,18,0.415651,0.823267
243,243,5,10,19,0.452096,0.860887
244,244,5,9,21,0.415160,0.929582
245,245,3,8,21,0.379488,0.933968
246,246,2,10,18,0.454801,0.815868
247,247,1,11,20,0.518897,0.878018
248,248,1,8,18,0.378614,0.824831
249,249,17,18,21,0.802453,0.933340
250,250,22,19,21,0.844372,0.935741
251,251,14,19,20,0.839315,0.894755
252,252,4,18,22,0.814092,0.973802
253,253,2,20,21,0.875101,0.927020
254,254,1,21,20,0.953191,0.879456
255,255,5,19,22,0.841032,0.976682
256,256,1,17,22,0.750926,0.972301
257,257,1,20,22,0.869732,0.963676
258,258,1,21,22,0.921566,0.973908
259,259,1,20,20,0.893746,0.891886
260,260,13,19,16,0.849821,0.716992
261,261,23,20,15,0.888151,0.678960
262,262,32,20,16,0.888689,0.715007
263,263,9,19,15,0.857067,0.685703
264,264,1,21,17,0.915224,0.762004
265,265,1,19,14,0.856625,0.623158
266,266,6,21,16,0.925357,0.719654
267,267,2,21,15,0.930994,0.685393
268,268,12,16,1,0.714024,0.065803
269,269,36,16,2,0.713472,0.108115
270,270,12,15,2,0.679249,0.103347
271,271,3,14,2,0.642127,0.115354
272,272,5,17,1,0.744872,0.071395
273,273,6,15,1,0.682392,0.072694
274,274,2,15,0,0.688142,0.038053
275,275,1,14,3,0.637871,0.162904
276,276,21,16,11,0.719845,0.494983
277,277,28,17,11,0.751567,0.497923
278,278,11,16,10,0.722153,0.461812
279,279,1,16,9,0.722176,0.432732
280,280,7,17,12,0.759298,0.534939
281,281,15,17,10,0.750380,0.459999
282,282,2,15,10,0.695118,0.467147
283,283,3,15,12,0.676543,0.531327
284,284,2,17,13,0.749827,0.572000
285,285,2,16,12,0.721246,0.544645
286,286,2,15,11,0.689833,0.493699
287,287,1,18,12,0.797011,0.556695
288,288,35,16,7,0.720879,0.325422
289,289,2,18,7,0.785638,0.330162
290,290,10,16,8,0.718650,0.362226
291,291,19,17,7,0.754643,0.327990
292,292,12,17,8,0.760771,0.365571
293,293,1,14,6,0.645989,0.299721
294,294,1,17,9,0.751603,0.392904
295,295,5,15,7,0.691228,0.342152
296,296,2,15,8,0.688607,0.363858
297,297,1,18,6,0.786695,0.296338
298,298,24,6,17,0.283439,0.768698
299,299,4,6,19,0.285324,0.842144
300,300,5,5,19,0.240225,0.834268
301,301,15,5,18,0.245806,0.804599
302,302,2,7,19,0.320437,0.851678
303,303,32,6,18,0.281422,0.802367
304,304,1,4,18,0.215246,0.807243
305,305,2,7,18,0.320522,0.806482
306,306,30,10,16,0.458423,0.715017
307,307,3,10,17,0.446712,0.749940
308,308,11,11,16,0.489424,0.717733
309,309,9,11,15,0.490091,0.680621
310,310,2,12,15,0.532976,0.662393
311,311,4,11,17,0.493762,0.759192
312,312,23,10,15,0.458515,0.678717
313,313,4,9,17,0.430639,0.752575
314,314,1,12,16,0.522449,0.699937
315,315,1,11,14,0.480846,0.647765
316,316,5,2,7,0.106521,0.316886
317,317,26,2,6,0.105004,0.282301
318,318,5,0,6,0.041275,0.285650
319,319,23,1,6,0.065993,0.281210
320,320,20,1,5,0.068334,0.242373
321,321,5,1,7,0.071885,0.323769
322,322,1,1,4,0.073779,0.196305
323,323,27,2,12,0.109783,0.539855
324,324,8,1,12,0.074244,0.542774
325,325,28,2,11,0.111819,0.502529
326,326,8,1,11,0.074921,0.499998
327,327,6,3,12,0.145260,0.532708
328,328,7,2,10,0.113582,0.471363
329,329,2,3,13,0.165314,0.568322
