id,Label,Number_Points,x,y
361,361,10,0.791875,0.130196
362,362,13,0.408964,0.072040
363,363,8,0.431389,0.293138
364,364,8,0.552606,0.391017
365,365,2,0.929981,0.231281
366,366,7,0.868958,0.312028
367,367,18,0.331968,0.311454
368,368,3,0.746595,0.349463
369,369,5,0.723783,0.232724
370,370,6,0.608792,0.106451
371,371,8,0.569159,0.106598
372,372,19,0.731234,0.073007
373,373,14,0.570023,0.410496
374,374,24,0.828226,0.110046
375,375,10,0.269189,0.413174
376,376,13,0.269239,0.108551
377,377,1,0.710208,0.440872
378,378,16,0.887984,0.350353
379,379,12,0.311155,0.151561
380,380,25,0.810137,0.167576
381,381,11,0.443293,0.389590
382,382,17,0.328981,0.287393
383,383,14,0.428428,0.086522
384,384,23,0.808575,0.310550
385,385,15,0.870009,0.269702
386,386,9,0.213014,0.212047
387,387,22,0.269774,0.369859
388,388,10,0.610165,0.411202
389,389,15,0.653955,0.390235
390,390,14,0.289975,0.172198
391,391,16,0.849390,0.290535
392,392,19,0.552066,0.072966
393,393,9,0.650354,0.149066
394,394,14,0.607698,0.230831
395,395,3,0.811749,0.464343
396,396,1,0.316173,0.450671
397,397,16,0.727582,0.088517
398,398,5,0.852757,0.390050
399,399,16,0.111794,0.091230
400,400,8,0.746807,0.411231
401,401,1,0.493848,0.017722
402,402,13,0.809741,0.288956
403,403,13,0.309624,0.266084
404,404,5,0.525980,0.423827
405,405,24,0.549045,0.152124
406,406,9,0.253688,0.107982
407,407,2,0.686507,0.177156
408,408,13,0.230565,0.369425
409,409,10,0.090237,0.130913
410,410,19,0.290324,0.370637
411,411,15,0.868868,0.089134
412,412,8,0.076040,0.070254
413,413,9,0.074186,0.090385
414,414,16,0.712142,0.388776
415,415,6,0.412825,0.152792
416,416,2,0.312196,0.323431
417,417,23,0.750132,0.090880
418,418,19,0.767757,0.090899
419,419,2,0.497802,0.424895
420,420,8,0.251075,0.188236
421,421,5,0.397392,0.290386
422,422,1,0.640553,0.486185
423,423,19,0.531252,0.409722
424,424,3,0.086425,0.322691
425,425,9,0.392392,0.205686
426,426,2,0.948330,0.088221
427,427,13,0.849243,0.054530
428,428,6,0.070889,0.246751
429,429,20,0.090322,0.251965
430,430,11,0.148132,0.089014
431,431,11,0.512797,0.408798
432,432,13,0.628887,0.189886
433,433,12,0.769069,0.108182
434,434,15,0.848895,0.149208
435,435,22,0.609705,0.070450
436,436,18,0.530278,0.130341
437,437,7,0.041354,0.111953
438,438,17,0.191505,0.090084
439,439,14,0.288272,0.208920
440,440,1,0.006393,0.450917
441,441,5,0.404542,0.103894
442,442,14,0.531926,0.087585
443,443,14,0.611899,0.268302
444,444,7,0.914257,0.232377
445,445,17,0.627786,0.290900
446,446,4,0.757564,0.250707
447,447,15,0.148126,0.107242
448,448,14,0.188844,0.070353
449,449,25,0.290702,0.151685
450,450,2,0.371300,0.035610
451,451,13,0.730544,0.370908
452,452,17,0.089228,0.290767
453,453,6,0.706174,0.169173
454,454,13,0.410142,0.290163
455,455,11,0.607660,0.289500
456,456,20,0.550253,0.107975
457,457,16,0.890292,0.108201
458,458,15,0.369062,0.389020
459,459,5,0.177213,0.254537
460,460,12,0.850683,0.089318
461,461,11,0.748979,0.105694
462,462,11,0.732046,0.288612
463,463,1,0.737436,0.356064
464,464,3,0.824962,0.445951
465,465,7,0.332328,0.356952
466,466,7,0.394620,0.310112
467,467,16,0.110171,0.250187
468,468,7,0.629421,0.424927
469,469,11,0.872143,0.192025
470,470,19,0.827827,0.272095
471,471,2,0.017891,0.227236
472,472,13,0.328773,0.189095
473,473,2,0.471923,0.347252
474,474,2,0.516354,0.038415
475,475,9,0.073110,0.229059
476,476,9,0.550212,0.224999
477,477,1,0.907679,0.095473
478,478,5,0.124332,0.151418
479,479,12,0.848005,0.351135
480,480,14,0.512104,0.227425
481,481,14,0.190893,0.168659
482,482,13,0.290793,0.108611
483,483,2,0.746605,0.422314
484,484,6,0.754304,0.214779
485,485,9,0.472525,0.052008
486,486,11,0.212403,0.071181
487,487,1,0.115764,0.418834
488,488,12,0.074815,0.190200
489,489,5,0.593627,0.269170
490,490,9,0.589980,0.325330
491,491,20,0.289222,0.188722
492,492,16,0.268725,0.068237
493,493,13,0.127465,0.107256
494,494,8,0.264408,0.152953
495,495,13,0.608444,0.387499
496,496,3,0.341413,0.207231
497,497,9,0.035160,0.069808
498,498,7,0.374277,0.150853
499,499,15,0.829778,0.249059
500,500,10,0.108643,0.451001
501,501,1,0.322503,0.454166
502,502,20,0.410329,0.388838
503,503,15,0.311393,0.249778
504,504,5,0.586008,0.104765
505,505,1,0.308134,0.474283
506,506,10,0.186804,0.251793
507,507,10,0.831139,0.069217
508,508,21,0.350180,0.389148
509,509,5,0.246663,0.052418
510,510,14,0.408614,0.052603
511,511,13,0.310473,0.171628
512,512,8,0.609033,0.131413
513,513,23,0.228707,0.349127
514,514,5,0.042656,0.131415
515,515,10,0.649030,0.248730
516,516,9,0.344362,0.070654
517,517,4,0.709835,0.424657
518,518,9,0.511771,0.106905
519,519,16,0.311441,0.288997
520,520,5,0.684261,0.091162
521,521,2,0.888429,0.382815
522,522,6,0.311337,0.053346
523,523,5,0.429377,0.108702
524,524,13,0.189002,0.230565
525,525,1,0.800126,0.340666
526,526,1,0.012998,0.015171
527,527,5,0.724772,0.248595
528,528,8,0.248156,0.353947
529,529,8,0.489289,0.455131
530,530,4,0.564093,0.168103
531,531,12,0.610068,0.310238
532,532,15,0.410811,0.310352
533,533,16,0.430115,0.072673
534,534,2,0.891230,0.275964
535,535,2,0.947691,0.072716
536,536,14,0.186566,0.106409
537,537,10,0.869773,0.231771
538,538,11,0.210642,0.328013
539,539,4,0.327060,0.323820
540,540,14,0.351660,0.411295
541,541,2,0.177814,0.315784
542,542,12,0.231699,0.153940
543,543,1,0.985177,0.352160
544,544,16,0.249977,0.070622
545,545,1,0.031276,0.249037
546,546,8,0.748853,0.369357
547,547,16,0.187426,0.350856
548,548,5,0.773654,0.445798
549,549,1,0.773177,0.031658
550,550,18,0.607498,0.372494
551,551,4,0.157580,0.416435
552,552,8,0.289425,0.070639
553,553,1,0.584081,0.453404
554,554,2,0.278094,0.289100
555,555,12,0.268760,0.055005
556,556,9,0.767821,0.429733
557,557,8,0.732910,0.308561
558,558,10,0.823946,0.330797
559,559,13,0.193205,0.368072
560,560,1,0.779989,0.019110
561,561,4,0.341476,0.149603
562,562,18,0.529816,0.150535
563,563,17,0.509012,0.150009
564,564,9,0.124902,0.189309
565,565,12,0.189581,0.209143
566,566,4,0.497333,0.391918
567,567,14,0.512612,0.071572
568,568,1,0.209168,0.490214
569,569,1,0.550970,0.024085
570,570,8,0.887407,0.313940
571,571,1,0.144406,0.215874
572,572,16,0.850015,0.109772
573,573,17,0.610964,0.209898
574,574,2,0.870778,0.038343
575,575,13,0.691652,0.369914
576,576,6,0.131196,0.453777
577,577,12,0.310374,0.385687
578,578,10,0.729799,0.105623
579,579,16,0.811120,0.151067
580,580,13,0.629033,0.250302
581,581,7,0.131433,0.054605
582,582,7,0.590317,0.067129
583,583,1,0.553152,0.474550
584,584,14,0.567461,0.372319
585,585,9,0.468527,0.070376
586,586,18,0.870693,0.168629
587,587,4,0.776479,0.169281
588,588,5,0.052436,0.249840
589,589,19,0.190259,0.389113
590,590,7,0.493519,0.232251
591,591,1,0.560516,0.133312
592,592,9,0.449270,0.104120
593,593,4,0.445533,0.268407
594,594,1,0.152669,0.319498
595,595,8,0.671914,0.072691
596,596,14,0.509824,0.050081
597,597,2,0.839501,0.417711
598,598,1,0.668443,0.228415
599,599,3,0.608600,0.424447
600,600,14,0.170900,0.069191
601,601,6,0.955829,0.111667
602,602,9,0.594341,0.227382
603,603,4,0.903005,0.055333
604,604,4,0.175556,0.375117
605,605,9,0.825473,0.232947
606,606,1,0.001578,0.294478
607,607,23,0.247402,0.088766
608,608,16,0.868888,0.369590
609,609,6,0.090561,0.054522
610,610,2,0.970562,0.189731
611,611,16,0.510440,0.128751
612,612,13,0.832772,0.211307
613,613,8,0.807881,0.072079
614,614,2,0.945782,0.291739
615,615,5,0.904978,0.346270
616,616,2,0.198540,0.485204
617,617,11,0.669521,0.390606
618,618,17,0.311588,0.109472
619,619,15,0.229357,0.190609
620,620,8,0.532415,0.290416
621,621,1,0.109732,0.482000
622,622,6,0.330071,0.056354
623,623,10,0.813003,0.208840
624,624,5,0.904812,0.266781
625,625,2,0.465765,0.425763
626,626,2,0.977510,0.451454
627,627,6,0.750732,0.055361
628,628,2,0.969210,0.073406
629,629,1,0.963137,0.133698
630,630,5,0.285995,0.322277
631,631,2,0.935067,0.429923
632,632,6,0.047432,0.165885
633,633,12,0.368666,0.408769
634,634,13,0.811826,0.053870
635,635,4,0.498196,0.189837
636,636,13,0.812903,0.331465
637,637,2,0.355312,0.485408
638,638,7,0.450374,0.430475
639,639,3,0.347444,0.311982
640,640,16,0.749777,0.389155
641,641,1,0.362562,0.306815
642,642,8,0.593959,0.250577
643,643,4,0.275573,0.128370
644,644,3,0.546989,0.345676
645,645,3,0.398183,0.327197
646,646,2,0.027363,0.027118
647,647,13,0.230599,0.288786
648,648,4,0.465767,0.451544
649,649,2,0.343960,0.321705
650,650,10,0.126232,0.231509
651,651,1,0.177714,0.163923
652,652,7,0.831322,0.189193
653,653,1,0.041773,0.339476
654,654,2,0.254701,0.173544
655,655,1,0.666954,0.113879
656,656,2,0.147190,0.276212
657,657,5,0.396170,0.226715
658,658,2,0.145685,0.032990
659,659,4,0.075632,0.055154
660,660,15,0.288635,0.128481
661,661,4,0.471331,0.101990
662,662,9,0.167312,0.410940
663,663,15,0.110475,0.068887
664,664,3,0.552420,0.250118
665,665,3,0.049463,0.408866
666,666,2,0.763308,0.415703
667,667,5,0.732512,0.055313
668,668,1,0.051093,0.098585
669,669,5,0.712912,0.206744
670,670,1,0.077198,0.362324
671,671,1,0.540096,0.441494
672,672,17,0.449984,0.068855
673,673,9,0.790274,0.149853
674,674,11,0.790820,0.089004
675,675,12,0.792364,0.305432
676,676,17,0.430077,0.189287
677,677,2,0.047461,0.344138
678,678,1,0.788837,0.030134
679,679,2,0.397127,0.063002
680,680,1,0.848682,0.475299
681,681,6,0.845873,0.413599
682,682,6,0.089958,0.412743
683,683,10,0.443892,0.348497
684,684,4,0.344751,0.188244
685,685,10,0.890717,0.289936
686,686,8,0.443331,0.230292
687,687,1,0.950387,0.411813
688,688,15,0.550897,0.325537
689,689,2,0.713164,0.248710
690,690,1,0.802340,0.372928
691,691,7,0.445167,0.330895
692,692,4,0.912629,0.246662
693,693,3,0.673387,0.082198
694,694,2,0.116092,0.469121
695,695,1,0.141212,0.188519
696,696,4,0.177202,0.271327
697,697,5,0.726374,0.426304
698,698,1,0.125006,0.462003
699,699,5,0.371461,0.130421
700,700,8,0.550636,0.054510
701,701,4,0.073503,0.167394
702,702,8,0.774072,0.289675
703,703,2,0.177374,0.297668
704,704,2,0.945649,0.236315
705,705,3,0.243119,0.266003
706,706,12,0.186181,0.269908
707,707,1,0.692631,0.246080
708,708,1,0.264588,0.161589
709,709,4,0.446206,0.203109
710,710,7,0.394394,0.249310
711,711,6,0.044737,0.149312
712,712,5,0.344578,0.268935
713,713,1,0.240883,0.333524
714,714,2,0.447229,0.151873
715,715,2,0.693923,0.123110
716,716,1,0.903655,0.303228
717,717,4,0.363122,0.112415
718,718,2,0.245318,0.304118
719,719,6,0.345960,0.288414
720,720,1,0.902877,0.165073
721,721,2,0.949415,0.310726
722,722,1,0.772176,0.472569
723,723,4,0.703656,0.151621
724,724,1,0.745537,0.159350
725,725,1,0.029995,0.203649
726,726,1,0.950506,0.325273
727,727,1,0.491209,0.357965
728,728,1,0.911890,0.128510
729,729,1,0.598529,0.485313
730,730,1,0.343304,0.466064
731,731,5,0.772356,0.055785
732,732,1,0.724623,0.218350
733,733,9,0.887455,0.089979
734,734,7,0.571201,0.327022
735,735,6,0.644972,0.107992
736,736,16,0.207442,0.267727
737,737,1,0.144688,0.384455
738,738,6,0.076782,0.210808
739,739,1,0.536770,0.353411
740,740,2,0.002017,0.373370
741,741,2,0.732464,0.447952
742,742,3,0.497019,0.152176
743,743,2,0.054284,0.226625
744,744,1,0.120554,0.372756
745,745,2,0.249142,0.202476
746,746,4,0.497719,0.204485
747,747,1,0.991688,0.322414
748,748,3,0.936263,0.172507
749,749,1,0.038340,0.108756
750,750,1,0.918141,0.456458
751,751,11,0.126714,0.269846
752,752,1,0.852099,0.017260
753,753,1,0.733652,0.015708
754,754,3,0.984538,0.413869
755,755,5,0.178198,0.227020
756,756,1,0.560284,0.158444
757,757,2,0.778582,0.153260
758,758,2,0.504435,0.247720
759,759,4,0.902431,0.334222
760,760,1,0.632695,0.475412
761,761,2,0.742629,0.316464
762,762,1,0.456898,0.442190
763,763,1,0.938318,0.158494
764,764,4,0.876525,0.383071
765,765,3,0.072015,0.310809
766,766,1,0.086890,0.039843
767,767,5,0.071525,0.329970
768,768,7,0.174418,0.389325
769,769,1,0.067182,0.479460
770,770,1,0.502048,0.444056
771,771,1,0.194072,0.033118
772,772,1,0.688054,0.220343
773,773,2,0.591077,0.349645
774,774,2,0.246039,0.288105
775,775,1,0.942129,0.160398
776,776,6,0.948367,0.150850
777,777,1,0.026316,0.272561
778,778,1,0.240781,0.152760
779,779,4,0.341901,0.128681
780,780,2,0.847994,0.034876
781,781,1,0.939171,0.368319
782,782,1,0.977697,0.307251
783,783,1,0.944335,0.248848
784,784,3,0.927222,0.074190
785,785,2,0.736100,0.472666
786,786,1,0.930990,0.389347
787,787,6,0.751486,0.267466
788,788,3,0.033472,0.126784
789,789,2,0.097143,0.430180
790,790,2,0.686441,0.070446
791,791,1,0.610284,0.014235
792,792,2,0.028892,0.303883
793,793,4,0.323367,0.470210
794,794,2,0.902639,0.364196
795,795,1,0.953567,0.011791
796,796,1,0.146510,0.440811
797,797,1,0.834470,0.018580
798,798,1,0.279762,0.207842
799,799,1,0.667474,0.025188
800,800,2,0.082312,0.364481
801,801,1,0.687037,0.276700
802,802,1,0.062701,0.454800
803,803,1,0.163847,0.125631
804,804,4,0.242761,0.227638
805,805,1,0.962548,0.363788
806,806,5,0.248264,0.369482
807,807,1,0.862356,0.056498
808,808,1,0.902412,0.482152
809,809,1,0.513407,0.470446
810,810,1,0.797254,0.390800
811,811,1,0.265818,0.186102
812,812,1,0.162922,0.343283
813,813,3,0.613383,0.449772
814,814,1,0.710217,0.262462
815,815,1,0.001522,0.021942
816,816,5,0.287975,0.356951
817,817,2,0.946595,0.468942
818,818,2,0.926133,0.205379
819,819,2,0.372316,0.270520
820,820,3,0.497271,0.413488
821,821,2,0.172799,0.145939
822,822,2,0.245464,0.253735
823,823,1,0.897189,0.469693
824,824,2,0.271230,0.447729
825,825,2,0.498341,0.369307
826,826,1,0.682032,0.440827
827,827,3,0.793675,0.448943
828,828,8,0.928661,0.188599
829,829,1,0.152435,0.179144
830,830,1,0.939605,0.110789
831,831,2,0.718537,0.225885
832,832,2,0.343288,0.057800
833,833,1,0.197251,0.435014
834,834,1,0.838682,0.379917
835,835,1,0.648741,0.037257
836,836,2,0.083058,0.355408
837,837,2,0.007305,0.171685
838,838,3,0.747160,0.130092
839,839,1,0.030759,0.417966
840,840,1,0.012310,0.141265
841,841,1,0.728679,0.131847
842,842,1,0.758815,0.475117
843,843,1,0.279727,0.317971
844,844,1,0.668526,0.190058
845,845,1,0.426882,0.457157
846,846,2,0.073323,0.153257
847,847,1,0.893530,0.413982
848,848,1,0.261492,0.268968
849,849,1,0.371853,0.238286
850,850,1,0.924297,0.136572
851,851,1,0.125655,0.488286
852,852,1,0.783385,0.401827
853,853,1,0.473942,0.272470
854,854,1,0.146016,0.282201
855,855,1,0.197382,0.474497
856,856,1,0.922168,0.278305
857,857,1,0.017618,0.358634
858,858,1,0.969941,0.328811
859,859,1,0.668457,0.242732
860,860,1,0.051855,0.018888
861,861,1,0.767275,0.354617
862,862,1,0.022364,0.386665
863,863,1,0.626839,0.344446
864,864,1,0.503187,0.316045
865,865,1,0.976636,0.019995
866,866,1,0.017387,0.060131
867,867,1,0.914610,0.153005
868,868,1,0.505121,0.276657
869,869,1,0.949644,0.023502
870,870,2,0.883904,0.186875
871,871,1,0.009717,0.112442
872,872,1,0.495767,0.035433
