id,Label,Number_Points,Coord-0,Coord-1,X,Y
193,193,1,9,7,0.368919,0.281579
194,194,3,9,6,0.385586,0.257018
195,195,3,9,5,0.372072,0.220175
196,196,2,9,4,0.391216,0.182895
197,197,1,10,5,0.402703,0.202632
198,198,3,9,3,0.380631,0.146491
199,199,4,8,4,0.339527,0.171711
200,200,2,8,3,0.338514,0.132895
201,201,2,9,2,0.379730,0.107895
202,202,3,8,2,0.340090,0.104386
203,203,2,7,3,0.300000,0.128947
204,204,3,7,2,0.300000,0.091228
205,205,2,8,1,0.347973,0.071053
206,206,2,7,1,0.307432,0.064474
207,207,1,7,6,0.282432,0.255263
208,208,5,6,5,0.255946,0.222105
209,209,5,6,6,0.259459,0.254737
210,210,2,5,6,0.232432,0.259211
211,211,3,5,5,0.225225,0.230702
