X,Y
0.497081,0.340732
0.574790,0.354684
0.570309,0.325849
0.512048,0.325934
0.567857,0.375739
0.206452,0.256004
0.159607,0.279342
0.179816,0.337096
0.214570,0.257864
0.186412,0.299890
0.162143,0.306062
0.177533,0.260993
0.175165,0.223618
0.176349,0.247210
0.196221,0.275790
0.184213,0.313335
0.226154,0.303779
0.222265,0.278919
0.216430,0.301496
0.178717,0.292618
0.197235,0.275960
0.233511,0.293971
0.209665,0.234526
0.196474,0.295746
0.230721,0.241629
0.185397,0.263614
0.221673,0.281794
0.198504,0.256849
0.235371,0.301750
0.197151,0.282132
0.198842,0.263360
0.222265,0.322129
0.235625,0.303188
0.212794,0.302680
0.187257,0.315279
0.187426,0.272239
0.233765,0.296085
0.227254,0.254143
0.214232,0.332276
0.184044,0.319761
0.188357,0.279426
0.220743,0.275790
0.221588,0.302511
0.254228,0.261585
0.202901,0.229283
0.249831,0.233342
0.169415,0.257357
0.230636,0.225393
0.187934,0.231059
0.197489,0.230467
0.242390,0.245349
0.173813,0.290419
0.167555,0.276721
0.270717,0.232496
0.243912,0.351048
0.221504,0.262261
0.180070,0.269871
0.228015,0.306739
0.166371,0.252368
0.193515,0.305471
0.149882,0.280526
0.181507,0.277989
0.157915,0.306739
0.250085,0.229875
0.120202,0.252537
0.157408,0.283062
0.201210,0.305724
0.174489,0.291096
0.234695,0.259132
0.197404,0.293632
0.227761,0.248816
0.181338,0.249831
0.185143,0.246195
0.187849,0.228184
0.191063,0.290673
0.227592,0.294140
0.279426,0.263783
0.225055,0.266827
0.209243,0.272915
0.248816,0.285599
0.226070,0.256849
0.237232,0.296169
0.182268,0.263783
0.239346,0.325511
0.227338,0.254059
0.216515,0.254482
0.164765,0.275114
0.236893,0.287544
0.270886,0.230890
0.192331,0.248816
0.230551,0.272746
0.204254,0.270294
0.184467,0.216684
0.228268,0.279257
0.194022,0.289320
0.165949,0.325765
0.220320,0.267926
0.208059,0.276974
0.216261,0.231566
0.234272,0.285768
0.171191,0.313419
0.220658,0.313757
0.201886,0.243489
0.182015,0.299551
0.183621,0.297776
0.780860,0.804283
0.805044,0.795743
0.775533,0.815868
0.773419,0.810794
0.868379,0.805974
0.859754,0.771305
0.812908,0.809441
0.769107,0.759129
0.754478,0.741118
0.867702,0.801493
0.832103,0.834386
0.851213,0.859162
0.781199,0.831934
0.774603,0.774011
0.792276,0.821279
0.784919,0.804368
0.801324,0.796250
0.801746,0.801577
0.812993,0.801662
0.810710,0.797265
0.803438,0.745007
0.781452,0.793121
0.758960,0.781452
0.819926,0.827960
0.810794,0.814430
0.769360,0.856963
0.810710,0.758537
0.823562,0.805551
0.783904,0.804875
0.804790,0.780607
0.778831,0.756761
0.837599,0.771559
0.802930,0.788640
0.773504,0.791007
0.840728,0.766908
0.814092,0.779423
0.805382,0.792191
0.788386,0.765555
0.802507,0.758199
0.754478,0.811640
0.805044,0.799717
0.853074,0.844787
0.854426,0.774857
0.850790,0.775110
0.777055,0.773335
0.845801,0.802676
0.813669,0.774349
0.827283,0.798533
0.801070,0.790331
0.753210,0.746868
0.779592,0.776210
0.812824,0.813585
0.784835,0.878272
0.870746,0.768768
0.832526,0.779592
0.808849,0.797857
0.851721,0.819081
0.791937,0.764287
0.791007,0.787456
0.852735,0.778662
0.795404,0.790331
0.803353,0.814092
0.797265,0.766739
0.824662,0.827960
0.842588,0.777055
0.798956,0.772320
0.812485,0.800985
0.833794,0.786441
0.803860,0.751434
0.858485,0.800562
0.820349,0.714651
0.801831,0.805467
0.793206,0.797011
0.855779,0.812824
0.782890,0.796588
0.758452,0.818574
0.803607,0.847831
0.879118,0.798618
0.840136,0.777393
0.809526,0.815360
0.789908,0.789316
0.834724,0.798702
0.811048,0.758960
0.832357,0.794813
0.826184,0.807750
0.806059,0.783482
0.801154,0.837430
0.821449,0.768515
0.818658,0.797518
0.790331,0.778493
0.752279,0.807074
0.841404,0.749996
0.834386,0.815783
0.807327,0.792868
0.815107,0.778662
0.797518,0.771305
0.792445,0.794221
0.803860,0.765471
0.808765,0.797011
0.840559,0.778577
0.046213,0.685732
0.109971,0.623158
0.043085,0.627893
0.092551,0.588574
0.108110,0.708309
0.077838,0.660618
0.058643,0.637364
0.124515,0.604132
0.073695,0.676430
0.124007,0.607937
0.146500,0.670765
0.078007,0.633051
0.120118,0.627555
0.129588,0.631191
0.071412,0.647426
0.068621,0.648949
0.056952,0.642268
0.084180,0.628316
0.108449,0.657658
0.118765,0.637871
0.055007,0.666452
0.051371,0.650724
0.055853,0.638632
0.123754,0.693765
0.085110,0.623158
0.081136,0.662732
0.083165,0.637787
0.070904,0.605739
0.091960,0.611151
0.101853,0.612926
0.107857,0.650809
0.159268,0.622735
0.100162,0.648357
0.093651,0.646665
0.094074,0.621551
0.106842,0.603456
0.123669,0.623750
0.078346,0.633474
0.087647,0.654276
0.103882,0.679051
0.116820,0.686493
0.097033,0.619860
0.127474,0.586375
0.080290,0.616562
0.072511,0.626371
0.085787,0.660787
0.053654,0.672118
0.118088,0.623919
0.064985,0.631529
0.051625,0.668904
0.114029,0.636857
0.123500,0.672456
0.096018,0.608107
0.079868,0.632967
0.065831,0.606669
0.097540,0.658335
0.155717,0.617915
0.136522,0.684379
0.095088,0.663070
0.061603,0.642522
0.079529,0.636941
0.091537,0.623327
0.042662,0.689960
0.042746,0.665015
0.123246,0.592125
0.092298,0.577327
0.037842,0.663324
0.164342,0.634404
0.040294,0.634743
0.056529,0.624342
0.106250,0.573353
0.097879,0.606838
0.162904,0.628147
0.069805,0.616732
0.143287,0.632798
0.122232,0.635588
0.133140,0.653346
0.092721,0.616562
0.076316,0.648779
0.112846,0.645989
0.108110,0.683449
0.124092,0.648103
0.031246,0.645735
0.103798,0.626118
0.091960,0.641338
0.125022,0.639309
0.104643,0.593140
0.100585,0.661801
0.096357,0.678375
0.154364,0.697401
0.130349,0.635419
0.051118,0.677445
0.101768,0.670342
0.073272,0.645735
0.101346,0.646243
0.082912,0.567518
0.072342,0.652585
0.108871,0.617239
0.003934,0.653092
0.138636,0.647173
0.929430,0.284246
0.902371,0.309276
0.884783,0.289235
0.876750,0.236809
0.842335,0.266574
0.866434,0.276721
0.935096,0.280018
0.876327,0.256765
0.901018,0.238838
0.879202,0.245265
0.851213,0.199011
0.902371,0.241798
0.884614,0.276636
0.915985,0.307923
0.868717,0.279088
0.844110,0.242305
0.898820,0.271478
0.889180,0.284754
0.876243,0.270632
0.885121,0.312066
0.875820,0.274860
0.870662,0.252368
0.985070,0.255074
0.862290,0.276890
0.824915,0.253974
0.854088,0.266912
0.924526,0.307669
0.875566,0.324835
0.878441,0.226746
0.845886,0.244757
0.901357,0.232243
0.835739,0.285515
0.900426,0.337180
0.878864,0.337434
0.880978,0.250930
0.923765,0.290842
0.891125,0.266066
0.908037,0.280272
0.858739,0.248647
0.886812,0.338110
0.898651,0.233680
0.878526,0.273507
0.892309,0.294647
0.853665,0.298960
0.899496,0.319676
0.912265,0.255243
0.891463,0.275199
0.885037,0.277989
0.887066,0.315871
0.912857,0.265474
0.892901,0.239092
0.843603,0.317393
0.844110,0.285346
0.917085,0.300397
0.889265,0.264375
0.879371,0.274353
0.881316,0.274522
0.904485,0.298114
0.858401,0.287375
0.889011,0.275621
0.873875,0.236301
0.914548,0.249324
0.933151,0.296592
0.855610,0.298199
0.874467,0.270040
0.894761,0.299382
0.901103,0.240445
0.901188,0.274015
0.886390,0.201463
0.890364,0.250085
0.932051,0.284754
0.890364,0.287375
0.922581,0.282301
0.910404,0.274776
0.891294,0.250000
0.887658,0.296507
0.864743,0.284585
0.867956,0.363478
0.923849,0.301243
0.840813,0.298621
0.878864,0.277228
0.905500,0.255243
0.926471,0.297437
0.903301,0.273085
0.886221,0.229114
0.898651,0.358912
0.858739,0.284162
0.892732,0.267926
0.884952,0.277482
0.867195,0.253636
0.867026,0.275875
0.891463,0.282386
0.881401,0.221588
0.875482,0.322551
0.880724,0.222011
0.843265,0.255158
0.856456,0.278496
0.845801,0.288051
0.868548,0.275452
0.846901,0.281287
0.629923,0.923342
0.673217,0.897298
0.680320,0.841996
0.648949,0.897551
0.691820,0.903555
0.750757,0.883261
0.671526,0.916154
0.686915,0.931037
0.687930,0.924695
0.743316,0.909643
0.690890,0.885037
0.735368,0.903809
0.663493,0.936956
0.639901,0.913956
0.621298,0.922158
0.711776,0.944228
0.696048,0.922074
0.729871,0.932221
0.672456,0.868971
0.639985,0.927316
0.657574,0.918691
0.697824,0.921820
0.691313,0.935518
0.689283,0.886812
0.697908,0.880555
0.694864,0.899158
0.715919,0.918099
0.727335,0.868463
0.697739,0.879118
0.635250,0.875651
0.721331,0.967059
0.653261,0.906684
0.651739,0.935772
0.664846,0.906176
0.666452,0.854426
0.661210,0.869816
0.628739,0.862460
0.696048,0.874636
0.665437,0.922327
0.669835,0.871507
0.689283,0.917169
0.712029,0.889434
0.699515,0.881062
0.744754,0.946088
0.656643,0.881993
0.679390,0.913195
0.675754,0.884699
0.661717,0.894930
0.697147,0.874382
0.667721,0.897213
0.679813,0.922327
0.695963,0.855103
0.691820,0.910066
0.645651,0.921566
0.704842,0.905669
0.660787,0.977037
0.657320,0.887912
0.692665,0.946173
0.659265,0.880724
0.728011,0.979827
0.717187,0.862121
0.655713,0.992173
0.650809,0.891463
0.647342,0.914632
0.676768,0.893070
0.700868,0.918184
0.674147,0.935941
0.701375,0.898566
0.688607,0.908713
0.614787,0.908629
0.657404,0.884107
0.644721,0.889772
0.662647,0.924779
0.664423,0.937801
0.674654,0.932474
0.686324,0.903132
0.677614,0.893324
0.669074,0.894592
0.717018,0.909559
0.746529,0.916324
0.671103,0.947864
0.670004,0.890787
0.704926,0.897213
0.677022,0.898566
0.710254,0.906684
0.685985,0.905246
0.708224,0.922665
0.699346,0.896452
0.677022,0.905077
0.675246,0.871930
0.674908,0.878695
0.686662,0.907529
0.698923,0.901949
0.658250,0.905923
0.674654,0.910743
0.639732,0.891040
0.735537,0.920298
0.661210,0.909728
0.685732,0.884191
0.651824,0.912603
0.394257,0.562783
0.401699,0.572423
0.411000,0.590349
0.395103,0.591195
0.412353,0.590688
0.416835,0.595254
0.406603,0.560754
0.361364,0.637279
0.406603,0.568871
0.420555,0.615886
0.470614,0.593816
0.413537,0.556103
0.376838,0.567434
0.382335,0.519066
0.401360,0.584938
0.438312,0.602441
0.445415,0.562529
0.374809,0.658588
0.375993,0.571915
0.409732,0.554412
0.388338,0.606077
0.428757,0.617324
0.450404,0.595846
0.446768,0.647426
0.387408,0.610897
0.407533,0.590518
0.410154,0.617408
0.374724,0.643114
0.454548,0.609206
0.440596,0.567349
0.424952,0.567096
0.424360,0.621551
0.387831,0.567434
0.414636,0.555934
0.417765,0.587559
0.470699,0.519489
0.423092,0.558386
0.378868,0.612588
0.450912,0.583415
0.369482,0.597960
0.413029,0.597452
0.488033,0.562699
0.401699,0.626710
0.362125,0.580118
0.392228,0.591618
0.428250,0.550776
0.353500,0.603710
0.421739,0.562107
0.403897,0.578004
0.361279,0.621721
0.414044,0.587136
0.383772,0.617493
0.392059,0.608614
0.417004,0.610305
0.414298,0.611151
0.350033,0.559232
0.368890,0.566926
0.443809,0.555426
0.417088,0.555934
0.467570,0.578257
0.480254,0.559824
0.376669,0.596860
0.433408,0.556864
0.419963,0.558893
0.461566,0.602103
0.433831,0.579779
0.435184,0.619353
0.369059,0.595000
0.408125,0.566165
0.456662,0.597283
0.411000,0.539445
0.461059,0.609882
0.387915,0.579357
0.371680,0.603202
0.382250,0.612165
0.389438,0.531327
0.361195,0.608107
0.405504,0.592125
0.390706,0.557879
0.402629,0.598805
0.409478,0.581893
0.357221,0.552382
0.369651,0.601004
0.408971,0.609882
0.435607,0.587221
0.392059,0.577074
0.394088,0.541643
0.380390,0.600412
0.387493,0.611827
0.400599,0.588151
0.462243,0.611658
0.430533,0.516614
0.407702,0.648018
0.458438,0.588489
0.398063,0.577158
0.406096,0.608614
0.381912,0.581555
0.393158,0.570562
0.370327,0.584938
0.422415,0.516276
0.566757,0.870408
0.555849,0.832357
0.596099,0.868463
0.545110,0.878610
0.571154,0.858654
0.555426,0.814853
0.539699,0.867533
0.548915,0.830158
0.587474,0.819842
0.560585,0.859077
0.546125,0.839290
0.562276,0.854934
0.596607,0.851805
0.486004,0.843265
0.510357,0.857048
0.563121,0.798026
0.639732,0.842419
0.547309,0.835316
0.493276,0.832949
0.561430,0.814346
0.578426,0.889941
0.562952,0.872268
0.567180,0.869309
0.591026,0.830835
0.579610,0.841404
0.543926,0.907445
0.560246,0.836246
0.535640,0.820011
0.562699,0.852143
0.561515,0.832610
0.557710,0.882415
0.524901,0.865081
0.501055,0.826776
0.577919,0.807835
0.551537,0.879033
0.534202,0.859331
0.553989,0.881316
0.558978,0.845632
0.573353,0.804114
0.560162,0.843941
0.511456,0.860684
0.567096,0.801070
0.539868,0.837261
0.561768,0.856202
0.561853,0.914210
0.578596,0.835485
0.572085,0.866772
0.544857,0.800901
0.560669,0.817136
0.552129,0.832526
0.541305,0.837937
0.588912,0.818151
0.569463,0.879287
0.534794,0.825761
0.572761,0.832610
0.549676,0.881993
0.503761,0.825085
0.621044,0.798871
0.521518,0.830581
0.531496,0.825000
0.560415,0.846816
0.561937,0.846647
0.534710,0.852566
0.567687,0.818320
0.582993,0.869563
0.574875,0.888081
0.581893,0.830243
0.572930,0.802085
0.550522,0.869224
0.559993,0.821956
0.564982,0.843772
0.567518,0.868125
0.547140,0.804960
0.506974,0.858316
0.523294,0.829651
0.529636,0.800562
0.581217,0.834132
0.560331,0.844026
0.554074,0.826015
0.571746,0.876750
0.590518,0.823732
0.509596,0.832610
0.588912,0.882669
0.596099,0.832864
0.553059,0.851551
0.573776,0.867787
0.525154,0.831765
0.570055,0.816798
0.536993,0.849353
0.527353,0.858062
0.584176,0.835316
0.540882,0.853074
0.569717,0.830243
0.559316,0.877596
0.549846,0.853919
0.552551,0.843603
0.539529,0.805044
0.564136,0.856202
0.600496,0.863897
0.564305,0.842842
0.337349,0.654022
0.340478,0.687423
0.364070,0.616140
0.362548,0.670426
0.321114,0.616309
0.345805,0.690805
0.353500,0.703658
0.381912,0.717526
0.293210,0.697824
0.337518,0.673048
0.309445,0.714904
0.303779,0.684632
0.357305,0.674654
0.305640,0.685055
0.312743,0.663493
0.353923,0.674316
0.354346,0.709408
0.404320,0.681588
0.305640,0.708901
0.332022,0.695118
0.365169,0.713129
0.321621,0.705180
0.289743,0.718371
0.386393,0.670342
0.362040,0.693004
0.347074,0.678206
0.324665,0.723191
0.310798,0.656051
0.354515,0.700868
0.306401,0.671526
0.305471,0.690382
0.392651,0.671949
0.377684,0.688607
0.323482,0.662732
0.340732,0.662816
0.384702,0.692665
0.319930,0.691397
0.363732,0.659265
0.307500,0.704926
0.338533,0.695963
0.337349,0.664592
0.394934,0.652415
0.307331,0.685478
0.325849,0.723107
0.302257,0.693342
0.343099,0.666368
0.348934,0.674147
0.304879,0.703066
0.294901,0.656474
0.366691,0.695033
0.344537,0.661125
0.378614,0.663746
0.368467,0.669919
0.305555,0.662816
0.353754,0.661971
0.344875,0.713467
0.321114,0.683956
0.346397,0.688945
0.325511,0.713129
0.351471,0.653599
0.387408,0.699430
0.349526,0.666368
0.392904,0.709154
0.338110,0.684210
0.327202,0.670426
0.370750,0.708478
0.363478,0.706364
0.314941,0.666452
0.329654,0.685732
0.374724,0.682772
0.368298,0.713213
0.361533,0.699176
0.326610,0.665607
0.308937,0.657066
0.368805,0.706702
0.339801,0.677022
0.267588,0.705349
0.314603,0.763188
0.312743,0.683787
0.372188,0.693934
0.361110,0.691820
0.391805,0.675923
0.384871,0.712960
0.366607,0.669327
0.390114,0.701798
0.382673,0.714735
0.364493,0.675669
0.323651,0.613180
0.290335,0.689368
0.326357,0.684379
0.318577,0.667974
0.368721,0.742132
0.354853,0.649879
0.319507,0.694949
0.308599,0.678882
0.328724,0.711353
0.339971,0.655798
0.334051,0.664507
0.361364,0.708647
0.338026,0.704504
0.749912,0.248816
0.714059,0.199011
0.778831,0.216853
0.755662,0.182268
0.780437,0.259301
0.741794,0.200702
0.796419,0.228268
0.771812,0.201548
0.743908,0.216515
0.752787,0.217022
0.729449,0.207213
0.750165,0.189879
0.768007,0.164173
0.741625,0.270886
0.784074,0.184467
0.772827,0.196559
0.731224,0.235794
0.763610,0.194445
0.721500,0.178463
0.734268,0.196728
0.776632,0.233934
0.726996,0.210934
0.717864,0.186158
0.722937,0.141004
0.749827,0.213301
0.776210,0.211357
0.743739,0.209835
0.761496,0.195121
0.770206,0.223871
0.743316,0.220066
0.757015,0.236217
0.724290,0.200279
0.728687,0.224886
0.702051,0.227592
0.721077,0.206368
0.711268,0.207129
0.787202,0.213809
0.784919,0.220235
0.771390,0.210511
0.809272,0.238754
0.739511,0.184382
0.795404,0.212540
0.809103,0.199349
0.704419,0.205015
0.770037,0.231059
0.750335,0.224040
0.787625,0.174489
0.701713,0.226662
0.727335,0.209665
0.697739,0.159860
0.773673,0.187173
0.759298,0.235287
0.763441,0.218290
0.706364,0.204423
0.717695,0.228353
0.775871,0.190471
0.762596,0.223449
0.793375,0.197235
0.804029,0.198673
0.753886,0.193430
0.793713,0.220743
0.754478,0.225985
0.756000,0.265643
0.786526,0.213301
0.762765,0.227085
0.690298,0.186665
0.744077,0.161551
0.737397,0.233849
0.725728,0.195629
0.715158,0.176434
0.750419,0.189963
0.751772,0.255074
0.769191,0.187680
0.705772,0.264882
0.702897,0.253890
0.747544,0.196305
0.782467,0.209243
0.750419,0.206283
0.737397,0.188610
0.728096,0.222011
0.725812,0.251860
0.683195,0.222688
0.810371,0.242136
0.784581,0.210680
0.727588,0.206621
0.806904,0.183199
0.717949,0.190809
0.810202,0.146585
0.786272,0.234610
0.771221,0.251268
0.755831,0.261923
0.717779,0.196897
0.750757,0.148952
0.763695,0.238246
0.735621,0.190893
0.691482,0.164173
0.752871,0.228776
0.781283,0.239853
0.752195,0.204930
0.760482,0.202478
0.913195,0.430026
0.849691,0.417680
0.871592,0.445838
0.809779,0.459452
0.836838,0.453956
0.867956,0.434423
0.801662,0.448375
0.826860,0.446938
0.878949,0.406518
0.841658,0.464864
0.810033,0.486680
0.845379,0.409816
0.823055,0.430618
0.860346,0.392397
0.796504,0.431971
0.867871,0.431294
0.876074,0.499279
0.831596,0.428757
0.833625,0.404743
0.888419,0.451165
0.848846,0.458438
0.843096,0.473827
0.856202,0.481607
0.811386,0.435268
0.884699,0.408717
0.815529,0.447699
0.811978,0.423515
0.842250,0.448967
0.866518,0.433070
0.873283,0.450066
0.854342,0.423684
0.916154,0.404404
0.859585,0.441272
0.886136,0.435438
0.867449,0.514585
0.873706,0.470699
0.859754,0.492176
0.868548,0.445500
0.902118,0.434930
0.857555,0.407787
0.855695,0.430702
0.912603,0.458607
0.889772,0.442710
0.859585,0.457338
0.838614,0.409478
0.878949,0.454294
0.890871,0.427658
0.848846,0.418949
0.910151,0.382842
0.893408,0.431040
0.886982,0.469261
0.827199,0.396710
0.854680,0.382419
0.850452,0.442963
0.790246,0.390875
0.845548,0.436452
0.809610,0.385210
0.867279,0.404489
0.858316,0.451419
0.895184,0.423007
0.886812,0.431886
0.820603,0.420217
0.864320,0.431632
0.855441,0.427912
0.830581,0.411676
0.872945,0.429603
0.846732,0.467654
0.888250,0.442963
0.830412,0.472897
0.864320,0.479493
0.896368,0.497419
0.826522,0.420217
0.831257,0.435184
0.855272,0.438735
0.820180,0.518474
0.877257,0.474588
0.876412,0.389860
0.869055,0.450066
0.880640,0.446261
0.844871,0.456324
0.859754,0.428926
0.864404,0.431717
0.856879,0.391721
0.814599,0.449643
0.836754,0.408548
0.882077,0.420386
0.876665,0.461566
0.799125,0.518813
0.876919,0.419540
0.848507,0.449305
0.845210,0.453871
0.880640,0.472051
0.863812,0.467232
0.887996,0.467401
0.813415,0.402967
0.846478,0.435607
0.867956,0.456662
0.838529,0.476279
0.829397,0.419371
0.828721,0.410408
0.494967,0.265643
0.476195,0.255074
0.501562,0.301158
0.489724,0.227592
0.497250,0.212879
0.492937,0.242221
0.426897,0.245772
0.495728,0.222096
0.521096,0.244081
0.510779,0.284415
0.435438,0.306739
0.526254,0.254820
0.465287,0.207721
0.420471,0.226239
0.458268,0.199011
0.509426,0.261923
0.501055,0.224886
0.487526,0.233765
0.432478,0.161974
0.412353,0.269364
0.495305,0.231735
0.464779,0.191993
0.510272,0.201632
0.449897,0.248309
0.476449,0.205945
0.471037,0.333882
0.450574,0.245941
0.470191,0.272577
0.483805,0.241037
0.476449,0.253044
0.407787,0.238923
0.520842,0.210257
0.431210,0.218037
0.436621,0.187426
0.468415,0.240699
0.437298,0.216684
0.498265,0.260232
0.485412,0.213555
0.408379,0.228607
0.408548,0.289489
0.516529,0.249831
0.443132,0.225140
0.498349,0.263614
0.470360,0.210088
0.500632,0.233088
0.499618,0.212794
0.445838,0.278835
0.527015,0.274268
0.515853,0.212202
0.454886,0.246195
0.472136,0.223026
0.470952,0.223195
0.436029,0.253636
0.503507,0.242305
0.477294,0.212540
0.404912,0.248732
0.461904,0.225140
0.484059,0.264375
0.460636,0.215754
0.446007,0.187849
0.425882,0.263022
0.433408,0.273085
0.470529,0.259386
0.490062,0.224801
0.473827,0.188188
0.483805,0.265390
0.484228,0.250846
0.466217,0.249324
0.473489,0.221250
0.476618,0.224886
0.455478,0.235202
0.448544,0.234526
0.500463,0.256088
0.476026,0.240529
0.455309,0.254820
0.456408,0.264967
0.493191,0.203154
0.471713,0.235963
0.505960,0.246449
0.446007,0.264290
0.488794,0.250676
0.487949,0.228776
0.484820,0.257864
0.492007,0.224125
0.427235,0.244926
0.484397,0.271563
0.453110,0.257272
0.503423,0.239176
0.526423,0.281625
0.465794,0.222096
0.470276,0.239092
0.493529,0.226154
0.486088,0.252452
0.467062,0.271563
0.446515,0.219474
0.427151,0.239346
0.439919,0.217783
0.498011,0.212118
0.435015,0.212710
0.468331,0.257864
0.510526,0.406772
0.554158,0.453787
0.476533,0.424529
0.508581,0.390790
0.495221,0.443132
0.520926,0.439750
0.483467,0.401952
0.518559,0.407956
0.502915,0.448460
0.544941,0.372103
0.494544,0.385040
0.512048,0.406941
0.529890,0.412268
0.464949,0.448460
0.488033,0.411846
0.476364,0.458015
0.480254,0.439835
0.514500,0.428419
0.507143,0.467316
0.529298,0.446768
0.534371,0.455140
0.467485,0.444147
0.496743,0.446768
0.483974,0.451081
0.477971,0.420724
0.508074,0.403559
0.501140,0.468077
0.493276,0.448375
0.464695,0.440596
0.488118,0.523210
0.509849,0.433239
0.536485,0.434676
0.477886,0.404404
0.491669,0.456662
0.484313,0.476533
0.500548,0.443132
0.500379,0.426136
0.521434,0.475265
0.501562,0.372610
0.470699,0.491246
0.476956,0.460636
0.466048,0.413621
0.508074,0.449136
0.459875,0.444485
0.488794,0.425121
0.503254,0.436875
0.490908,0.416243
0.493276,0.449643
0.502577,0.412268
0.551452,0.416243
0.472136,0.417934
0.530059,0.441949
0.493529,0.430787
0.504691,0.455309
0.488456,0.444063
0.539191,0.455647
0.446346,0.430195
0.480592,0.370835
0.514669,0.471206
0.489217,0.427235
0.496151,0.456577
0.459452,0.436452
0.524732,0.423684
0.459368,0.439919
0.507566,0.448206
0.432309,0.426474
0.494037,0.406011
0.510610,0.438228
0.489640,0.457846
0.469937,0.405504
0.456070,0.413199
0.487188,0.423092
0.508327,0.451673
0.493783,0.439327
0.491585,0.427235
0.534710,0.456831
0.470360,0.450320
0.555173,0.423261
0.466724,0.460974
0.497081,0.491162
0.532342,0.445838
0.503423,0.420724
0.509596,0.499618
0.485665,0.439750
0.495390,0.490485
0.533188,0.398485
0.514246,0.463342
0.461143,0.463849
0.498518,0.526592
0.493529,0.464610
0.506298,0.458691
0.451926,0.484904
0.513993,0.434423
0.459283,0.500717
0.514246,0.487695
0.538853,0.421908
0.472559,0.391382
0.522364,0.415482
0.499279,0.449897
