X,Y
0.311429,0.277143
0.331429,0.260000
0.344286,0.278571
0.357143,0.280000
0.351429,0.298571
0.428571,0.311429
0.394286,0.302857
0.395714,0.285714
0.420000,0.291429
0.407143,0.277143
0.387143,0.261429
0.365714,0.267143
0.355714,0.250000
0.335714,0.241429
0.308571,0.231429
0.318571,0.222857
0.298571,0.208571
0.280000,0.198571
0.260000,0.184286
0.238571,0.162857
0.231429,0.135714
0.265714,0.170000
0.295714,0.184286
0.317143,0.198571
0.320000,0.210000
0.345714,0.230000
0.271429,0.157143
0.267143,0.140000
0.284286,0.135714
0.297143,0.145714
0.292857,0.160000
0.312857,0.160000
0.327143,0.170000
0.324286,0.178571
0.335714,0.200000
0.351429,0.208571
0.367143,0.215714
0.374286,0.235714
0.384286,0.244286
0.410000,0.252857
0.421429,0.271429
0.407143,0.234286
0.382857,0.231429
0.384286,0.220000
0.375714,0.208571
0.378571,0.190000
0.387143,0.177143
0.350000,0.191429
0.350000,0.178571
0.372857,0.165714
0.351429,0.157143
0.330000,0.155714
0.351429,0.141429
0.341429,0.134286
0.315714,0.141429
0.315714,0.120000
0.272857,0.122857
0.251429,0.110000
0.245714,0.087143
0.267143,0.101429
0.290000,0.097143
0.297143,0.108571
0.308571,0.105714
0.332857,0.111429
0.340000,0.094286
0.317143,0.088571
0.301429,0.082857
0.271429,0.078571
0.267143,0.058571
0.297143,0.067143
0.278571,0.041429
0.304286,0.048571
0.325714,0.067143
0.340000,0.084286
0.307143,0.028571
0.330000,0.032857
0.334286,0.047143
0.345714,0.060000
0.361429,0.087143
0.352857,0.107143
0.357143,0.130000
0.375714,0.145714
0.331429,0.015714
0.355714,0.011429
0.360000,0.030000
0.371429,0.040000
0.378571,0.042857
0.362857,0.060000
0.362857,0.071429
0.378571,0.020000
0.390000,0.001429
0.398571,0.022857
0.402857,0.044286
0.397143,0.057143
0.388571,0.078571
0.387143,0.087143
0.381429,0.100000
0.375714,0.112857
0.385714,0.135714
0.391429,0.124286
0.405714,0.111429
0.410000,0.095714
0.405714,0.072857
0.415714,0.062857
0.427143,0.078571
0.430000,0.088571
0.437143,0.080000
0.437143,0.061429
0.445714,0.065714
0.430000,0.048571
0.435714,0.030000
0.418571,0.022857
0.415714,0.004286
0.434286,0.001429
0.461429,-0.001429
0.458571,0.012857
0.461429,0.030000
0.474286,0.041429
0.468571,0.045714
0.481429,0.034286
0.488571,0.018571
0.498571,0.018571
0.485714,0.002857
0.511429,0.001429
0.527143,0.022857
0.508571,0.035714
0.498571,0.054286
0.475714,0.062857
0.468571,0.074286
0.475714,0.078571
0.478571,0.090000
0.488571,0.072857
0.454286,0.097143
0.447143,0.105714
0.430000,0.115714
0.440000,0.128571
0.417143,0.138571
0.391429,0.147143
0.392857,0.164286
0.417143,0.170000
0.525714,0.040000
0.534286,0.041429
0.547143,0.024286
0.564286,0.018571
0.571429,0.035714
0.577143,0.042857
0.555714,0.050000
0.545714,0.058571
0.518571,0.065714
0.537143,0.077143
0.534286,0.090000
0.507143,0.087143
0.510000,0.100000
0.525714,0.104286
0.530000,0.107143
0.477143,0.107143
0.492857,0.112857
0.468571,0.114286
0.470000,0.131429
0.447143,0.144286
0.420000,0.154286
0.475714,0.151429
0.458571,0.152857
0.452857,0.164286
0.442857,0.178571
0.432857,0.188571
0.430000,0.200000
0.411429,0.191429
0.401429,0.198571
0.401429,0.217143
0.414286,0.221429
0.435714,0.217143
0.445714,0.225714
0.451429,0.208571
0.457143,0.187143
0.480000,0.174286
0.480000,0.181429
0.497143,0.160000
0.492857,0.131429
0.515714,0.141429
0.508571,0.157143
0.515714,0.124286
0.547143,0.105714
0.561429,0.081429
0.575714,0.067143
0.601429,0.038571
0.601429,0.051429
0.604286,0.068571
0.585714,0.078571
0.575714,0.091429
0.632857,0.072857
0.614286,0.087143
0.602857,0.094286
0.600000,0.107143
0.577143,0.107143
0.567143,0.120000
0.535714,0.130000
0.542857,0.147143
0.535714,0.161429
0.514286,0.177143
0.500000,0.190000
0.481429,0.201429
0.478571,0.215714
0.474286,0.228571
0.427143,0.238571
0.438571,0.252857
0.457143,0.247143
0.471429,0.244286
0.460000,0.260000
0.444286,0.265714
0.455714,0.282857
0.465714,0.285714
0.457143,0.300000
0.485714,0.275714
0.500000,0.258571
0.498571,0.244286
0.497143,0.218571
0.517143,0.211429
0.515714,0.227143
0.515714,0.234286
0.495714,0.291429
0.491429,0.292857
0.515714,0.274286
0.531429,0.261429
0.534286,0.247143
0.551429,0.275714
0.565714,0.261429
0.567143,0.248571
0.561429,0.230000
0.541429,0.234286
0.540000,0.220000
0.561429,0.212857
0.548571,0.207143
0.535714,0.192857
0.530000,0.192857
0.545714,0.171429
0.561429,0.190000
0.564286,0.177143
0.570000,0.158571
0.571429,0.135714
0.594286,0.127143
0.590000,0.132857
0.592857,0.144286
0.600000,0.152857
0.587143,0.168571
0.577143,0.191429
0.597143,0.184286
0.581429,0.205714
0.592857,0.210000
0.582857,0.230000
0.601429,0.254286
0.608571,0.224286
0.627143,0.222857
0.618571,0.202857
0.620000,0.195714
0.635714,0.178571
0.652857,0.170000
0.614286,0.167143
0.624286,0.152857
0.627143,0.140000
0.618571,0.128571
0.617143,0.105714
0.637143,0.104286
0.651429,0.125714
0.915714,0.042857
0.887143,0.052857
0.857143,0.051429
0.854286,0.068571
0.830000,0.078571
0.811429,0.104286
0.821429,0.117143
0.800000,0.134286
0.802857,0.154286
0.785714,0.175714
0.821429,0.171429
0.824286,0.152857
0.842857,0.135714
0.850000,0.112857
0.867143,0.127143
0.880000,0.114286
0.858571,0.088571
0.880000,0.080000
0.875714,0.068571
0.904286,0.074286
0.887143,0.090000
0.902857,0.098571
0.928571,0.087143
0.940000,0.075714
0.955714,0.060000
0.931429,0.058571
0.920000,0.062857
0.980000,0.091429
0.958571,0.095714
0.970000,0.115714
0.937143,0.110000
0.905714,0.118571
0.912857,0.131429
0.905714,0.144286
0.878571,0.145714
0.865714,0.161429
0.885714,0.168571
0.855714,0.175714
0.832857,0.190000
0.810000,0.195714
0.795714,0.200000
0.820000,0.204286
0.791429,0.225714
0.812857,0.227143
0.827143,0.224286
0.851429,0.212857
0.870000,0.194286
0.901429,0.188571
0.924286,0.162857
0.934286,0.171429
0.931429,0.150000
0.942857,0.137143
0.957143,0.152857
0.974286,0.157143
0.987143,0.142857
0.971429,0.177143
0.952857,0.172857
0.987143,0.190000
0.982857,0.202857
0.957143,0.202857
0.930000,0.195714
0.950000,0.211429
0.925714,0.214286
0.900000,0.208571
0.910000,0.222857
0.871429,0.218571
0.865714,0.235714
0.894286,0.237143
0.845714,0.242857
0.817143,0.242857
0.811429,0.260000
0.825714,0.270000
0.820000,0.275714
0.811429,0.287143
0.834286,0.285714
0.855714,0.267143
0.847143,0.258571
0.884286,0.261429
0.875714,0.277143
0.864286,0.292857
0.858571,0.292857
0.837143,0.305714
0.855714,0.312857
0.878571,0.317143
0.890000,0.320000
0.888571,0.307143
0.890000,0.288571
0.922857,0.278571
0.914286,0.252857
0.932857,0.257143
0.937143,0.231429
0.961429,0.224286
0.981429,0.228571
0.958571,0.250000
0.965714,0.272857
0.948571,0.278571
0.934286,0.278571
0.941429,0.307143
0.915714,0.301429
0.915714,0.315714
0.892857,0.334286
0.891429,0.347143
0.892857,0.362857
0.885714,0.375714
0.884286,0.390000
0.874286,0.404286
0.870000,0.421429
0.875714,0.430000
0.878571,0.437143
0.850000,0.434286
0.848571,0.447143
0.828571,0.442857
0.832857,0.454286
0.812857,0.458571
0.801429,0.480000
0.815714,0.480000
0.814286,0.494286
0.807143,0.497143
0.788571,0.510000
0.775714,0.530000
0.807143,0.527143
0.820000,0.515714
0.828571,0.511429
0.844286,0.504286
0.842857,0.472857
0.858571,0.474286
0.855714,0.488571
0.874286,0.467143
0.881429,0.455714
0.898571,0.441429
0.905714,0.428571
0.921429,0.438571
0.922857,0.458571
0.910000,0.468571
0.887143,0.481429
0.892857,0.484286
0.880000,0.490000
0.865714,0.510000
0.880000,0.514286
0.850000,0.521429
0.850000,0.535714
0.860000,0.547143
0.844286,0.560000
0.818571,0.551429
0.798571,0.560000
0.785714,0.560000
0.810000,0.572857
0.830000,0.571429
0.844286,0.577143
0.827143,0.590000
0.808571,0.602857
0.788571,0.604286
0.781429,0.587143
0.777143,0.624286
0.821429,0.628571
0.827143,0.632857
0.841429,0.620000
0.855714,0.604286
0.872857,0.572857
0.874286,0.587143
0.892857,0.578571
0.904286,0.568571
0.900000,0.551429
0.888571,0.535714
0.908571,0.525714
0.910000,0.514286
0.918571,0.494286
0.938571,0.481429
0.951429,0.472857
0.954286,0.495714
0.930000,0.507143
0.944286,0.514286
0.970000,0.510000
0.981429,0.531429
0.957143,0.530000
0.927143,0.532857
0.925714,0.550000
0.942857,0.544286
0.964286,0.551429
0.944286,0.557143
0.931429,0.572857
0.920000,0.564286
0.978571,0.570000
0.962857,0.580000
0.957143,0.597143
0.967143,0.607143
0.980000,0.622857
0.955714,0.631429
0.940000,0.614286
0.920000,0.597143
0.910000,0.608571
0.892857,0.610000
0.870000,0.620000
0.902857,0.625714
0.921429,0.627143
0.921429,0.631429
0.954286,0.648571
0.947143,0.665714
0.925714,0.654286
0.905714,0.652857
0.864286,0.641429
0.871429,0.648571
0.841429,0.641429
0.844286,0.662857
0.830000,0.657143
0.807143,0.637143
0.794286,0.651429
0.788571,0.671429
0.791429,0.687143
0.814286,0.671429
0.818571,0.685714
0.835714,0.687143
0.841429,0.712857
0.821429,0.711429
0.818571,0.718571
0.835714,0.738571
0.852857,0.735714
0.877143,0.748571
0.892857,0.730000
0.868571,0.717143
0.861429,0.704286
0.867143,0.684286
0.884286,0.671429
0.910000,0.687143
0.887143,0.700000
0.904286,0.714286
0.917143,0.724286
0.920000,0.741429
0.932857,0.710000
0.950000,0.685714
0.962857,0.690000
0.925714,0.674286
0.551429,0.537143
0.518571,0.540000
0.491429,0.552857
0.488571,0.567143
0.470000,0.594286
0.478571,0.598571
0.497143,0.600000
0.501429,0.578571
0.508571,0.567143
0.528571,0.567143
0.555714,0.555714
0.562857,0.568571
0.554286,0.580000
0.542857,0.588571
0.547143,0.598571
0.528571,0.595714
0.507143,0.618571
0.491429,0.620000
0.470000,0.638571
0.532857,0.624286
0.532857,0.637143
0.505714,0.645714
0.518571,0.658571
0.575714,0.660000
0.560000,0.647143
0.562857,0.622857
0.568571,0.618571
0.587143,0.614286
0.587143,0.637143
0.608571,0.641429
0.635714,0.638571
0.622857,0.664286
0.611429,0.622857
0.597143,0.605714
0.580000,0.594286
0.577143,0.582857
0.602857,0.562857
0.595714,0.568571
0.590000,0.545714
0.604286,0.588571
0.631429,0.568571
0.648571,0.577143
0.637143,0.588571
0.632857,0.608571
0.625714,0.612857
0.091429,0.004286
0.124286,-0.001429
0.135714,0.008571
0.111429,0.011429
0.097143,0.020000
0.081429,0.025714
0.081429,0.038571
0.090000,0.041429
0.105714,0.041429
0.120000,0.028571
0.120000,0.034286
0.161429,0.004286
0.148571,0.021429
0.135714,0.034286
0.135714,0.044286
0.132857,0.051429
0.108571,0.057143
0.084286,0.058571
0.088571,0.067143
0.105714,0.070000
0.098571,0.081429
0.134286,0.080000
0.130000,0.087143
0.148571,0.082857
0.120000,0.064286
0.145714,0.065714
0.167143,0.071429
0.160000,0.061429
0.150000,0.044286
0.165714,0.038571
0.172857,0.021429
0.185714,0.035714
0.174286,0.044286
0.175714,0.057143
