x,y,cl
0.739965,0.519026,2
0.680530,0.530105,2
0.516737,0.341500,2
0.709034,0.541057,2
0.630891,0.591275,2
0.881113,0.572998,2
0.481610,0.456769,2
0.618302,0.423820,2
0.653856,0.478616,2
0.609055,0.491274,2
0.649065,0.437817,2
0.720005,0.510100,2
0.554336,0.425285,2
0.388701,0.231031,4
0.222101,0.315285,4
0.478624,0.196423,4
0.201257,0.283675,4
0.379165,0.219472,4
0.114157,0.331101,4
0.224131,0.248220,4
0.393508,0.233331,4
0.544361,0.139121,4
0.436890,0.217481,4
0.392974,0.220468,4
0.204843,0.317711,4
0.181695,0.408569,4
0.309125,0.245508,4
0.351835,0.244490,4
0.274456,0.278560,4
0.246348,0.339890,4
0.543354,0.149443,4
0.374068,0.249353,4
0.314053,0.269209,4
0.368224,0.207158,4
0.464174,0.244638,4
0.250559,0.292499,4
0.299557,0.258715,4
0.161369,0.300499,4
0.407882,0.229040,4
0.312131,0.320561,4
0.194665,0.326958,4
0.520633,0.256987,4
0.313626,0.251642,4
0.425293,0.182186,4
0.371688,0.238355,4
0.298931,0.191639,4
0.401061,0.216142,4
0.399871,0.279052,4
0.307110,0.267664,4
0.142280,0.260558,4
0.541157,0.216050,4
0.461488,0.156253,4
0.326993,0.240759,4
0.218820,0.323101,4
0.265041,0.289821,4
0.450334,0.174175,4
0.188882,0.247042,4
0.401519,0.239603,4
0.197961,0.257021,4
0.279323,0.215180,4
0.411255,0.183639,4
0.311459,0.240747,4
0.304455,0.263625,4
0.526889,0.179668,4
0.481157,0.168395,4
0.247309,0.336835,4
0.463548,0.169540,4
0.330137,0.242006,4
0.357527,0.190518,4
0.194360,0.287372,4
0.112601,0.323067,4
0.109762,0.278079,4
0.370894,0.250383,4
0.101355,0.346082,4
0.247874,0.312698,4
0.259288,0.158267,4
0.392730,0.239156,4
0.404342,0.243620,4
0.229502,0.278846,4
0.387115,0.235162,4
0.416687,0.333241,4
0.216592,0.281901,4
0.266612,0.282245,4
0.367293,0.279017,4
0.150352,0.330643,4
0.349623,0.255751,4
0.318555,0.258257,4
0.334852,0.247488,4
0.282268,0.220685,4
0.399825,0.261439,4
0.407608,0.260947,4
0.378264,0.268202,4
0.505923,0.118555,4
0.114020,0.392100,4
0.400833,0.327599,4
0.180565,0.336938,4
0.116583,0.334145,4
0.397415,0.264174,4
0.213800,0.289569,4
0.184350,0.336835,4
0.220346,0.341195,4
0.451234,0.229097,4
0.390807,0.275573,4
0.256175,0.238653,4
0.518878,0.143652,4
0.321408,0.245199,4
0.465501,0.136591,4
0.305386,0.265032,4
0.314343,0.215501,4
0.276683,0.231477,4
0.236719,0.296733,4
0.273021,0.291354,4
0.333494,0.244718,4
0.283321,0.276431,4
0.324933,0.243437,4
0.481829,0.189900,4
0.453904,0.215054,4
0.419312,0.282004,4
0.364424,0.305053,4
0.251170,0.272093,4
0.204324,0.303222,4
0.359953,0.254057,4
0.353422,0.187141,4
0.272548,0.255190,4
0.443269,0.215226,4
0.321958,0.243952,4
0.248148,0.349206,4
0.332090,0.230069,4
0.090581,0.359335,4
0.311429,0.217801,4
0.321515,0.263567,4
0.488543,0.200005,4
0.415817,0.192555,4
0.459291,0.171199,4
0.356855,0.248964,4
0.305722,0.262354,4
0.419602,0.250246,4
0.327359,0.236169,4
0.441758,0.224759,4
0.297497,0.243219,4
0.382796,0.242830,4
0.328092,0.266806,4
0.311017,0.259859,4
0.331647,0.307262,4
0.188103,0.308395,4
0.278087,0.245497,4
0.357039,0.227071,4
0.387527,0.229978,4
0.387053,0.198586,4
0.386168,0.234739,4
0.326123,0.264025,4
0.379927,0.241846,4
0.351332,0.240495,4
0.179818,0.357023,4
0.287685,0.264987,4
0.232691,0.282016,4
0.201532,0.232599,4
0.361326,0.250040,4
0.194283,0.319210,4
0.282619,0.267871,4
0.540180,0.171222,4
0.533436,0.113302,4
0.159553,0.267573,4
0.319867,0.230356,4
0.167229,0.314346,4
0.234583,0.227746,4
0.292538,0.276294,4
0.269206,0.266577,4
0.299481,0.273043,4
0.437638,0.225171,4
0.403015,0.226968,4
0.137077,0.381891,4
0.151832,0.322598,4
0.218103,0.240164,4
0.095281,0.386160,4
0.431656,0.214528,4
0.359236,0.288791,4
0.225351,0.293804,4
0.181359,0.341344,4
0.354872,0.218980,4
0.508075,0.150359,4
0.405075,0.219918,4
0.502093,0.116415,4
0.343046,0.139487,4
0.279613,0.285701,4
0.488268,0.170684,4
0.227762,0.293758,4
0.504260,0.205842,4
0.453721,0.245096,4
0.441880,0.179828,4
0.394470,0.224599,4
0.345838,0.246790,4
0.548420,0.164722,4
0.330793,0.246710,4
0.184502,0.394606,4
0.253535,0.281272,4
0.324582,0.285827,4
0.200265,0.303680,4
0.478136,0.132757,4
0.277645,0.255144,4
0.426575,0.213384,4
0.227762,0.347329,4
0.343397,0.250040,4
0.340696,0.290496,4
0.383254,0.212136,4
0.431428,0.173488,4
0.243510,0.234888,4
0.271724,0.281054,4
0.423004,0.158587,4
0.504550,0.130240,4
0.402297,0.222333,4
0.334928,0.244993,4
0.158088,0.360193,4
0.314188,0.621364,3
0.252632,0.510525,3
0.330409,0.643075,3
0.188070,0.554518,3
0.161519,0.516270,3
0.201544,0.573023,3
0.242195,0.571055,3
0.269448,0.612083,3
0.212790,0.552114,3
0.181234,0.608741,3
0.121479,0.565584,3
0.307398,0.634400,3
0.231819,0.519166,3
0.328501,0.617382,3
0.414457,0.504608,3
0.165075,0.443346,3
0.154271,0.560743,3
0.218040,0.694758,3
0.246620,0.625896,3
0.327357,0.513215,3
0.313166,0.513363,3
0.249611,0.541150,3
0.246681,0.643716,3
0.201102,0.563822,3
0.358623,0.571696,3
0.173635,0.505776,3
0.093783,0.509312,3
0.134083,0.630532,3
0.294733,0.533631,3
0.389172,0.598270,3
0.220817,0.578516,3
0.223136,0.553671,3
0.236107,0.446688,3
0.255425,0.567061,3
0.234718,0.472861,3
0.268822,0.681642,3
0.131108,0.697035,3
0.052400,0.598041,3
0.362270,0.606967,3
0.222541,0.457812,3
0.270455,0.550523,3
0.367870,0.554105,3
0.253304,0.541448,3
0.251183,0.519543,3
0.052431,0.672475,3
0.209113,0.736232,3
0.158071,0.515767,3
0.431059,0.591689,3
0.357387,0.509186,3
0.470672,0.650674,3
0.178442,0.712382,3
0.168935,0.456301,3
0.394223,0.574648,3
0.059084,0.541871,3
0.194342,0.525105,3
0.091144,0.496002,3
0.334803,0.597320,3
0.194403,0.557997,3
0.235130,0.712119,3
0.267495,0.557184,3
0.285989,0.560778,3
0.176244,0.562792,3
0.185659,0.564943,3
0.372433,0.553213,3
0.186712,0.506886,3
0.316553,0.614269,3
0.235908,0.605869,3
0.260460,0.512963,3
0.076083,0.621525,3
0.247978,0.478000,3
0.069460,0.539766,3
0.318369,0.644654,3
0.205863,0.590224,3
0.145589,0.477737,3
0.375072,0.507435,3
0.303918,0.568571,3
0.466185,0.624729,3
0.219916,0.505318,3
0.299982,0.489307,3
0.241279,0.519932,3
0.130894,0.433664,3
0.180670,0.644093,3
0.198431,0.481983,3
0.091601,0.533826,3
0.483001,0.590762,3
0.106922,0.510456,3
0.107791,0.520573,3
0.281579,0.553877,3
0.208975,0.500339,3
0.259774,0.510296,3
0.316385,0.626343,3
0.245964,0.565710,3
0.243217,0.654714,3
0.367031,0.570780,3
0.230476,0.608078,3
0.183462,0.679903,3
0.243904,0.564566,3
0.246162,0.517918,3
0.346614,0.565642,3
0.229102,0.474486,3
0.076998,0.581469,3
0.102695,0.541379,3
0.342616,0.666799,3
0.332316,0.644734,3
0.212638,0.587764,3
0.231651,0.585189,3
0.244087,0.511120,3
0.055529,0.601005,3
0.306299,0.573573,3
0.050234,0.469474,3
0.243034,0.550409,3
0.288232,0.622692,3
0.218924,0.484169,3
0.140339,0.524670,3
0.220985,0.556063,3
0.146382,0.698088,3
0.396985,0.541162,3
0.378491,0.511681,3
0.249168,0.563891,3
0.268456,0.537397,3
0.062487,0.517964,3
0.249580,0.593143,3
0.144704,0.591300,3
0.217521,0.570494,3
0.323420,0.501186,3
0.138493,0.549368,3
0.206503,0.645215,3
0.197531,0.486629,3
0.044282,0.469840,3
0.158360,0.517426,3
0.111271,0.478801,3
0.246467,0.484867,3
0.153783,0.552000,3
0.242912,0.714946,3
0.159978,0.524796,3
0.120563,0.686289,3
0.128620,0.564795,3
0.200491,0.528859,3
0.256081,0.637902,3
0.249199,0.543920,3
0.224586,0.532659,3
0.168371,0.575942,3
0.382031,0.538060,3
0.425794,0.529386,3
0.141316,0.556692,3
0.212882,0.744335,3
0.109623,0.642743,3
0.461928,0.564840,3
0.309381,0.568972,3
0.129063,0.578768,3
0.300607,0.588038,3
0.354030,0.508923,3
0.218589,0.541059,3
0.359142,0.529271,3
0.283395,0.573275,3
0.170598,0.601074,3
0.287423,0.583449,3
0.297403,0.608444,3
0.281594,0.499641,3
0.183599,0.641850,3
0.212577,0.517632,3
0.297296,0.559874,3
0.371242,0.528092,3
0.111881,0.587626,3
0.261651,0.592525,3
0.169408,0.547227,3
0.140797,0.707232,3
0.323359,0.547536,3
0.123386,0.462882,3
0.112049,0.748753,3
0.344447,0.625954,3
0.271386,0.538381,3
0.238624,0.528184,3
0.042863,0.495178,3
0.192587,0.596290,3
0.499573,0.667337,3
0.325236,0.558329,3
0.255608,0.508694,3
0.133839,0.532624,3
0.166723,0.724067,3
0.255379,0.529889,3
0.233955,0.590739,3
0.674433,0.236325,1
0.737267,0.286463,1
0.659067,0.324863,1
0.607183,0.283587,1
0.697983,0.265950,1
0.628333,0.278138,1
0.613367,0.253000,1
0.692933,0.307000,1
0.718517,0.299887,1
0.626350,0.257475,1
0.593867,0.294238,1
0.739133,0.295125,1
0.685117,0.244425,1
0.709567,0.279837,1
0.611200,0.309462,1
0.660083,0.217975,1
0.728050,0.246700,1
0.647150,0.236775,1
0.642967,0.250225,1
0.702617,0.327688,1
0.676217,0.244800,1
0.666567,0.264112,1
0.666100,0.230550,1
0.614333,0.291275,1
0.639067,0.238300,1
0.674633,0.215650,1
0.701983,0.289288,1
0.647983,0.251500,1
0.698367,0.230963,1
0.604083,0.272987,1
0.672683,0.304350,1
0.593483,0.258100,1
0.710983,0.297038,1
0.645600,0.302713,1
0.662383,0.318325,1
0.732067,0.254688,1
0.617500,0.322512,1
0.623167,0.299262,1
0.679533,0.237688,1
0.670367,0.238325,1
0.649383,0.275737,1
0.688117,0.280650,1
0.719467,0.305150,1
0.643750,0.317137,1
0.733600,0.298262,1
0.711017,0.318575,1
0.673017,0.222000,1
0.673883,0.331025,1
0.738433,0.297863,1
0.723517,0.282338,1
0.665000,0.331187,1
0.661833,0.295550,1
0.692250,0.298163,1
0.736917,0.244150,1
0.648500,0.243925,1
0.685400,0.249325,1
0.688267,0.242000,1
0.662700,0.280587,1
0.639817,0.278775,1
0.720250,0.240950,1
0.602933,0.242837,1
0.678750,0.302512,1
0.717800,0.320975,1
0.653500,0.300063,1
0.693617,0.231950,1
0.670650,0.274238,1
0.686200,0.293863,1
0.660867,0.234575,1
0.713900,0.227825,1
0.639050,0.308163,1
0.622100,0.286825,1
0.619700,0.317738,1
0.725033,0.319400,1
0.746067,0.283687,1
0.658017,0.320475,1
0.636667,0.253100,1
0.688833,0.223988,1
0.710217,0.230500,1
0.627117,0.298325,1
0.611300,0.273112,1
0.681583,0.236900,1
0.653300,0.319100,1
0.635500,0.218413,1
0.718650,0.254325,1
0.663533,0.293063,1
0.707817,0.250437,1
0.624850,0.229212,1
0.692883,0.283312,1
0.651367,0.218275,1
0.683167,0.214050,1
0.689400,0.315425,1
0.722683,0.313663,1
0.700283,0.304588,1
0.656250,0.218550,1
0.733383,0.304000,1
0.730283,0.265100,1
0.674767,0.294750,1
0.615683,0.310138,1
0.715050,0.273138,1
0.637067,0.315350,1
0.706133,0.237275,1
0.691600,0.227938,1
0.725917,0.252188,1
0.672467,0.280162,1
0.694150,0.267713,1
0.627650,0.293725,1
0.730500,0.281800,1
0.613300,0.276238,1
0.651283,0.241188,1
0.643500,0.271175,1
0.605500,0.273463,1
0.696333,0.254988,1
0.713917,0.230712,1
0.601167,0.265563,1
0.641450,0.238638,1
0.663067,0.324013,1
0.615900,0.258238,1
0.730733,0.279713,1
0.697733,0.287588,1
0.710567,0.242750,1
0.660150,0.293538,1
0.553700,0.716213,0
0.501700,0.861150,0
0.495600,0.744275,0
0.512317,0.890025,0
0.479100,0.808200,0
0.471867,0.874537,0
0.623433,0.830150,0
0.563917,0.769012,0
0.419100,0.774175,0
0.482550,0.807725,0
0.626517,0.871613,0
0.501083,0.728800,0
0.461250,0.838400,0
0.561467,0.741263,0
0.614900,0.857075,0
0.613750,0.767212,0
0.549467,0.853588,0
0.412617,0.854187,0
0.412000,0.848762,0
0.537917,0.732700,0
0.470033,0.896963,0
0.560283,0.852738,0
0.553683,0.823263,0
0.640950,0.764888,0
0.563800,0.876850,0
0.466150,0.781913,0
0.545633,0.889075,0
0.461667,0.832850,0
0.588650,0.866637,0
0.425333,0.789312,0
0.421867,0.776625,0
0.633017,0.748637,0
0.581967,0.853487,0
0.575883,0.728600,0
0.465267,0.753363,0
0.439500,0.741563,0
0.593783,0.864775,0
0.551000,0.822037,0
0.484417,0.880313,0
0.404217,0.795063,0
0.511500,0.813538,0
0.477900,0.778613,0
0.477300,0.858900,0
0.440150,0.877663,0
0.582733,0.745075,0
0.422083,0.776750,0
0.463033,0.808887,0
0.565767,0.895787,0
0.581817,0.721600,0
0.604800,0.886713,0
0.541117,0.743213,0
0.498833,0.810300,0
0.570217,0.843350,0
0.472533,0.844213,0
0.627700,0.835013,0
0.487083,0.846175,0
0.553550,0.832712,0
0.522800,0.764650,0
0.579467,0.805925,0
0.616133,0.878425,0
0.625950,0.875862,0
0.526633,0.733762,0
0.662533,0.814037,0
0.434533,0.833087,0
0.552967,0.896700,0
0.463317,0.765837,0
0.643900,0.792925,0
0.580017,0.795388,0
0.593500,0.761575,0
0.470600,0.881513,0
0.552917,0.846100,0
0.605967,0.852225,0
0.584767,0.855875,0
0.438917,0.855800,0
0.569483,0.854163,0
0.403517,0.804175,0
0.443533,0.872825,0
0.504800,0.875587,0
0.443750,0.752500,0
0.559083,0.819412,0
0.440517,0.748975,0
0.594733,0.785613,0
0.502117,0.777600,0
0.516717,0.891687,0
0.525433,0.816450,0
0.430300,0.858750,0
0.524200,0.734275,0
0.416067,0.819075,0
0.515350,0.816375,0
0.538317,0.898713,0
0.561017,0.855712,0
0.522550,0.767975,0
0.496283,0.750325,0
0.528967,0.741275,0
0.446867,0.886050,0
0.610833,0.857788,0
0.530917,0.785088,0
0.644550,0.825037,0
0.621683,0.751575,0
0.608883,0.771713,0
0.464733,0.841200,0
0.536783,0.814688,0
0.468700,0.835850,0
0.635183,0.794750,0
0.494417,0.891225,0
0.513017,0.808163,0
0.565583,0.895312,0
0.504183,0.873812,0
0.422217,0.818013,0
0.497467,0.795638,0
0.615917,0.798675,0
0.511150,0.839213,0
0.627450,0.807125,0
0.498117,0.726425,0
0.567133,0.784675,0
0.570433,0.779175,0
0.544333,0.837013,0
0.537650,0.777687,0
0.606667,0.843625,0
0.483550,0.752500,0
0.421667,0.838912,0
0.544550,0.791025,0
0.541167,0.798138,0
0.431317,0.813900,0
0.528550,0.751763,0
0.507917,0.756025,0
0.647667,0.816813,0
0.602683,0.787088,0
0.604283,0.790787,0
0.414083,0.849463,0
0.419667,0.763563,0
0.519167,0.759062,0
0.652633,0.825525,0
0.511567,0.814237,0
0.642817,0.832462,0
0.570950,0.718662,0
0.622850,0.804963,0
0.637717,0.804375,0
0.630167,0.805750,0
0.617933,0.839187,0
0.550333,0.833800,0
0.515767,0.892463,0
0.480417,0.767713,0
0.516733,0.811000,0
0.411533,0.799850,0
0.598167,0.874400,0
0.541917,0.881262,0
0.411217,0.779975,0
0.609333,0.863663,0
0.651483,0.839437,0
