x,y,class
0.865804,0.253392,1
0.801826,0.597260,1
0.455277,0.757788,5
0.345950,0.549987,6
0.920911,0.173326,1
0.146364,0.306341,8
0.599770,0.586374,6
0.770156,0.421783,2
0.269460,0.862961,6
0.536726,0.824123,6
0.516841,0.715512,5
0.864511,0.811980,1
0.044274,0.324991,8
0.316833,0.182886,7
0.293241,0.252897,8
0.265240,0.684035,4
0.606134,0.163039,3
0.747194,0.822910,1
0.902790,0.147212,1
0.253621,0.859862,6
0.478561,0.692705,5
0.733457,0.855628,1
0.287737,0.308070,8
0.108021,0.959691,-1
0.921817,0.145766,1
0.719184,0.466659,2
0.446417,0.409731,-1
0.866663,0.886158,1
0.687906,0.302893,3
0.739203,0.838243,1
0.339563,0.186902,7
0.638761,0.633499,6
0.745977,0.751348,1
0.612451,0.560683,6
0.939934,0.783033,0
0.179459,0.657908,4
0.291267,0.913976,6
0.198451,0.867462,6
0.757310,0.504153,2
0.232840,0.871379,6
0.604970,0.589882,6
0.750493,0.495328,2
0.636160,0.242392,3
0.075503,0.061998,-1
0.931691,0.758400,0
0.746374,0.818077,1
0.801056,0.702495,1
0.097594,0.283160,8
0.162179,0.823271,6
0.516006,0.522337,6
0.051303,0.760066,6
0.902747,0.221956,1
0.608711,0.238431,3
0.042651,0.715954,6
0.634551,0.113289,3
0.739933,0.901337,1
0.471883,0.154249,7
0.128541,0.168249,7
0.526034,0.131565,-1
0.526903,0.726144,5
0.372086,0.483199,6
0.367371,0.564676,6
0.622821,0.613991,6
0.576531,0.829656,6
0.575907,0.623527,6
0.463771,0.641147,5
0.752170,0.765952,1
0.876054,0.337324,1
0.499421,0.739646,5
0.526640,0.653346,5
0.666983,0.427742,2
0.299656,0.147208,7
0.278420,0.268646,8
0.777739,0.616761,1
0.866676,0.811357,1
0.480777,0.778411,5
0.854951,0.771416,-1
0.057687,0.273672,8
0.311001,0.100943,7
0.890449,0.861674,1
0.441976,0.720886,5
0.113301,0.573048,6
0.216464,0.169525,7
0.824081,0.648481,1
0.315536,0.120635,7
0.171413,0.149271,7
0.451354,0.728431,5
0.494729,0.704628,5
0.608790,0.589812,6
0.628940,0.171516,3
0.353346,0.305604,8
0.941561,0.621306,0
0.464120,0.323455,8
0.095080,0.329801,8
0.816056,0.177801,-1
0.301076,0.505002,6
0.911083,0.708442,0
0.861541,0.834998,1
0.107007,0.847416,6
0.327483,0.341718,8
0.732841,0.494212,2
0.262179,0.317661,8
0.754777,0.437928,2
0.816316,0.285838,2
0.461254,0.346120,8
0.298034,0.181280,7
0.368169,0.853315,6
0.273583,0.877017,6
0.777810,0.398317,2
0.262356,0.102158,7
0.384351,0.858225,6
0.938739,0.940186,1
0.488137,0.770947,5
0.161813,0.819000,6
0.903786,0.341293,1
0.361947,0.154840,7
0.745629,0.648385,1
0.732816,0.708267,1
0.346060,0.104683,7
0.490210,0.156409,-1
0.953057,0.746243,0
0.224129,0.278186,8
0.247751,0.881142,6
0.660836,0.052348,3
0.294120,0.350532,8
0.832396,0.420698,-1
0.459716,0.503860,6
0.739521,0.102972,3
0.367236,0.177063,7
0.633174,0.170958,3
0.374003,0.514702,6
0.539181,0.556645,6
0.910033,0.398077,1
0.876384,0.472851,1
0.411707,0.854495,6
0.834096,0.942786,1
0.785623,0.403849,2
0.234090,0.546363,6
0.764286,0.290473,2
0.472521,0.745396,5
0.951079,0.666449,0
0.217560,0.710392,4
0.481616,0.741923,5
0.901444,0.921142,1
0.350917,0.882630,6
0.135944,0.860569,6
0.537780,0.413158,-1
0.725963,0.890280,1
0.869784,0.493013,1
0.686704,0.297932,3
0.859006,0.141805,-1
0.057977,0.486689,-1
0.155690,0.128031,7
0.254309,0.831295,6
0.740764,0.912197,1
0.444503,0.702801,5
0.436369,0.034028,-1
0.394076,0.858022,6
0.387939,0.807407,-1
0.608220,0.214733,3
0.624181,0.257077,3
0.387809,0.562460,6
0.241391,0.499770,6
0.207010,0.198882,7
0.641606,0.234112,3
0.188481,0.276278,8
0.546947,0.796394,6
0.680033,0.697175,6
0.491807,0.855182,6
0.454734,0.150705,7
0.914230,0.511026,1
0.252357,0.762549,4
0.902991,0.883652,1
0.747581,0.898313,1
0.181090,0.546470,6
0.740289,0.878300,1
0.804669,0.645597,1
0.937300,0.247562,1
0.874706,0.328648,1
0.507304,0.173239,-1
0.326026,0.274107,8
0.797866,0.275333,2
0.264383,0.542600,6
0.536663,0.549055,6
0.235887,0.705718,4
0.097010,0.147945,7
0.412567,0.302807,8
0.336380,0.506324,6
0.951110,0.916162,1
0.619779,0.723860,6
0.962279,0.857954,1
0.182909,0.739501,4
0.800876,0.387993,2
0.747200,0.928322,1
0.693277,0.302302,3
0.635103,0.264486,3
0.451854,0.900201,6
0.575390,0.571593,6
0.770581,0.884696,1
0.097221,0.811199,6
0.745654,0.146232,3
0.188174,0.329670,8
0.057303,0.273547,8
0.511746,0.691654,5
0.727269,0.869123,1
0.034299,0.185486,7
0.451219,0.546274,6
0.918349,0.327383,1
0.729971,0.798460,1
0.651886,0.137033,3
0.649589,0.258341,3
0.544841,0.528144,6
0.098569,0.046184,-1
0.195910,0.566407,6
0.525520,0.834442,6
0.444086,0.117374,7
0.343386,0.141403,7
0.283596,0.162184,7
0.883804,0.627197,-1
0.334236,0.327751,8
0.584874,0.597902,6
0.383431,0.664954,-1
0.081749,0.119910,7
0.362463,0.525422,6
0.665843,0.287698,3
0.197901,0.145473,7
0.498821,0.744440,5
0.663140,0.055000,3
0.935874,0.687335,0
0.392357,0.617495,-1
0.330497,0.276604,8
0.734316,0.717149,1
0.933350,0.911746,1
0.463631,0.114344,7
0.957591,0.652729,0
0.750337,0.441554,2
0.580373,0.778066,6
0.468991,0.824070,6
0.093786,0.180070,7
0.768330,0.794370,1
0.126260,0.806103,6
0.096380,0.555457,6
0.680327,0.882796,-1
0.327574,0.156849,7
0.112317,0.152685,7
0.414996,0.168037,7
0.219826,0.764258,4
0.796494,0.351560,2
0.043074,0.611079,6
0.625927,0.735532,6
0.629726,0.679720,6
0.763430,0.367654,-1
0.051587,0.604698,6
0.121366,0.307652,8
0.914096,0.620869,0
0.205850,0.115267,7
0.649033,0.105131,3
0.370009,0.187497,7
0.356220,0.350359,8
0.432217,0.570816,6
0.774276,0.892368,1
0.468610,0.515066,6
0.311934,0.164197,7
0.942253,0.172635,1
0.301146,0.325002,8
0.081473,0.323254,8
0.369077,0.300013,8
0.765307,0.419074,2
0.784136,0.723035,1
0.858231,0.524048,1
0.197416,0.758267,4
0.341177,0.425309,-1
0.355457,0.266718,8
0.167663,0.521814,6
0.209753,0.501138,6
0.603283,0.269707,3
0.219480,0.627718,4
0.758226,0.691063,1
0.294854,0.112201,7
0.046871,0.321908,8
0.872547,0.869818,1
0.094226,0.576886,6
0.443587,0.705210,5
0.696143,0.302405,3
0.342067,0.842252,6
0.415937,0.177357,7
0.902270,0.409505,1
0.817139,0.355044,2
0.142956,0.564103,6
0.584390,0.821168,6
0.050337,0.335589,8
0.812583,0.315499,2
0.769949,0.947254,1
0.708596,0.849007,1
0.400989,0.529913,6
0.658649,0.076856,3
0.083493,0.270547,8
0.183474,0.584834,6
0.220473,0.219129,-1
0.365897,0.500313,6
0.490144,0.229943,-1
0.057017,0.279022,8
0.952607,0.891727,1
0.030660,0.118805,7
0.091191,0.841074,6
0.924527,0.325663,1
0.310959,0.222556,-1
0.859024,0.353788,1
0.506131,0.720499,5
0.139954,0.013939,-1
0.011140,0.683409,6
0.481480,0.729431,5
0.100907,0.845365,6
0.075174,0.582138,6
0.866270,0.768788,-1
0.973090,0.897939,1
0.976673,0.874190,1
0.789046,0.323337,2
0.863907,0.279783,1
0.334280,0.109138,7
0.919171,0.333969,1
0.196834,0.830635,6
0.699890,0.293013,3
0.446320,0.890987,6
0.389099,0.017309,-1
0.059227,0.111726,7
0.910743,0.708306,0
0.791711,0.626230,1
0.548127,0.591098,6
0.919119,0.263856,1
0.850023,0.904621,1
0.248031,0.304619,8
0.309867,0.199875,7
0.945996,0.731125,0
0.885084,0.248516,1
0.565921,0.579540,6
0.767829,0.763991,1
0.276964,0.698866,4
0.893856,0.685440,0
0.040233,0.178070,7
0.506617,0.865142,6
0.911251,0.461816,1
0.826784,0.289186,2
0.375293,0.524630,6
0.387610,0.214002,7
0.076709,0.256746,8
0.964317,0.916639,1
0.301609,0.857490,6
0.416056,0.535158,6
0.597430,0.574797,6
0.206753,0.744880,4
0.209556,0.098499,7
0.080309,0.255838,8
0.604740,0.275744,3
0.083573,0.283567,8
0.655084,0.091713,3
0.564091,0.577278,6
0.168727,0.417101,-1
0.938069,0.220171,1
0.435160,0.732007,5
0.711041,0.341379,3
0.660281,0.275171,3
0.252127,0.266160,8
0.868817,0.939468,1
0.048280,0.507094,-1
0.164980,0.337166,8
0.874041,0.397972,1
0.945467,0.679821,0
0.313571,0.854834,6
0.636560,0.736560,6
0.657109,0.079179,3
0.736767,0.725674,1
0.099077,0.553687,6
0.043643,0.389361,-1
0.149381,0.580031,6
0.771456,0.244799,2
0.372904,0.514105,6
0.165883,0.540698,6
0.471197,0.840691,6
0.555231,0.601650,6
0.380364,0.845573,6
0.613371,0.187057,3
0.452174,0.730656,5
0.303671,0.878074,6
0.100371,0.146976,7
0.847254,0.832203,1
0.459249,0.788011,5
0.222949,0.681786,4
0.250913,0.892761,6
0.739851,0.070998,3
0.133457,0.284613,8
0.248303,0.902702,6
0.826707,0.848779,1
0.587947,0.710963,-1
0.039219,0.613039,6
0.138899,0.315265,8
0.681217,0.341665,3
0.256833,0.639869,4
0.023176,0.501031,-1
0.792413,0.468481,2
0.583681,0.607801,6
0.131479,0.181790,7
0.664913,0.662442,6
0.642280,0.689184,6
0.592180,0.790195,6
0.940747,0.223937,1
0.788494,0.652663,1
0.898223,0.566726,1
0.228896,0.665315,4
0.437829,0.256882,8
0.746386,0.850781,1
0.308197,0.168309,7
0.881446,0.270912,1
0.353764,0.190120,7
0.814479,0.346424,2
0.767247,0.700928,1
0.810311,0.269449,2
0.777711,0.391766,2
0.764296,0.726212,1
0.340137,0.129663,7
0.468794,0.177092,7
0.058483,0.810751,6
0.613571,0.295037,3
0.950286,0.248906,1
0.391124,0.324208,8
0.971407,0.697039,0
0.630410,0.113963,3
0.100103,0.430107,-1
0.605051,0.818580,6
0.512371,0.554967,6
0.704441,0.436751,2
0.161249,0.864744,6
0.854117,0.920140,1
0.412557,0.910127,6
0.639180,0.077284,3
0.817751,0.961731,1
0.196687,0.885354,6
0.369893,0.530678,6
0.090084,0.582046,6
0.364740,0.077311,-1
0.401633,0.320821,8
0.248427,0.839742,6
0.264150,0.528595,6
0.624984,0.625516,6
0.252327,0.715541,4
0.389940,0.734659,-1
0.269766,0.862370,6
0.907493,0.176794,1
0.474897,0.502125,6
0.821647,0.314409,2
0.041301,0.166991,7
0.913751,0.265571,1
0.695899,0.106088,3
0.434061,0.254676,8
0.882964,0.947646,1
0.892431,0.854731,1
0.221259,0.872284,6
0.252666,0.763473,4
0.887079,0.492444,1
0.103719,0.057689,-1
0.269454,0.160392,7
0.977734,0.480646,-1
0.042577,0.621740,6
0.167714,0.442617,-1
0.674699,0.322228,3
0.546544,0.867210,6
0.794057,0.349392,2
0.485600,0.650026,5
0.783543,0.860643,1
0.177996,0.198665,7
0.223959,0.598271,6
0.220369,0.309716,8
0.474191,0.745939,5
0.386389,0.908477,6
0.808371,0.955042,1
0.398743,0.307072,8
0.627510,0.112825,3
0.893287,0.457446,1
0.913141,0.260586,1
0.784380,0.793429,1
0.522677,0.752149,5
0.538773,0.021947,-1
0.800950,0.874589,1
0.956801,0.692330,0
0.616246,0.746236,6
0.239917,0.845118,6
0.291661,0.879212,6
0.726323,0.085173,3
0.182811,0.577317,6
0.421999,0.566171,6
0.357776,0.272416,8
0.063057,0.782792,6
0.816129,0.561751,1
0.482614,0.895694,6
0.462697,0.146243,7
0.146371,0.867400,6
0.431033,0.179821,7
0.637816,0.613954,6
0.504851,0.669956,5
0.375461,0.450044,-1
0.635697,0.307479,3
0.802473,0.604505,1
0.892650,0.738346,0
0.073673,0.796414,6
0.240966,0.564173,6
0.215456,0.891026,6
0.149667,0.448540,-1
0.905491,0.134510,1
0.823626,0.839457,1
0.355447,0.560252,6
0.895244,0.507648,1
0.099637,0.612245,6
0.063539,0.173144,7
0.874644,0.429424,1
0.605277,0.244114,3
0.717979,0.489403,2
0.150647,0.276648,8
0.643774,0.103186,3
0.066876,0.720755,6
0.150226,0.346696,8
0.774223,0.224538,2
0.791619,0.364254,2
0.963381,0.705575,0
0.088163,0.102247,7
0.918383,0.434035,1
0.391680,0.835492,6
0.807557,0.850238,1
0.564871,0.803838,6
0.155503,0.804134,6
0.292991,0.486512,6
0.638719,0.261129,3
0.865680,0.411466,1
0.528924,0.825917,6
0.561654,0.855713,6
0.816463,0.853468,1
0.481027,0.683232,5
0.408453,0.531232,6
0.141511,0.536114,6
0.748520,0.910114,1
0.624309,0.187057,3
0.359084,0.105486,7
0.893634,0.544937,1
0.890531,0.195978,1
0.490049,0.723431,5
0.859511,0.728508,-1
0.373853,0.172254,7
0.436880,0.116910,7
0.812577,0.308939,2
0.855407,0.594190,1
0.960650,0.680442,0
0.465841,0.117274,7
0.913940,0.141092,1
0.586726,0.575431,6
0.193574,0.132908,7
0.311106,0.188129,7
0.768850,0.234046,2
0.330089,0.100138,7
0.093643,0.124976,7
0.307023,0.489155,6
0.657619,0.140621,3
0.330633,0.173606,7
0.403211,0.529433,6
0.045881,0.188659,7
0.786401,0.291208,2
0.922466,0.319683,1
0.169037,0.590094,6
0.473056,0.540654,6
0.601409,0.590304,6
0.954263,0.714256,0
0.778740,0.617481,1
0.898017,0.176236,1
0.537317,0.607409,6
0.470780,0.505991,6
0.468989,0.171937,7
0.129061,0.103556,7
0.641879,0.641847,6
0.227151,0.126497,7
0.450183,0.310814,8
0.799981,0.596193,1
0.021586,0.747085,6
0.385310,0.300346,8
0.296220,0.256665,8
0.486040,0.700063,5
0.938503,0.279044,1
0.698616,0.100930,3
0.309653,0.374593,-1
0.922630,0.478969,1
0.840036,0.868210,1
0.466520,0.783965,5
0.458647,0.532825,6
0.537286,0.605788,6
0.718204,0.132678,3
0.637329,0.153002,3
0.417456,0.183464,7
0.741210,0.443249,2
0.860700,0.202829,-1
0.625197,0.212792,3
0.786413,0.320225,2
0.137481,0.356737,8
0.345329,0.567354,6
0.727419,0.739777,1
0.087181,0.654624,6
0.054874,0.174805,7
0.125583,0.785510,6
0.914469,0.377656,1
0.733350,0.285718,2
0.715919,0.208829,2
0.710581,0.515068,2
0.224059,0.219700,-1
0.389443,0.132810,7
0.201151,0.179748,7
0.765383,0.142083,3
0.277789,0.744252,4
0.377349,0.180252,7
0.717789,0.245260,2
0.662816,0.086816,3
0.473911,0.546232,6
0.787796,0.472937,2
0.471281,0.325893,8
0.761230,0.751048,1
0.910973,0.838853,1
0.027083,0.762411,6
0.441371,0.863768,6
0.181930,0.324615,8
0.885921,0.813711,1
0.069409,0.614902,6
0.749296,0.939801,1
0.787460,0.170816,-1
0.377574,0.101059,7
0.919734,0.103637,1
0.054254,0.775466,6
0.522823,0.557527,6
0.704730,0.239125,2
0.134384,0.575232,6
0.053511,0.256133,8
0.251890,0.650374,4
0.155740,0.567834,6
0.876757,0.345136,1
0.154277,0.113912,7
0.898930,0.274394,1
0.381321,0.503289,6
0.402657,0.862501,6
0.692866,0.487578,2
0.203930,0.585352,6
0.710831,0.293486,3
0.772294,0.956547,1
0.746051,0.902558,1
0.325050,0.745306,-1
0.243914,0.970538,-1
0.797251,0.350374,2
0.046024,0.789497,6
0.766601,0.931210,1
0.934410,0.967249,-1
0.877193,0.414527,1
0.330927,0.091166,7
0.227089,0.143814,7
0.179627,0.865243,6
0.858389,0.518727,1
0.319586,0.554118,6
0.454829,0.641991,5
0.169254,0.802748,6
0.063963,0.300904,8
0.093754,0.116260,7
0.373467,0.971602,-1
0.169087,0.876374,6
0.223604,0.727530,4
0.135231,0.811184,6
0.568754,0.855462,6
0.190244,0.826335,6
0.067949,0.140902,7
0.281251,0.160705,7
0.175716,0.371864,-1
0.604469,0.246904,3
0.700537,0.081486,3
0.933511,0.119508,1
0.159784,0.556576,6
0.455023,0.117805,7
0.537144,0.612733,6
0.801663,0.627341,1
0.608213,0.137096,3
0.843881,0.548387,1
0.467156,0.081807,-1
0.042661,0.296020,8
0.692333,0.443374,2
0.180440,0.892254,6
0.163094,0.099753,7
0.102621,0.974674,-1
0.928497,0.678705,0
0.879486,0.274374,1
0.430093,0.107252,7
0.431316,0.542847,6
0.499999,0.535252,6
0.047754,0.251792,8
0.387904,0.066425,-1
0.812746,0.426190,2
0.252353,0.333123,8
0.232729,0.782422,4
0.826503,0.335177,2
0.437640,0.668464,5
0.580680,0.772943,6
0.505774,0.543195,6
0.514243,0.256348,-1
0.198510,0.800435,6
0.430803,0.509302,6
0.702429,0.465204,2
0.664139,0.701628,6
0.853033,0.501088,1
0.240131,0.675777,4
0.046023,0.614212,6
0.384013,0.294840,8
0.225189,0.791735,4
0.799167,0.661400,1
0.627201,0.792700,6
0.776993,0.650547,1
0.472557,0.171304,7
0.394640,0.503339,6
0.448471,0.569098,6
0.218057,0.195044,7
0.407230,0.768954,-1
0.430060,0.264133,8
0.964136,0.734179,0
0.815211,0.961120,1
0.759091,0.260142,2
0.225604,0.444910,-1
0.336437,0.837013,6
0.928424,0.664584,0
0.490010,0.707425,5
0.299360,0.698470,-1
0.140367,0.541615,6
0.458830,0.674098,5
0.455960,0.893576,6
0.879777,0.254718,1
0.050181,0.650031,6
0.809056,0.939453,1
0.347247,0.943424,-1
0.444886,0.266956,8
0.205174,0.731398,4
0.604533,0.220140,3
0.800543,0.888893,1
0.046306,0.762238,6
0.475283,0.520510,6
0.169277,0.834394,6
0.610550,0.566716,6
0.260686,0.980002,-1
0.511329,0.522985,6
0.842074,0.626952,1
0.784063,0.262365,2
0.794886,0.917867,1
0.276907,0.549158,6
0.559126,0.412160,-1
0.931463,0.715505,0
0.930667,0.911252,1
0.715729,0.072608,3
0.638556,0.082425,3
0.216146,0.851556,6
0.871001,0.324348,1
0.159269,0.811805,6
0.917923,0.842090,1
0.185071,0.705803,4
0.231440,0.109659,7
0.419569,0.331385,8
0.261171,0.524858,6
0.648320,0.073206,3
0.802161,0.841015,1
0.672386,0.671007,6
0.933987,0.942921,1
0.808931,0.772442,1
0.349476,0.309880,8
0.918197,0.715429,0
0.878784,0.578444,1
0.163147,0.330201,8
0.820987,0.905869,1
0.440934,0.707560,5
0.486790,0.533466,6
0.808870,0.616880,1
0.884819,0.340967,1
0.468477,0.903009,6
0.878486,0.290103,1
0.935754,0.191582,1
0.946304,0.865797,1
0.326470,0.562665,6
0.220526,0.566961,6
0.424831,0.137263,7
0.638780,0.730309,6
0.316984,0.495589,6
0.876849,0.887451,1
0.821159,0.557648,1
0.623086,0.167418,3
0.624604,0.144455,3
0.161780,0.100858,7
0.392587,0.542344,6
0.386039,0.109311,7
0.656589,0.723446,6
0.867737,0.361875,1
0.110064,0.310536,8
0.254207,0.329873,8
0.402703,0.489724,6
0.310736,0.271770,8
0.675979,0.465871,2
0.365539,0.850851,6
0.431491,0.173810,7
0.710069,0.142772,3
0.885680,0.803921,1
0.111280,0.313689,8
0.722291,0.126011,3
0.724646,0.725101,1
0.410527,0.899860,6
0.278291,0.661116,4
0.760764,0.223114,2
0.447851,0.060302,-1
0.476954,0.634416,5
0.833334,0.899772,1
0.796133,0.968823,1
0.187616,0.741884,4
0.643879,0.696630,6
0.918164,0.002615,-1
0.187136,0.844613,6
0.814986,0.784551,1
0.087989,0.830090,6
0.779214,0.251621,2
0.189181,0.863383,6
0.234050,0.649350,4
0.268913,0.514545,6
0.892457,0.161899,1
0.859999,0.649273,-1
0.336740,0.318221,8
0.762480,0.648127,1
0.529320,0.517683,6
0.406047,0.316694,8
0.241824,0.981512,-1
0.066976,0.754713,6
0.467674,0.760613,5
0.640366,0.449276,-1
0.546739,0.647158,-1
0.348580,0.532611,6
0.246213,0.299858,8
0.316954,0.333956,8
0.035443,0.302895,8
0.184426,0.155801,7
0.766194,0.223980,2
0.476906,0.647884,5
0.727069,0.421845,2
0.178453,0.861295,6
0.612347,0.270352,3
0.658926,0.755462,6
0.162191,0.195068,7
0.473541,0.296440,8
0.246823,0.328974,8
0.333161,0.347166,8
0.652074,0.103072,3
0.399991,0.892667,6
0.754823,0.245621,2
0.805366,0.635740,1
0.860590,0.374768,1
0.147447,0.337098,8
0.813701,0.754661,1
0.102283,0.173775,7
0.158664,0.570952,6
0.038390,0.322440,8
0.750273,0.141492,3
0.390977,0.309954,8
0.124603,0.293950,8
0.410037,0.266503,8
0.688543,0.667033,6
0.546853,0.586383,6
0.789741,0.613438,1
0.407306,0.337241,8
0.218891,0.892085,6
0.635139,0.705302,6
0.298599,0.702459,-1
0.502737,0.734766,5
0.109754,0.284923,8
0.748146,0.226120,2
0.059667,0.342249,8
0.939926,0.527171,-1
0.151246,0.117867,7
0.386314,0.662319,-1
0.108377,0.759632,6
0.539724,0.852131,6
0.450800,0.635350,5
0.755914,0.602094,1
0.309867,0.778298,-1
0.356476,0.518858,6
0.323266,0.896105,6
0.083393,0.829120,6
0.046190,0.550834,-1
0.351076,0.539742,6
0.506109,0.531945,6
0.807121,0.969387,1
0.379380,0.904866,6
0.719330,0.600278,-1
0.875541,0.515670,1
0.120123,0.336512,8
0.457880,0.142217,7
0.104317,0.528648,-1
0.431130,0.705442,5
0.419540,0.547670,6
0.295966,0.410711,-1
0.229354,0.508569,6
0.631653,0.632265,6
0.698683,0.303639,3
0.960397,0.909987,1
0.808567,0.916829,1
0.708880,0.859013,1
0.373596,0.483197,6
0.909279,0.232646,1
0.616013,0.271429,3
0.765473,0.911720,1
0.382899,0.167972,7
0.839947,0.582298,1
0.846803,0.585368,1
0.338401,0.340258,8
0.517483,0.535484,6
0.836566,0.566969,1
0.095386,0.751179,6
0.308790,0.239641,8
0.714314,0.252779,2
0.188660,0.691098,4
0.836114,0.593912,1
0.926936,0.944888,1
0.092986,0.317173,8
0.082109,0.334186,8
0.046747,0.138707,7
0.463186,0.778893,5
0.402936,0.106438,7
0.532996,0.695324,5
0.937906,0.227864,1
0.279866,0.265184,8
0.537817,0.897241,6
0.435773,0.497807,6
0.804929,0.897818,1
0.092226,0.774840,6
0.441599,0.654236,5
0.149547,0.938803,-1
0.163146,0.447788,-1
0.957869,0.886893,1
0.100604,0.772195,6
0.876523,0.598306,1
0.610667,0.180807,3
0.720977,0.209112,2
0.921467,0.920274,1
0.910627,0.646147,0
0.907103,0.538164,1
0.339587,0.858943,6
0.801444,0.558867,1
0.314880,0.510615,6
0.219809,0.737540,4
0.308970,0.891374,6
0.493461,0.692961,5
0.063449,0.346593,8
0.312816,0.163460,7
0.159416,0.540508,6
0.521031,0.863481,6
0.941320,0.820716,1
0.215276,0.865254,6
0.860533,0.941952,1
0.896020,0.877869,1
0.834026,0.598674,1
0.917107,0.627696,0
0.716739,0.695910,1
0.763810,0.780678,1
0.179987,0.109532,7
0.832513,0.553521,1
0.032981,0.675595,6
0.909349,0.498365,1
0.165747,0.827324,6
0.945171,0.278790,1
0.078104,0.117621,7
0.110239,0.320667,8
0.316224,0.512720,6
0.473299,0.891591,6
0.907354,0.120851,1
0.733724,0.212306,2
0.720603,0.694009,1
0.159013,0.305928,8
0.139369,0.517523,6
0.899804,0.547724,1
0.869873,0.386311,1
0.736226,0.211565,2
0.189263,0.108173,7
0.062650,0.610831,6
0.308989,0.906766,6
0.186120,0.110344,7
0.911384,0.413530,1
0.454873,0.705037,5
0.229051,0.551897,6
0.886390,0.787882,1
0.044431,0.504803,-1
0.942509,0.885840,1
0.032767,0.291954,8
0.408761,0.348009,8
0.431489,0.550002,6
0.819519,0.962155,1
0.413123,0.125845,7
0.196390,0.540797,6
0.881287,0.947149,1
0.156076,0.539536,6
0.747809,0.097972,3
0.066797,0.306705,8
0.869400,0.385786,1
0.626327,0.704070,6
0.418743,0.256004,8
0.767640,0.840860,1
0.676923,0.378083,2
0.447340,0.614899,5
0.183310,0.184834,7
0.732980,0.060258,3
0.867959,0.899000,1
0.269736,0.297344,8
