x,y,cellId,label-gC,label-GT
0.581953,0.163369,102,4,4
0.443876,0.920181,103,-1,-1
0.750246,0.197409,104,2,2
0.241508,0.441477,105,5,5
0.735113,0.695792,106,2,2
0.548129,0.753161,78,4,4
0.111618,0.441054,107,0,0
0.761484,0.212383,31,2,2
0.309804,0.43206,108,5,-1
0.230028,0.185624,109,5,5
0.285289,0.485765,18,5,5
0.558585,0.271705,110,4,4
0.779592,0.740745,111,2,2
0.400377,0.707725,112,3,3
0.593226,0.19298,102,4,4
0.27876,0.478698,105,5,5
0.121067,0.165456,113,0,0
0.366387,0.477262,26,3,3
0.884511,0.658638,114,1,1
0.380715,0.407953,8,3,3
0.219741,0.536188,115,5,5
0.412003,0.687416,112,3,3
0.043345,0.570584,22,0,0
0.741611,0.664396,29,2,2
0.781886,0.185383,116,2,2
0.64458,0.836685,117,-1,-1
0.069827,0.220081,118,0,0
0.404078,0.149638,84,3,3
0.294693,0.441973,21,5,5
0.16028,0.388644,119,-1,-1
0.608441,0.186577,120,4,4
0.556969,0.585181,74,4,4
0.809352,0.662718,98,2,2
0.560293,0.151329,121,4,4
0.560595,0.149175,121,4,4
0.290231,0.257718,122,5,5
0.417508,0.225289,123,3,3
0.455539,0.536242,42,3,3
0.101186,0.742658,62,0,0
0.79149,0.406926,124,2,-1
0.880197,0.748678,125,1,1
0.523491,0.779376,126,4,-1
0.914467,0.454758,127,1,1
0.627575,0.569664,128,4,4
0.265608,0.173034,129,5,5
0.051838,0.671436,130,0,0
0.602122,0.16951,120,4,4
0.068132,0.730262,131,0,0
0.166098,0.35255,132,-1,-1
0.276251,0.756329,57,5,5
0.583186,0.517074,9,4,4
0.134271,0.542141,133,0,0
0.883647,0.557745,36,1,1
0.902727,0.252664,34,1,1
0.961265,0.178242,134,1,1
0.409043,0.150376,84,3,3
0.596191,0.648879,135,4,-1
0.55948,0.337846,87,4,4
0.727901,0.368698,136,2,2
0.887146,0.251617,34,1,1
0.079656,0.756188,131,0,0
0.228201,0.572638,96,5,5
0.086344,0.758631,62,0,0
0.337572,0.443174,76,3,-1
0.461835,0.287772,99,3,3
0.42767,0.134295,84,3,3
0.556492,0.287832,137,4,4
0.465644,0.248919,63,3,3
0.721504,0.319725,138,2,2
0.124345,0.47245,0,0,0
0.234269,0.736114,139,5,5
0.019739,0.879128,140,-1,-1
0.789815,0.214993,31,2,2
0.593435,0.464517,141,4,4
0.630225,0.389953,37,4,4
0.782013,0.274678,142,2,2
0.720849,0.497007,143,2,2
0.623451,0.628886,83,4,4
0.959878,0.697725,144,1,1
0.51405,0.091564,145,-1,-1
0.946126,0.499436,16,1,1
0.562609,0.728651,146,4,4
0.93497,0.257423,147,1,1
0.073859,0.440772,23,0,-1
0.648258,0.015416,148,-1,-1
0.384773,0.869248,149,-1,-1
0.621508,0.312101,150,4,4
0.295323,0.198013,151,5,5
0.073362,0.678128,130,0,0
0.07551,0.232617,118,0,0
0.630972,0.23443,79,4,4
0.766234,0.493832,54,2,2
0.535847,0.690201,152,4,-1
0.555432,0.221664,153,4,4
0.454435,0.369846,154,3,3
0.380814,0.431315,8,3,3
0.919353,0.463034,127,1,1
0.742077,0.747765,39,2,2
0.057726,0.330611,155,0,0
0.05292,0.231671,118,0,0
0.766117,0.227262,31,2,2
0.302606,0.219544,156,5,-1
0.427582,0.704195,112,3,3
0.773813,0.477899,14,2,2
0.134867,0.226711,64,0,0
0.46054,0.30806,99,3,3
0.71703,0.433852,157,2,2
0.428343,0.234161,123,3,3
0.396371,0.176711,158,3,3
0.943874,0.700329,144,1,1
0.256508,0.716128,81,5,5
0.258878,0.701128,81,5,5
0.804979,0.631503,159,2,2
0.732497,0.18347,104,2,2
0.268612,0.733617,57,5,5
0.62956,0.342819,101,4,4
0.373918,0.283698,160,3,3
0.091506,0.681698,3,0,0
0.284771,0.238987,156,5,5
0.080028,0.736208,62,0,0
0.556374,0.25643,110,4,4
0.628509,0.761577,161,4,4
0.792192,0.634376,35,2,2
0.097003,0.710772,3,0,0
0.24244,0.835282,162,-1,-1
0.299755,0.870383,163,-1,-1
0.231315,0.240785,88,5,5
0.414779,0.659195,164,3,3
0.885084,0.516013,25,1,1
0.574681,0.481792,9,4,4
0.38125,0.416805,8,3,3
0.19042,0.150772,165,-1,-1
0.060202,0.605282,51,0,0
0.580372,0.47894,141,4,4
0.724295,0.471866,166,2,2
0.196162,0.96945,167,-1,-1
0.794994,0.48894,54,2,2
0.629219,0.442289,168,4,4
0.897711,0.167624,169,1,1
0.319036,0.432584,108,5,-1
0.898834,0.739772,125,1,1
0.058996,0.269295,170,0,0
0.930736,0.23553,171,1,1
0.899753,0.554631,36,1,1
0.893029,0.22996,53,1,1
0.598074,0.215309,172,4,4
0.721974,0.663705,29,2,2
0.145971,0.635919,173,0,0
0.922926,0.671584,15,1,1
0.920781,0.437745,174,1,1
0.660162,0.53651,55,-1,-1
0.663227,0.781376,175,-1,-1
0.877795,0.898597,176,-1,-1
0.546533,0.627711,177,4,4
0.757949,0.674101,29,2,2
0.389329,0.616591,65,3,3
0.904005,0.694168,178,1,1
0.903618,0.586725,179,1,1
0.902465,0.655933,114,1,1
0.804976,0.533899,180,2,2
0.25219,0.14943,181,5,5
0.587621,0.161886,102,4,4
0.588881,0.756893,146,4,-1
0.890744,0.155517,182,1,1
0.393153,0.636638,65,3,3
0.704886,0.501121,183,2,2
0.748247,0.289658,138,2,-1
0.104866,0.17296,30,0,0
0.421019,0.700906,112,3,3
0.780979,0.534993,184,2,2
0.803005,0.752074,185,2,2
0.745946,0.212933,50,2,2
0.774569,0.667121,6,2,2
0.784073,0.802926,186,-1,-1
0.906298,0.169893,169,1,1
0.705489,0.335745,187,2,2
0.251536,0.427188,13,5,5
0.617966,0.661463,188,4,4
0.389134,0.404349,8,3,3
0.939403,0.440664,17,1,1
0.125294,0.223738,64,0,0
0.612448,0.633141,83,4,4
0.556389,0.284919,137,4,4
0.438494,0.260805,189,3,3
0.104952,0.20698,190,0,0
0.584631,0.58102,66,4,-1
0.37523,0.537235,5,3,3
0.901671,0.583309,179,1,1
0.552984,0.625913,177,4,4
0.779906,0.464678,14,2,2
0.624987,0.250081,191,4,4
0.390964,0.621154,65,3,3
0.124097,0.431752,192,0,0
0.572121,0.248785,193,4,4
0.410506,0.744785,194,3,3
0.12329,0.463215,0,0,0
0.765146,0.458235,14,2,2
0.220641,0.46845,195,5,5
0.071104,0.077356,196,-1,-1
0.933513,0.480416,16,1,1
0.882902,0.246772,34,1,1
0.452889,0.655248,197,3,3
0.718459,0.426094,157,2,2
0.107195,0.765221,198,0,0
0.618952,0.81755,199,-1,-1
0.379882,0.696416,49,3,3
0.11491,0.516201,200,0,0
0.352619,0.90306,92,-1,-1
0.783928,0.707758,86,2,2
0.739646,0.437067,201,2,-1
0.907808,0.479121,127,1,1
0.737258,0.681698,106,2,2
0.334384,0.921792,202,-1,-1
0.782293,0.51257,54,2,2
0.443711,0.249349,63,3,3
0.471505,0.351738,67,3,3
0.794612,0.622893,35,2,2
0.503314,0.352812,203,-1,-1
0.067352,0.213295,118,0,0
0.451947,0.365376,154,3,3
0.075171,0.737866,131,0,0
0.078956,0.152208,204,0,0
0.555384,0.759349,78,4,4
0.885157,0.433013,205,1,1
0.391853,0.176369,158,3,3
0.228894,0.753356,139,5,5
0.147034,0.568248,206,0,0
0.3893,0.37394,207,3,3
0.290549,0.426893,108,5,5
0.460714,0.582175,208,3,3
0.059192,0.404946,209,0,0
0.381301,0.374611,207,3,3
0.461127,0.426557,210,3,3
0.275497,0.164866,129,5,5
0.794221,0.61543,35,2,2
0.546751,0.699624,152,4,4
0.03032,0.600208,211,-1,-1
0.098459,0.711309,3,0,0
0.25166,0.196463,129,5,5
0.042574,0.523376,85,0,0
0.137026,0.713356,2,0,0
0.732985,0.693456,106,2,2
0.58315,0.602987,212,4,-1
0.630976,0.664839,188,4,4
0.73377,0.639349,82,2,2
0.382146,0.26755,213,3,3
0.939994,0.49206,16,1,1
0.614622,0.192107,120,4,4
0.751613,0.759047,39,2,2
0.711697,0.427208,157,2,2
0.913805,0.217678,53,1,1
0.292065,0.244745,122,5,5
0.417332,0.443611,214,3,-1
0.587449,0.251007,193,4,4
0.260567,0.452141,105,5,5
0.217903,0.188161,109,5,5
0.247604,0.699295,81,5,5
0.217636,0.170067,109,5,5
0.382697,0.464349,26,3,3
0.915072,0.733329,125,1,1
0.543632,0.284617,137,4,4
0.880508,0.366523,215,1,1
0.752883,0.649705,29,2,2
0.464325,0.078383,216,-1,-1
0.791497,0.522121,184,2,2
0.616057,0.745174,11,4,4
0.564893,0.642436,135,4,4
0.629293,0.523389,217,4,4
0.749317,0.666248,29,2,2
0.891518,0.427644,205,1,1
0.285087,0.694027,218,5,5
0.743528,0.692664,106,2,2
0.370173,0.375181,207,3,3
0.326107,0.438926,219,3,-1
0.544469,0.405369,220,4,4
0.104185,0.726369,62,0,0
0.083544,0.667812,221,0,0
0.472417,0.386644,154,3,3
0.887579,0.875268,222,-1,-1
0.770633,0.150315,223,2,2
0.654888,0.122483,75,-1,-1
0.154803,0.435899,192,0,-1
0.090195,0.729913,62,0,0
0.129856,0.278644,224,0,0
0.953099,0.239396,171,1,1
0.149122,0.185893,113,0,-1
0.805428,0.855262,225,-1,-1
0.902637,0.197852,169,1,1
0.439126,0.221087,123,3,3
0.784945,0.230262,31,2,2
0.455293,0.218013,41,3,3
0.921942,0.680067,144,1,1
0.228382,0.300121,226,5,5
0.894205,0.47804,127,1,1
0.927325,0.164658,227,1,1
0.971122,0.30953,228,-1,-1
0.379945,0.358859,229,3,3
0.801725,0.288275,230,2,2
0.757209,0.201168,50,2,2
0.45704,0.533436,42,3,3
0.751754,0.215758,50,2,2
0.216273,0.402013,80,5,5
0.656987,0.223054,231,-1,-1
0.541785,0.81802,232,-1,-1
0.808884,0.675356,98,2,2
0.077401,0.191208,70,0,0
0.402353,0.656946,164,3,3
0.612467,0.646,188,4,4
0.069116,0.745221,131,0,0
0.281031,0.227577,156,5,5
0.937422,0.203993,171,1,1
0.747177,0.559148,233,2,-1
0.927923,0.695691,144,1,1
0.547472,0.458846,52,4,4
0.394784,0.226631,234,3,3
0.057448,0.296456,235,0,0
0.078072,0.565691,22,0,-1
0.78244,0.665738,6,2,2
0.435247,0.733819,194,3,3
0.377766,0.533181,5,3,3
0.246735,0.24204,236,5,5
0.084543,0.216409,190,0,0
0.219687,0.525926,115,5,5
0.453587,0.270094,63,3,3
0.89999,0.257107,34,1,1
0.12668,0.22945,64,0,0
0.505178,0.675289,237,-1,-1
0.234072,0.159148,238,5,5
0.461788,0.30202,99,3,3
0.263764,0.700168,81,5,5
0.88543,0.41106,205,1,1
0.5619,0.677832,135,4,4
0.551398,0.248852,110,4,4
0.052892,0.252221,170,0,0
0.937136,0.249074,147,1,1
0.467604,0.589758,208,3,3
0.232348,0.195523,109,5,5
0.629569,0.261664,191,4,4
0.717915,0.635624,239,2,2
0.139952,0.246423,224,0,0
0.042546,0.404275,209,0,0
0.86315,0.682047,240,-1,-1
0.379162,0.470423,26,3,3
0.968543,0.568631,241,-1,-1
0.256677,0.190483,129,5,5
0.942359,0.666369,15,1,1
0.493829,0.304168,242,-1,-1
0.236168,0.176758,109,5,5
0.888127,0.513094,25,1,1
0.965768,0.23298,243,1,1
0.456449,0.564282,208,3,3
0.79332,0.496631,54,2,2
0.185367,0.445013,244,0,-1
0.234516,0.755208,139,5,5
0.906471,0.259906,34,1,1
0.712828,0.601423,239,2,2
0.590087,0.491711,9,4,4
0.266781,0.690134,81,5,5
0.326324,0.939127,202,-1,-1
0.040073,0.487564,245,0,0
0.406296,0.362087,246,-1,-1
0.4037,0.693148,112,3,3
0.139141,0.762262,247,-1,0
0.260832,0.46647,105,5,5
0.1387,0.456557,0,0,0
0.723773,0.462544,166,2,2
0.76718,0.208597,31,2,2
0.282171,0.502315,18,5,5
0.253717,0.743215,57,5,5
0.094108,0.429765,248,0,0
0.051533,0.589094,22,0,0
0.554557,0.248302,110,4,4
0.613451,0.514644,249,4,4
0.232534,0.447013,195,5,5
0.885695,0.662678,114,1,1
0.746406,0.806537,250,-1,-1
0.386753,0.690255,49,3,3
0.03823,0.702624,251,-1,-1
0.598495,0.465154,141,4,4
0.387374,0.366074,207,3,3
0.13144,0.70904,2,0,0
0.297883,0.19494,151,5,5
0.527897,0.769879,126,4,-1
0.551921,0.451906,52,4,4
0.920186,0.424309,174,1,1
0.167185,0.703423,252,-1,-1
0.42168,0.725336,194,3,3
0.361937,0.916718,253,-1,-1
0.606662,0.23602,79,4,4
0.7549,0.717289,106,2,2
0.808412,0.359074,4,-1,2
0.121271,0.572812,206,0,0
0.457744,0.544389,42,3,3
0.739381,0.432,201,2,-1
0.776771,0.495638,54,2,2
0.631588,0.445,168,4,4
0.219529,0.553383,115,5,5
0.782441,0.253933,142,2,2
0.77359,0.684007,86,2,2
0.563658,0.635376,212,4,4
0.624788,0.551738,217,4,4
0.704351,0.45896,61,2,2
0.464222,0.313215,99,3,3
0.338545,0.607362,254,-1,-1
0.07359,0.753671,131,0,0
0.615907,0.603027,83,4,4
0.071289,0.227161,118,0,0
0.582455,0.455611,141,4,4
0.101206,0.78404,198,0,0
0.120961,0.21196,64,0,0
0.728765,0.232919,50,2,2
0.574265,0.488416,9,4,4
0.710521,0.611436,239,2,2
0.772505,0.429758,124,2,2
0.138971,0.64704,255,0,0
0.453059,0.183,256,3,3
0.255984,0.50006,71,5,5
0.279001,0.483168,71,5,5
0.890608,0.346584,257,1,1
0.692278,0.440416,61,2,-1
0.720259,0.256349,258,2,2
0.056485,0.572785,22,0,0
0.591685,0.151141,121,4,4
0.736961,0.765758,60,2,2
0.880126,0.718268,178,1,1
0.083093,0.152819,259,0,0
0.890818,0.167631,169,1,1
0.745737,0.205832,50,2,2
0.048142,0.279966,170,0,0
0.451874,0.257544,63,3,3
0.881137,0.758342,125,1,1
0.588863,0.502228,9,4,4
0.451099,0.273906,63,3,3
0.075719,0.195483,70,0,0
0.729514,0.354765,260,2,2
0.724682,0.391101,136,2,2
0.410393,0.222738,123,3,3
0.633854,0.609154,83,4,4
0.424658,0.187664,7,3,3
0.142143,0.66994,255,0,0
0.757736,0.191711,104,2,2
0.558803,0.633738,177,4,4
0.434186,0.197047,7,3,3
0.797312,0.243208,142,2,2
0.613776,0.240255,191,4,4
0.553038,0.636289,177,4,4
0.620714,0.70802,73,4,4
0.80829,0.628013,159,2,2
0.776352,0.152242,223,2,2
0.086661,0.363638,261,-1,-1
0.222358,0.602926,262,5,5
0.484269,0.468651,263,3,3
0.880985,0.326644,257,1,1
0.069087,0.206208,118,0,0
0.107799,0.188872,30,0,0
0.908338,0.417624,205,1,1
0.130299,0.49894,91,0,0
0.267364,0.180557,129,5,5
0.689552,0.442544,61,2,-1
0.311338,0.717611,218,5,5
0.454638,0.335698,67,3,3
0.113038,0.594396,90,-1,-1
0.717722,0.628107,239,2,2
0.543896,0.559638,264,4,4
0.776773,0.753181,111,2,2
0.552084,0.761242,126,4,4
0.72599,0.188134,104,2,2
0.272299,0.454027,105,5,5
0.397642,0.156517,265,-1,3
0.88416,0.409852,205,1,1
0.795986,0.556644,184,2,2
0.049107,0.440302,23,0,0
0.265819,0.210678,266,5,5
0.960672,0.761544,267,-1,1
0.458872,0.517416,10,3,3
0.808948,0.621443,159,2,2
0.248227,0.699987,81,5,5
0.229878,0.280262,226,5,5
0.934599,0.695362,144,1,1
0.951857,0.191168,227,1,1
0.617538,0.663852,188,4,4
0.938391,0.676819,15,1,1
0.781755,0.660443,6,2,2
0.488221,0.442349,263,3,3
0.0674,0.570899,22,0,0
0.605696,0.481221,249,4,4
0.227093,0.076631,268,-1,-1
0.629609,0.431879,93,4,4
0.05971,0.442295,23,0,0
0.524607,0.44845,52,4,-1
0.399019,0.646893,269,3,3
0.925126,0.741664,47,1,1
0.127354,0.318141,270,0,0
0.225802,0.665282,271,5,5
0.762353,0.180577,116,2,2
0.448433,0.705054,272,3,3
0.891117,0.511711,25,1,1
0.066583,0.801906,273,-1,-1
0.34701,0.43955,219,3,-1
0.927148,0.754436,47,1,1
0.745889,0.667128,29,2,2
0.084455,0.789456,198,0,0
0.743611,0.443248,166,2,-1
0.442455,0.175658,256,3,3
0.246319,0.500322,71,5,5
0.758113,0.191302,104,2,2
0.600827,0.176517,120,4,4
0.056239,0.232268,118,0,0
0.899872,0.272564,34,1,1
0.117319,0.493463,200,0,0
0.763436,0.530819,184,2,2
0.956594,0.715698,144,1,1
0.420433,0.156268,84,3,3
0.088323,0.729221,62,0,0
0.901563,0.425094,205,1,1
0.430779,0.768517,274,3,3
0.475756,0.565356,208,3,3
0.907175,0.676127,114,1,1
0.717952,0.955617,275,-1,-1
0.578333,0.254899,193,4,4
0.849749,0.01145,276,-1,-1
0.267216,0.681919,81,5,5
0.048188,0.49849,245,0,0
0.434965,0.685523,112,3,3
0.957774,0.475255,17,1,1
0.784893,0.317208,89,2,2
0.781059,0.739866,111,2,2
0.594627,0.226195,172,4,4
0.635994,0.707678,73,4,4
0.216563,0.749034,139,5,5
0.099078,0.699463,3,0,0
0.142618,0.697906,2,0,0
0.616378,0.423054,93,4,4
0.390533,0.598369,277,3,3
0.328432,0.346718,278,-1,-1
0.882172,0.173765,169,1,1
0.810229,0.525517,180,2,2
0.074783,0.649987,130,0,0
0.719938,0.291409,279,2,2
0.184192,0.152262,165,-1,-1
0.292859,0.445591,21,5,5
0.454476,0.336664,67,3,3
0.422045,0.43102,280,3,-1
0.938166,0.259987,147,1,1
0.302421,0.158128,281,5,5
0.467239,0.541852,42,3,3
0.134314,0.252034,224,0,0
0.882487,0.382476,215,1,1
0.37602,0.530148,5,3,3
0.107834,0.676778,221,0,0
0.04016,0.432852,209,0,0
0.952158,0.770121,282,1,1
0.802675,0.43055,283,2,2
0.141431,0.289933,270,0,0
0.70875,0.299638,279,2,2
0.568456,0.439832,45,4,4
0.258558,0.47145,105,5,5
0.047614,0.792362,284,-1,-1
0.937441,0.664899,15,1,1
0.372955,0.271436,213,3,3
0.732943,0.674698,29,2,2
0.217815,0.350785,58,5,5
0.58547,0.267403,193,4,4
0.092577,0.783812,198,0,0
0.588552,0.427248,45,4,4
0.724966,0.468725,166,2,2
0.551508,0.301302,137,4,4
0.216707,0.484597,285,5,5
0.543489,0.32447,87,4,4
0.368536,0.502517,286,3,3
0.562248,0.310758,287,4,4
0.100572,0.761503,198,0,0
0.238681,0.496013,285,5,5
0.819389,0.448107,59,2,-1
0.246751,0.220034,266,5,5
0.110373,0.674564,221,0,0
0.729089,0.686074,106,2,2
0.944084,0.783993,282,1,1
0.610808,0.694899,73,4,4
0.967514,0.74098,288,1,1
0.221817,0.153913,238,5,5
0.544899,0.455591,52,4,4
0.223273,0.464577,195,5,5
0.250134,0.594872,289,-1,-1
0.935729,0.971382,290,-1,-1
0.452768,0.228933,41,3,3
0.096484,0.224577,190,0,0
0.445466,0.622175,56,3,3
0.105544,0.487604,200,0,0
0.109494,0.177644,30,0,0
0.378705,0.628027,65,3,3
0.613447,0.669611,188,4,4
0.688823,0.933007,275,-1,-1
0.868273,0.440725,19,1,-1
0.440672,0.601007,56,3,-1
0.749281,0.760913,60,2,2
0.625701,0.583148,128,4,4
0.118421,0.722913,62,0,0
0.769193,0.447617,14,2,2
0.539716,0.060128,291,-1,-1
0.62841,0.266047,191,4,4
0.229351,0.733289,139,5,5
0.392515,0.299651,160,3,3
0.45479,0.416651,210,3,3
0.724737,0.489564,143,2,2
0.23557,0.681154,292,5,5
0.580261,0.196691,102,4,4
0.478626,0.152631,293,-1,-1
0.582139,0.434034,45,4,4
0.945173,0.658356,15,1,1
0.545126,0.431201,220,4,4
0.16778,0.024503,294,-1,-1
0.544587,0.766758,126,4,4
0.141607,0.337557,295,0,0
0.277244,0.608738,296,-1,-1
0.891098,0.636725,69,1,1
0.623815,0.365557,37,4,4
0.288219,0.170993,151,5,5
0.389185,0.211564,234,3,3
0.972376,0.893396,297,-1,-1
0.401176,0.254584,189,3,3
0.591884,0.792523,298,-1,-1
0.248585,0.425456,13,5,5
0.572756,0.507181,9,4,4
0.80174,0.548175,180,2,2
0.598082,0.216523,172,4,4
0.835563,0.841121,225,-1,-1
0.112082,0.493362,200,0,0
0.392028,0.60845,65,3,3
0.880857,0.205537,53,1,1
0.428814,0.455201,214,3,-1
0.64677,0.642591,299,-1,-1
0.064268,0.620846,51,0,0
0.797965,0.749517,111,2,2
0.610802,0.490047,249,4,4
0.402294,0.183584,7,3,3
0.29979,0.761973,300,5,5
0.055868,0.397617,301,0,0
0.634912,0.275584,191,4,4
0.381344,0.238893,234,3,3
0.140795,0.52147,133,0,0
0.798305,0.208832,31,2,-1
0.710108,0.502275,183,2,2
0.252186,0.700691,81,5,5
0.184624,0.917597,302,-1,-1
0.051268,0.468631,23,0,0
0.781567,0.684839,86,2,2
0.266975,0.149262,181,5,5
0.963461,0.217805,243,1,1
0.70398,0.357745,187,2,2
0.399815,0.675691,269,3,3
0.605731,0.241772,191,4,4
0.263935,0.487168,71,5,5
0.287594,0.500664,18,5,5
0.911548,0.209047,53,1,1
0.615668,0.321443,101,4,4
0.037814,0.315114,303,-1,-1
0.429756,0.229215,123,3,3
0.723622,0.376389,136,2,2
0.451608,0.654483,197,3,3
0.453443,0.328275,67,3,3
0.28442,0.663698,304,5,5
0.48097,0.77296,305,-1,-1
0.421073,0.742899,194,3,3
0.13272,0.65949,255,0,0
0.598347,0.431336,45,4,4
0.556886,0.660242,306,4,4
0.235511,0.515745,285,5,5
0.080579,0.446067,107,0,-1
0.276182,0.463329,105,5,5
0.927278,0.20647,171,1,1
0.326397,0.08798,307,-1,-1
0.804579,0.58504,308,2,2
0.88827,0.701074,178,1,1
0.932514,0.481678,16,1,1
0.470183,0.442168,309,3,3
0.266212,0.688644,81,5,5
0.619822,0.366799,37,4,4
0.880128,0.162725,169,1,1
0.916276,0.745738,125,1,1
0.799572,0.670631,6,2,2
0.018665,0.91045,68,-1,-1
0.96267,0.243087,310,-1,1
0.253116,0.497819,71,5,5
0.455266,0.275275,63,3,3
0.791241,0.671315,6,2,2
0.087819,0.673416,221,0,0
0.506819,0.445651,263,3,-1
0.380075,0.631503,65,3,3
0.891755,0.705403,178,1,1
0.715049,0.300315,279,2,2
0.553127,0.613893,177,4,4
0.412456,0.764107,274,3,3
0.729029,0.219047,50,2,2
0.103521,0.492926,200,0,0
0.770283,0.221074,31,2,2
0.288077,0.155537,281,5,5
0.429447,0.289772,311,-1,-1
0.222818,0.746349,139,5,5
0.955338,0.188671,227,1,1
0.718717,0.283081,279,2,2
0.217579,0.191913,109,5,5
0.264033,0.410329,13,5,5
0.659623,0.436409,312,4,-1
0.903815,0.66647,114,1,1
0.886261,0.685356,178,1,1
0.397019,0.285034,160,3,3
0.472284,0.589034,208,3,3
0.725285,0.549564,233,2,2
0.526648,0.444799,52,4,-1
0.800069,0.478826,59,2,2
0.061011,0.621819,51,0,0
0.462259,0.270309,63,3,3
0.616431,0.676933,188,4,4
0.954247,0.410289,174,1,1
0.529696,0.033477,313,-1,-1
0.593726,0.431886,45,4,4
0.23243,0.670732,271,5,5
0.437254,0.14145,84,3,3
0.761506,0.191215,116,2,2
0.126889,0.517383,91,0,0
0.906268,0.423255,205,1,1
0.792353,0.25645,142,2,2
0.933763,0.705268,144,1,1
0.083491,0.708785,3,0,0
0.743358,0.185,104,2,2
0.957521,0.424738,174,1,1
0.39722,0.715946,49,3,3
0.60583,0.177336,120,4,4
0.383437,0.473476,26,3,3
0.938214,0.431081,174,1,1
0.876413,0.800893,314,-1,-1
0.217668,0.35353,58,5,5
0.712835,0.964007,315,-1,-1
