id,Label,Number_Points,X,Y
125,125,2,0.234559,0.133333
126,126,5,0.277059,0.128772
127,127,5,0.332353,0.126667
128,128,1,0.245588,0.089474
129,129,4,0.276103,0.074561
130,130,6,0.323775,0.078363
131,131,6,0.369608,0.176608
132,132,2,0.324265,0.034211
133,133,5,0.375294,0.078246
134,134,4,0.377941,0.032456
135,135,5,0.376765,0.124211
136,136,5,0.422647,0.128070
137,137,5,0.425588,0.075439
138,138,4,0.426838,0.028509
139,139,6,0.469363,0.073684
140,140,4,0.481250,0.030263
141,141,2,0.523529,0.046491
142,142,7,0.471429,0.124561
143,143,4,0.416912,0.179386
144,144,7,0.423739,0.227318
145,145,5,0.522353,0.080351
146,146,1,0.551471,0.040351
147,147,5,0.573235,0.075439
148,148,6,0.525735,0.133333
149,149,4,0.465809,0.167982
150,150,5,0.473235,0.220000
151,151,4,0.424265,0.278947
152,152,4,0.513603,0.184211
153,153,6,0.578922,0.129532
154,154,4,0.614338,0.131140
155,155,5,0.570882,0.179649
156,156,3,0.518137,0.226316
157,157,5,0.471176,0.276491
158,158,5,0.429118,0.328070
159,159,3,0.475000,0.323392
160,160,4,0.469485,0.369298
161,161,8,0.525184,0.271491
162,162,5,0.523235,0.314035
163,163,2,0.519853,0.355263
164,164,4,0.566912,0.322807
165,165,5,0.571471,0.224211
166,166,4,0.577941,0.272807
167,167,3,0.610784,0.271930
168,168,4,0.620956,0.222807
169,169,3,0.621569,0.178947
170,170,5,0.074706,0.032281
171,171,4,0.129779,0.034649
172,172,9,0.075654,0.076413
173,173,8,0.125000,0.076535
174,174,2,0.075735,0.110526
175,175,4,0.119853,0.116228
176,176,2,0.156618,0.074561
177,177,3,0.884314,0.479532
178,178,3,0.869608,0.531579
179,179,4,0.879779,0.570614
180,180,6,0.831127,0.572222
181,181,2,0.788971,0.625439
182,182,5,0.816765,0.628421
183,183,1,0.769118,0.668421
184,184,5,0.824118,0.668772
185,185,7,0.870588,0.621554
186,186,1,0.902941,0.543860
187,187,4,0.924265,0.582018
188,188,3,0.879412,0.686550
189,189,5,0.826176,0.722807
190,190,3,0.782353,0.716374
191,191,4,0.819485,0.780263
192,192,2,0.776471,0.771930
193,193,3,0.869118,0.768421
194,194,3,0.876471,0.729240
195,195,4,0.922794,0.712281
196,196,4,0.923897,0.678509
197,197,5,0.926176,0.634386
198,198,2,0.961029,0.635088
199,199,3,0.966667,0.677778
200,200,2,0.969853,0.723684
201,201,4,0.963971,0.772368
202,202,6,0.916912,0.775731
203,203,1,0.952941,0.814035
204,204,4,0.923897,0.830263
205,205,3,0.869608,0.820468
206,206,5,0.822353,0.820702
207,207,2,0.785294,0.829825
208,208,1,0.785294,0.861404
209,209,5,0.822059,0.881053
210,210,2,0.839706,0.922807
211,211,2,0.881618,0.925439
212,212,4,0.867279,0.878947
213,213,4,0.922059,0.876316
214,214,2,0.916176,0.917544
215,215,1,0.961765,0.864912
216,216,5,0.129118,0.414035
217,217,1,0.172059,0.415789
218,218,3,0.178922,0.378947
219,219,5,0.080000,0.377544
220,220,3,0.077451,0.331579
221,221,6,0.126471,0.371930
222,222,7,0.121008,0.321805
223,223,4,0.172426,0.327632
