cell-id,cell-label,number-points,CM-0,CM-1,qty-cells-cluster-greater-equal-3,gCluster-label, ground-truth-cell-label
125,125,13,0.900092,0.244126,9,69,6
129,129,6,0.845388,0.268236,9,69,6
137,137,17,0.67296,0.898814,9,83,7
139,139,9,0.647012,0.899293,9,83,7
140,140,10,0.697566,0.899476,9,83,7
142,142,9,0.695567,0.923857,9,83,7
144,144,8,0.696454,0.87732,9,83,7
145,145,7,0.66801,0.92799,9,83,7
147,147,8,0.670589,0.872084,9,83,7
148,148,4,0.647441,0.923298,9,83,7
150,150,4,0.650369,0.878392,9,83,7
162,162,11,0.387848,0.559293,11,100,8
163,163,13,0.40914,0.583912,11,100,8
164,164,11,0.38514,0.58917,11,100,8
165,165,9,0.411665,0.552087,11,100,8
167,167,4,0.41882,0.604971,11,100,8
168,168,4,0.461892,0.590826,11,100,8
169,169,6,0.413551,0.536773,11,100,8
171,171,6,0.446962,0.582948,11,100,8
174,174,4,0.446509,0.645331,14,105,29
176,176,6,0.363421,0.58786,11,100,8
178,178,2,0.390494,0.609169,11,100,8
179,179,4,0.360493,0.558184,11,100,8
187,187,14,0.558775,0.870952,9,115,9
188,188,13,0.559165,0.818608,9,115,9
189,189,6,0.584665,0.869078,9,115,9
190,190,19,0.557471,0.842734,9,115,9
192,192,8,0.585358,0.818705,9,115,9
193,193,4,0.583215,0.835562,9,115,9
196,196,5,0.557401,0.794612,9,115,9
201,201,6,0.52691,0.821212,9,115,9
202,202,7,0.534763,0.84451,9,115,9
207,207,10,0.33212,0.651006,11,127,10
208,208,12,0.328383,0.674533,11,127,10
209,209,14,0.356461,0.670542,11,127,10
211,211,10,0.359822,0.696937,11,127,10
212,212,6,0.384384,0.699318,11,127,10
213,213,6,0.299159,0.698006,11,127,10
214,214,9,0.302163,0.673928,11,127,10
215,215,6,0.305426,0.648771,11,127,10
216,216,6,0.416423,0.678752,14,105,29
217,217,7,0.327423,0.703612,11,127,10
218,218,6,0.382389,0.669439,11,127,10
219,219,5,0.352286,0.64652,11,127,10
221,221,9,0.302182,0.759796,9,130,28
224,224,8,0.759969,0.210987,10,132,11
225,225,4,0.707954,0.176651,10,132,11
226,226,9,0.784748,0.18742,10,132,11
227,227,9,0.756788,0.161359,10,132,11
229,229,11,0.730132,0.183773,10,132,11
230,230,4,0.784359,0.207959,10,132,11
231,231,13,0.757097,0.187598,10,132,11
234,234,6,0.780434,0.160625,10,132,11
235,235,4,0.727029,0.21137,10,132,11
236,236,9,0.726508,0.162117,10,132,11
237,237,9,0.724508,0.09955,11,6,25
240,240,5,0.69659,0.12749,11,6,25
245,245,9,0.893581,0.413902,12,142,12
246,246,9,0.840574,0.391884,12,142,12
247,247,12,0.868367,0.415659,12,142,12
249,249,11,0.841776,0.441892,12,142,12
250,250,6,0.819403,0.409938,12,142,12
251,251,5,0.873172,0.386017,12,142,12
254,254,6,0.866846,0.472437,12,142,18
255,255,9,0.846779,0.413941,12,142,12
256,256,5,0.896206,0.445292,12,142,12
257,257,2,0.846803,0.461112,12,142,12
258,258,11,0.870362,0.442083,12,142,12
260,260,3,0.876804,0.502696,10,147,18
262,262,3,0.822459,0.382944,12,142,12
266,266,6,0.898461,0.476023,10,147,12
270,270,9,0.474667,0.238774,9,24,13
271,271,9,0.494612,0.211926,9,24,13
272,272,11,0.49693,0.18925,9,24,13
276,276,12,0.46941,0.190308,9,24,13
278,278,7,0.439562,0.188704,9,24,13
279,279,10,0.475145,0.217793,9,24,13
283,283,6,0.447202,0.218096,9,24,13
287,287,6,0.446311,0.240411,9,24,13
288,288,7,0.499044,0.38887,10,27,14
290,290,10,0.4699,0.41603,10,27,14
291,291,16,0.497771,0.414686,10,27,14
292,292,7,0.528652,0.41708,10,27,14
293,293,5,0.471954,0.388448,10,27,14
294,294,17,0.500038,0.438176,10,27,14
295,295,8,0.470994,0.4375,10,27,14
296,296,3,0.534379,0.437252,10,27,14
304,304,4,0.502248,0.474864,10,27,14
306,306,17,0.644413,0.588785,11,174,15
307,307,12,0.616619,0.618104,11,174,15
308,308,1,0.685845,0.608513,11,174,15
311,311,11,0.645585,0.617457,11,174,15
312,312,10,0.671867,0.61049,11,174,15
313,313,7,0.672326,0.587762,11,174,15
314,314,8,0.666834,0.640357,11,174,15
315,315,10,0.621046,0.587149,11,174,15
319,319,4,0.637723,0.556632,11,174,15
321,321,3,0.618118,0.636615,11,174,15
325,325,2,0.656522,0.641833,11,174,15
327,327,8,0.213358,0.466764,10,185,16
328,328,9,0.241565,0.422181,10,185,16
329,329,15,0.215264,0.438593,10,185,16
331,331,7,0.183058,0.417242,10,185,16
332,332,13,0.240821,0.44454,10,185,16
333,333,9,0.187653,0.443986,10,185,16
334,334,6,0.18266,0.46652,10,185,16
336,336,5,0.164636,0.438138,10,185,16
338,338,11,0.215298,0.412993,10,185,16
339,339,3,0.240811,0.472758,10,185,16
341,341,4,0.270699,0.41157,11,190,17
347,347,10,0.328055,0.386751,11,190,17
348,348,9,0.35532,0.414515,11,190,17
350,350,13,0.303548,0.411133,11,190,17
352,352,4,0.278762,0.384329,11,190,17
353,353,5,0.303094,0.443823,11,190,17
354,354,5,0.355239,0.382711,11,190,17
356,356,9,0.329142,0.41022,11,190,17
357,357,14,0.327836,0.441841,11,190,17
358,358,8,0.301815,0.390822,11,190,17
360,360,4,0.327372,0.357678,11,190,17
366,366,11,0.896541,0.527,10,147,18
367,367,10,0.925393,0.497667,10,147,18
369,369,8,0.929743,0.551494,10,147,18
370,370,7,0.873846,0.526845,10,147,18
371,371,6,0.872731,0.556712,10,147,18
373,373,4,0.929891,0.533698,10,147,18
375,375,8,0.897895,0.55367,10,147,18
376,376,13,0.901091,0.504378,10,147,18
386,386,14,0.331473,0.158645,12,36,19
387,387,11,0.330367,0.18382,12,36,19
388,388,12,0.304471,0.182722,12,36,19
389,389,6,0.303587,0.161835,12,36,19
392,392,7,0.32609,0.207131,12,36,19
394,394,5,0.357785,0.157451,12,36,19
396,396,5,0.323022,0.13083,12,36,19
397,397,4,0.350435,0.186358,12,36,19
398,398,5,0.303977,0.210657,12,36,19
399,399,7,0.2745,0.187879,12,36,19
401,401,5,0.300548,0.134871,12,36,19
406,406,3,0.051492,0.928677,11,225,20
407,407,6,0.051054,0.895168,11,225,20
408,408,15,0.097656,0.898774,11,225,20
409,409,11,0.126608,0.899635,11,225,20
410,410,5,0.067934,0.87143,11,225,20
411,411,13,0.101131,0.921338,11,225,20
412,412,14,0.077248,0.90364,11,225,20
416,416,4,0.127268,0.878545,11,225,20
417,417,3,0.098567,0.945788,11,225,20
421,421,4,0.128116,0.922293,11,225,20
422,422,7,0.069222,0.92774,11,225,20
427,427,9,0.215821,0.641745,9,236,21
429,429,6,0.241391,0.647094,9,236,21
430,430,11,0.21698,0.699281,9,236,21
431,431,16,0.214616,0.670009,9,236,21
432,432,7,0.187811,0.669505,9,236,21
434,434,9,0.241178,0.67625,9,236,21
436,436,6,0.237854,0.693226,9,236,21
439,439,8,0.185871,0.642981,9,236,21
440,440,6,0.182915,0.69789,9,236,21
447,447,9,0.418379,0.904666,13,248,22
448,448,3,0.446481,0.920019,13,248,22
449,449,15,0.415198,0.844198,13,248,22
450,450,7,0.387221,0.898431,13,248,22
451,451,13,0.414415,0.874833,13,248,22
452,452,14,0.384984,0.87643,13,248,22
453,453,3,0.385148,0.851515,13,248,22
455,455,3,0.41126,0.818458,13,248,22
456,456,8,0.437842,0.869122,13,248,22
457,457,3,0.411882,0.925587,13,248,22
458,458,4,0.438574,0.906901,13,248,22
463,463,3,0.43177,0.843586,13,248,22
464,464,2,0.362911,0.86899,13,248,22
468,468,5,0.788318,0.925721,10,257,23
469,469,8,0.819506,0.92707,10,257,23
470,470,9,0.83931,0.92824,10,257,23
471,471,12,0.840784,0.895481,10,257,23
473,473,13,0.815867,0.899293,10,257,23
475,475,2,0.833563,0.878129,10,257,23
476,476,4,0.811072,0.870565,10,257,23
477,477,6,0.846392,0.950977,10,257,23
480,480,4,0.863883,0.957099,10,257,23
482,482,9,0.787162,0.901499,10,257,23
487,487,8,0.870535,0.722355,10,56,24
488,488,16,0.873341,0.673605,10,56,24
489,489,12,0.872087,0.700382,10,56,24
491,491,17,0.89586,0.702206,10,56,24
492,492,7,0.899744,0.67885,10,56,24
494,494,5,0.897241,0.645523,10,56,24
497,497,4,0.847948,0.667806,10,56,24
500,500,4,0.921107,0.720015,10,56,24
501,501,3,0.893298,0.717683,10,56,24
505,505,6,0.731958,0.037536,11,6,25
506,506,20,0.704033,0.069972,11,6,25
507,507,11,0.704007,0.095358,11,6,25
508,508,7,0.671696,0.072592,11,6,25
510,510,4,0.74884,0.054655,11,6,25
512,512,10,0.728357,0.072115,11,6,25
513,513,7,0.700273,0.040697,11,6,25
514,514,4,0.677952,0.040094,11,6,25
523,523,8,0.735261,0.496563,9,286,26
524,524,15,0.750256,0.472985,9,286,26
525,525,9,0.733759,0.442072,9,286,26
526,526,13,0.731401,0.470466,9,286,26
527,527,9,0.699377,0.471174,9,286,26
528,528,3,0.733769,0.419733,9,286,26
530,530,8,0.754771,0.498367,9,286,26
531,531,7,0.749353,0.444777,9,286,26
532,532,6,0.699339,0.445458,9,286,26
544,544,9,0.730431,0.275232,9,299,27
546,546,12,0.700514,0.324315,9,299,27
547,547,5,0.701699,0.273955,9,299,27
548,548,6,0.707261,0.299719,9,299,27
549,549,22,0.727574,0.301396,9,299,27
551,551,8,0.727082,0.323528,9,299,27
553,553,3,0.752921,0.277389,9,299,27
556,556,10,0.753215,0.32661,9,299,27
559,559,4,0.753636,0.298429,9,299,27
562,562,11,0.275942,0.760172,9,130,28
563,563,19,0.271648,0.785107,9,130,28
564,564,6,0.295694,0.81254,9,130,28
566,566,7,0.247426,0.760543,9,130,28
568,568,10,0.242454,0.813266,9,130,28
570,570,7,0.295366,0.783456,9,130,28
571,571,7,0.246954,0.785642,9,130,28
573,573,8,0.271262,0.808801,9,130,28
580,580,2,0.425631,0.695004,14,105,29
581,581,8,0.44303,0.727525,14,105,29
582,582,14,0.440083,0.698664,14,105,29
583,583,13,0.469888,0.697748,14,105,29
584,584,4,0.500105,0.704077,14,105,29
585,585,4,0.493825,0.670277,14,105,29
586,586,1,0.485804,0.716517,14,105,29
588,588,8,0.474485,0.721994,14,105,29
589,589,13,0.470906,0.671694,14,105,29
591,591,10,0.447256,0.670185,14,105,29
592,592,3,0.435419,0.746601,14,105,29
594,594,3,0.469,0.646876,14,105,29
600,600,12,0.096848,0.243312,13,39,30
601,601,5,0.039401,0.267991,13,39,30
602,602,13,0.098114,0.270341,13,39,30
603,603,9,0.046023,0.244973,13,39,30
604,604,3,0.120831,0.241359,13,39,30
605,605,2,0.069131,0.198405,13,39,30
606,606,8,0.09803,0.215721,13,39,30
607,607,9,0.069428,0.267089,13,39,30
608,608,9,0.071748,0.243467,13,39,30
609,609,2,0.052581,0.210255,13,39,30
610,610,11,0.0677,0.217052,13,39,30
613,613,3,0.120577,0.266953,13,39,30
616,616,14,0.100824,0.526876,10,330,31
617,617,4,0.073077,0.534026,10,330,31
618,618,10,0.123958,0.470102,10,330,31
619,619,8,0.103769,0.474296,10,330,31
620,620,14,0.101558,0.500066,10,330,31
621,621,6,0.077123,0.49758,10,330,31
623,623,9,0.125481,0.526804,10,330,31
625,625,5,0.153892,0.501944,10,330,31
627,627,2,0.122006,0.455078,10,330,31
630,630,8,0.125125,0.500816,10,330,31
