id,Label,Number_Points,X,Y,20
154,154,4,0.614338,0.13114,1600
155,155,5,0.570882,0.179649,2000
156,156,3,0.518137,0.226316,1200
157,157,5,0.471176,0.276491,2000
158,158,5,0.429118,0.32807,2000
159,159,3,0.475,0.323392,1200
160,160,4,0.469485,0.369298,1600
161,161,8,0.525184,0.271491,3200
162,162,5,0.523235,0.314035,2000
163,163,2,0.519853,0.355263,800
164,164,4,0.566912,0.322807,1600
165,165,5,0.571471,0.224211,2000
166,166,4,0.577941,0.272807,1600
167,167,3,0.610784,0.27193,1200
168,168,4,0.620956,0.222807,1600
169,169,3,0.621569,0.178947,1200
170,170,5,0.074706,0.032281,2000
171,171,4,0.129779,0.034649,1600
172,172,9,0.075654,0.076413,3600
173,173,8,0.125,0.076535,3200
174,174,2,0.075735,0.110526,800
175,175,4,0.119853,0.116228,1600
176,176,2,0.156618,0.074561,800
177,177,3,0.884314,0.479532,1200
178,178,3,0.869608,0.531579,1200
179,179,4,0.879779,0.570614,1600
180,180,6,0.831127,0.572222,2400
181,181,2,0.788971,0.625439,800
182,182,5,0.816765,0.628421,2000
183,183,1,0.769118,0.668421,400
184,184,5,0.824118,0.668772,2000
185,185,7,0.870588,0.621554,2800
186,186,1,0.902941,0.54386,400
187,187,4,0.924265,0.582018,1600
188,188,3,0.879412,0.68655,1200
189,189,5,0.826176,0.722807,2000
190,190,3,0.782353,0.716374,1200
191,191,4,0.819485,0.780263,1600
192,192,2,0.776471,0.77193,800
193,193,3,0.869118,0.768421,1200
194,194,3,0.876471,0.72924,1200
195,195,4,0.922794,0.712281,1600
196,196,4,0.923897,0.678509,1600
197,197,5,0.926176,0.634386,2000
198,198,2,0.961029,0.635088,800
199,199,3,0.966667,0.677778,1200
200,200,2,0.969853,0.723684,800
201,201,4,0.963971,0.772368,1600
202,202,6,0.916912,0.775731,2400
203,203,1,0.952941,0.814035,400
204,204,4,0.923897,0.830263,1600
205,205,3,0.869608,0.820468,1200
206,206,5,0.822353,0.820702,2000
207,207,2,0.785294,0.829825,800
208,208,1,0.785294,0.861404,400
209,209,5,0.822059,0.881053,2000
210,210,2,0.839706,0.922807,800
211,211,2,0.881618,0.925439,800
212,212,4,0.867279,0.878947,1600
213,213,4,0.922059,0.876316,1600
214,214,2,0.916176,0.917544,800
215,215,1,0.961765,0.864912,400
216,216,5,0.129118,0.414035,2000
217,217,1,0.172059,0.415789,400
218,218,3,0.178922,0.378947,1200
219,219,5,0.08,0.377544,2000
220,220,3,0.077451,0.331579,1200
221,221,6,0.126471,0.37193,2400
222,222,7,0.121008,0.321805,2800
223,223,4,0.172426,0.327632,1600
,,,,,1407.142857
,,,,,650.2354362
