id,Label,Number_Points,x,y,30
219,219,3,0.210025,0.515362,2700
220,220,13,0.215262,0.454213,11700
221,221,7,0.214242,0.483505,6300
222,222,7,0.212232,0.551217,6300
223,223,8,0.21557,0.582442,7200
224,224,8,0.219557,0.413518,7200
225,225,2,0.215668,0.388374,1800
226,226,3,0.217872,0.604507,2700
227,227,4,0.245008,0.425233,3600
228,228,13,0.251531,0.518037,11700
229,229,2,0.241979,0.568418,1800
230,230,6,0.248058,0.45011,5400
231,231,6,0.247782,0.553504,5400
232,232,3,0.253608,0.481384,2700
233,233,6,0.276955,0.480596,5400
234,234,6,0.285956,0.514285,5400
235,235,3,0.274012,0.454904,2700
236,236,4,0.28288,0.541723,3600
237,237,3,0.309792,0.509728,2700
238,238,4,0.307056,0.492016,3600
239,239,3,0.351462,0.510851,2700
240,240,4,0.355858,0.491151,3600
241,241,7,0.378496,0.52247,6300
242,242,8,0.383796,0.48021,7200
243,243,7,0.384804,0.540816,6300
244,244,2,0.399022,0.459862,1800
245,245,8,0.416233,0.445634,7200
246,246,6,0.416951,0.523792,5400
247,247,10,0.415875,0.48589,9000
248,248,4,0.422292,0.58011,3600
249,249,1,0.419998,0.418925,900
250,250,7,0.427434,0.552251,6300
251,251,7,0.446607,0.553567,6300
252,252,7,0.450648,0.512424,6300
253,253,8,0.448872,0.414597,7200
254,254,9,0.4512,0.478537,8100
255,255,4,0.440547,0.578722,3600
256,256,6,0.448638,0.451258,5400
257,257,3,0.456409,0.607013,2700
258,258,1,0.460149,0.384185,900
259,259,12,0.48224,0.619811,10800
260,260,7,0.481614,0.51889,6300
261,261,7,0.481583,0.416638,6300
262,262,7,0.482469,0.377084,6300
263,263,4,0.486824,0.449805,3600
264,264,5,0.486792,0.643352,4500
265,265,3,0.487479,0.483914,2700
266,266,3,0.485067,0.549908,2700
267,267,2,0.489032,0.357267,1800
268,268,3,0.493434,0.580009,2700
269,269,8,0.514925,0.619159,7200
270,270,8,0.509673,0.451804,7200
271,271,5,0.515632,0.387971,4500
272,272,7,0.516231,0.414814,6300
273,273,7,0.51916,0.481204,6300
274,274,5,0.515603,0.52175,4500
275,275,2,0.511955,0.648048,1800
276,276,6,0.520843,0.546642,5400
277,277,5,0.517119,0.581251,4500
278,278,4,0.517332,0.361345,3600
279,279,7,0.551418,0.483325,6300
280,280,4,0.550038,0.578008,3600
281,281,10,0.548873,0.4557,9000
282,282,5,0.548688,0.54863,4500
283,283,8,0.54517,0.390041,7200
284,284,6,0.556709,0.510981,5400
285,285,5,0.543636,0.417815,4500
286,286,3,0.547458,0.613094,2700
287,287,5,0.574118,0.57903,4500
288,288,4,0.576049,0.420392,3600
289,289,6,0.582171,0.509579,5400
290,290,8,0.582134,0.482528,7200
291,291,7,0.583803,0.448229,6300
292,292,8,0.583287,0.556039,7200
293,293,5,0.607435,0.541508,4500
294,294,5,0.61607,0.455776,4500
295,295,6,0.619272,0.480894,5400
296,296,5,0.616629,0.519305,4500
297,297,4,0.64412,0.518075,3600
298,298,1,0.647903,0.497152,900
299,299,4,0.68707,0.513293,3600
300,300,1,0.69453,0.481013,900
301,301,9,0.71799,0.487256,8100
302,302,6,0.712709,0.514443,5400
303,303,3,0.718932,0.451789,2700
304,304,2,0.717448,0.541638,1800
305,305,4,0.739895,0.446477,3600
306,306,5,0.748965,0.542802,4500
307,307,7,0.751497,0.518038,6300
308,308,7,0.751925,0.479,6300
309,309,4,0.750618,0.578253,3600
310,310,2,0.765668,0.414113,1800
311,311,7,0.783678,0.515344,6300
312,312,10,0.784552,0.587456,9000
313,313,9,0.778796,0.416759,8100
314,314,8,0.784361,0.482653,7200
315,315,7,0.785485,0.447268,6300
316,316,5,0.790284,0.617535,4500
317,317,6,0.787886,0.556275,5400
318,318,2,0.78861,0.389915,1800
319,319,9,0.816121,0.382595,8100
320,320,5,0.81755,0.416459,4500
321,321,8,0.814727,0.556486,7200
322,322,7,0.810977,0.446182,6300
323,323,5,0.820698,0.481147,4500
324,324,8,0.818677,0.616718,7200
325,325,9,0.819573,0.577458,8100
326,326,3,0.818521,0.643068,2700
327,327,7,0.822379,0.52282,6300
328,328,1,0.814218,0.366643,900
329,329,5,0.848263,0.414917,4500
330,330,9,0.849312,0.379812,8100
331,331,5,0.847512,0.610742,4500
332,332,5,0.851338,0.484887,4500
333,333,12,0.850103,0.515969,10800
334,334,4,0.844193,0.360767,3600
335,335,3,0.841049,0.554052,2700
336,336,4,0.846161,0.643775,3600
337,337,7,0.85487,0.453616,6300
338,338,6,0.854708,0.582401,5400
339,339,9,0.883573,0.547754,8100
340,340,8,0.883685,0.48137,7200
341,341,10,0.885062,0.415926,9000
342,342,4,0.880251,0.447045,3600
343,343,5,0.874245,0.389572,4500
344,344,5,0.876148,0.606353,4500
345,345,5,0.884396,0.578103,4500
346,346,4,0.886521,0.518199,3600
347,347,3,0.920249,0.513344,2700
348,348,4,0.910975,0.420349,3600
349,349,2,0.914553,0.568907,1800
350,350,10,0.916946,0.485233,9000
351,351,7,0.918137,0.451332,6300
352,352,3,0.915341,0.554776,2700
353,353,9,0.946962,0.483077,8100
354,354,2,0.942184,0.453822,1800
355,355,3,0.951964,0.542245,2700
356,356,4,0.951138,0.511799,3600
357,357,5,0.975234,0.508693,4500
358,358,1,0.982087,0.483795,900
359,359,4,0.019861,0.841205,3600
360,360,2,0.023305,0.822311,1800
361,361,10,0.04751,0.850708,9000
362,362,4,0.046304,0.80865,3600
363,363,6,0.060873,0.784809,5400
364,364,1,0.057358,0.876247,900
365,365,11,0.085568,0.821827,9900
366,366,6,0.082473,0.851283,5400
367,367,7,0.084651,0.883799,6300
368,368,2,0.080551,0.907537,1800
369,369,2,0.086446,0.792381,1800
370,370,4,0.095897,0.744654,3600
371,371,7,0.11544,0.780906,6300
372,372,5,0.114142,0.842395,4500
373,373,10,0.118842,0.884094,9000
374,374,6,0.117274,0.808815,5400
375,375,3,0.120983,0.7499,2700
376,376,9,0.121113,0.924283,8100
377,377,3,0.119442,0.942474,2700
378,378,7,0.126487,0.721386,6300
379,379,8,0.147967,0.920838,7200
380,380,10,0.146371,0.714423,9000
381,381,5,0.145258,0.820082,4500
382,382,7,0.153791,0.779781,6300
383,383,4,0.148098,0.886557,3600
384,384,6,0.148091,0.94817,5400
385,385,6,0.15544,0.751262,5400
386,386,4,0.14937,0.85183,3600
387,387,5,0.155551,0.974805,4500
388,388,2,0.157183,0.689496,1800
389,389,6,0.180987,0.916836,5400
390,390,5,0.180396,0.775353,4500
391,391,6,0.180286,0.718417,5400
392,392,8,0.183107,0.950664,7200
393,393,3,0.171427,0.972485,2700
394,394,7,0.185649,0.88695,6300
395,395,6,0.180317,0.816918,5400
396,396,4,0.187879,0.743163,3600
397,397,6,0.182793,0.853966,5400
398,398,1,0.176051,0.685603,900
399,399,6,0.217514,0.776833,5400
400,400,11,0.217804,0.819289,9900
401,401,10,0.218109,0.884368,9000
402,402,11,0.215023,0.748751,9900
403,403,6,0.214006,0.720296,5400
404,404,8,0.219133,0.847381,7200
405,405,2,0.216062,0.9434,1800
406,406,1,0.219727,0.904465,900
407,407,1,0.234726,0.811895,900
408,408,4,0.244494,0.908197,3600
409,409,7,0.25347,0.785091,6300
410,410,12,0.25081,0.882724,10800
411,411,8,0.249226,0.852568,7200
412,412,2,0.251404,0.759964,1800
413,413,6,0.284086,0.814429,5400
414,414,3,0.273315,0.887807,2700
415,415,7,0.282344,0.849256,6300
416,416,3,0.285316,0.798547,2700
417,417,3,0.309592,0.839872,2700
418,418,4,0.310984,0.822103,3600
419,419,6,0.355619,0.82394,5400
420,420,4,0.35862,0.855174,3600
421,421,7,0.380131,0.85553,6300
422,422,10,0.385496,0.81218,9000
423,423,3,0.386185,0.881567,2700
424,424,2,0.395098,0.79719,1800
425,425,6,0.419765,0.75587,5400
426,426,7,0.417732,0.85094,6300
427,427,6,0.412494,0.808594,5400
428,428,6,0.417536,0.785493,5400
429,429,5,0.420091,0.906897,4500
430,430,3,0.415839,0.885684,2700
431,431,7,0.445322,0.917735,6300
432,432,7,0.446461,0.852422,6300
433,433,3,0.45271,0.890499,2700
434,434,12,0.448124,0.752531,10800
435,435,6,0.450066,0.815161,5400
436,436,4,0.451836,0.783021,3600
437,437,3,0.459023,0.729414,2700
438,438,4,0.460556,0.943972,3600
439,439,10,0.478869,0.780033,9000
440,440,9,0.48317,0.848976,8100
441,441,5,0.477193,0.921567,4500
442,442,9,0.48328,0.820543,8100
443,443,3,0.484412,0.975709,2700
444,444,4,0.484487,0.757083,3600
445,445,5,0.484338,0.692232,4500
446,446,6,0.48995,0.947042,5400
447,447,4,0.4849,0.883648,3600
448,448,6,0.484639,0.722213,5400
449,449,6,0.50869,0.686451,5400
450,450,8,0.514247,0.81414,7200
451,451,8,0.510002,0.853365,7200
452,452,6,0.518146,0.71275,5400
453,453,5,0.51881,0.920146,4500
454,454,7,0.519732,0.7879,6300
455,455,8,0.520753,0.952249,7200
456,456,6,0.514394,0.880827,5400
457,457,1,0.514745,0.746618,900
458,458,1,0.526907,0.972188,900
459,459,5,0.549138,0.792093,4500
460,460,2,0.539433,0.727973,1800
461,461,10,0.546107,0.883351,9000
462,462,6,0.555336,0.847389,5400
463,463,10,0.552763,0.749574,9000
464,464,6,0.549957,0.913944,5400
465,465,2,0.544217,0.937403,1800
466,466,3,0.554687,0.815519,2700
467,467,7,0.58262,0.75649,6300
468,468,9,0.579814,0.878418,8100
469,469,6,0.582808,0.847613,5400
470,470,7,0.582243,0.778247,6300
471,471,1,0.571645,0.906027,900
472,472,3,0.593002,0.826892,2700
473,473,3,0.607949,0.872124,2700
474,474,8,0.61645,0.853004,7200
475,475,5,0.61614,0.815297,4500
476,476,2,0.61391,0.785447,1800
477,477,4,0.641318,0.823412,3600
478,478,7,0.648045,0.842859,6300
479,479,3,0.691719,0.845737,2700
480,480,3,0.690186,0.827337,2700
481,481,7,0.7128,0.817637,6300
482,482,7,0.718584,0.846101,6300
483,483,3,0.726863,0.878096,2700
484,484,2,0.728412,0.780474,1800
485,485,6,0.750589,0.824887,5400
486,486,5,0.752066,0.883956,4500
487,487,10,0.752094,0.777859,9000
488,488,4,0.752035,0.759571,3600
489,489,3,0.747845,0.859701,2700
490,490,4,0.760118,0.91411,3600
491,491,11,0.779716,0.821584,9900
492,492,6,0.783438,0.892416,5400
493,493,6,0.780834,0.748771,5400
494,494,7,0.783032,0.846346,6300
495,495,4,0.786424,0.775593,3600
496,496,3,0.787906,0.942976,2700
497,497,5,0.789779,0.925669,4500
498,498,1,0.781835,0.722372,900
499,499,8,0.809987,0.818831,7200
500,500,4,0.811957,0.922765,3600
501,501,11,0.816137,0.784507,9900
502,502,4,0.81396,0.954853,3600
503,503,6,0.81636,0.751125,5400
504,504,10,0.819143,0.712708,9000
505,505,6,0.816773,0.8512,5400
506,506,10,0.817142,0.88656,9000
507,507,7,0.826615,0.687968,6300
508,508,9,0.844865,0.847798,8100
509,509,6,0.853501,0.814261,5400
510,510,9,0.84495,0.884517,8100
511,511,7,0.852128,0.920965,6300
512,512,5,0.847655,0.782967,4500
513,513,10,0.850923,0.952966,9000
514,514,11,0.849791,0.721582,9900
515,515,2,0.841324,0.979325,1800
516,516,4,0.853255,0.752295,3600
517,517,9,0.881843,0.748064,8100
518,518,9,0.882056,0.884784,8100
519,519,9,0.881855,0.848843,8100
520,520,4,0.8794,0.71728,3600
521,521,3,0.881008,0.813143,2700
522,522,7,0.882926,0.912674,6300
523,523,2,0.88163,0.775139,1800
524,524,1,0.888697,0.93342,900
525,525,6,0.905627,0.752734,5400
526,526,9,0.917101,0.813781,8100
527,527,6,0.921962,0.850268,5400
528,528,7,0.919282,0.879957,6300
529,529,2,0.912939,0.913345,1800
530,530,5,0.918148,0.780371,4500
531,531,3,0.942388,0.787196,2700
532,532,10,0.951641,0.850213,9000
533,533,2,0.942681,0.869367,1800
534,534,4,0.946931,0.812624,3600
535,535,4,0.973348,0.817968,3600
536,536,2,0.980934,0.846385,1800
,,,,,5027.932961
,,,,,2359.292024
