id,Label,Number_Points,x,y,50
240,240,8,0.511185,0.211717,20000
241,241,13,0.73144,0.410268,32500
242,242,1,0.147433,0.151666,2500
243,243,14,0.850868,0.169045,35000
244,244,24,0.290406,0.310569,60000
245,245,16,0.592191,0.189325,40000
246,246,13,0.828062,0.172335,32500
247,247,17,0.311677,0.310117,42500
248,248,10,0.587527,0.424272,25000
249,249,16,0.128029,0.091073,40000
250,250,16,0.649665,0.369959,40000
251,251,14,0.887239,0.148281,35000
252,252,22,0.531141,0.189378,55000
253,253,5,0.532906,0.33027,12500
254,254,18,0.830333,0.309774,45000
255,255,18,0.289512,0.270024,45000
256,256,6,0.225151,0.251174,15000
257,257,18,0.230877,0.410799,45000
258,258,22,0.848725,0.251238,55000
259,259,1,0.222831,0.424107,2500
260,260,9,0.590985,0.209358,22500
261,261,8,0.125139,0.208062,20000
262,262,14,0.209563,0.371102,35000
263,263,8,0.210568,0.229274,20000
264,264,13,0.630531,0.089094,32500
265,265,7,0.71307,0.090463,17500
266,266,6,0.728177,0.26796,15000
267,267,13,0.627735,0.149102,32500
268,268,17,0.793514,0.168931,42500
269,269,13,0.648507,0.071932,32500
270,270,27,0.430165,0.389854,67500
271,271,10,0.150422,0.430216,25000
272,272,15,0.349843,0.089967,37500
273,273,13,0.589391,0.409883,32500
274,274,2,0.924677,0.309562,5000
275,275,4,0.809434,0.451236,10000
276,276,7,0.086711,0.39096,17500
277,277,12,0.78859,0.07043,30000
278,278,2,0.329689,0.484256,5000
279,279,22,0.309286,0.22864,55000
280,280,8,0.35167,0.355149,20000
281,281,15,0.230501,0.268749,37500
282,282,16,0.211171,0.09129,40000
283,283,10,0.809362,0.251192,25000
284,284,11,0.729998,0.389302,27500
285,285,23,0.870947,0.110769,57500
286,286,12,0.611599,0.32442,30000
287,287,18,0.811035,0.109422,45000
288,288,17,0.330347,0.389449,42500
289,289,17,0.589906,0.390323,42500
290,290,11,0.191408,0.0545,27500
291,291,16,0.69055,0.387933,40000
292,292,24,0.211875,0.107433,60000
293,293,20,0.087845,0.108556,50000
294,294,18,0.109917,0.269604,45000
295,295,17,0.210361,0.39046,42500
296,296,11,0.311365,0.372704,27500
297,297,18,0.568243,0.310405,45000
298,298,11,0.884488,0.169682,27500
299,299,17,0.268294,0.091043,42500
300,300,11,0.444473,0.308907,27500
301,301,18,0.109449,0.287905,45000
302,302,15,0.589866,0.370853,37500
303,303,14,0.389501,0.170117,35000
304,304,17,0.648724,0.089964,42500
305,305,2,0.990802,0.06959,5000
306,306,18,0.429414,0.311098,45000
307,307,3,0.985485,0.164338,7500
308,308,12,0.08617,0.192883,30000
309,309,9,0.531611,0.070096,22500
310,310,10,0.627644,0.107127,25000
311,311,11,0.509952,0.428479,27500
312,312,4,0.396107,0.27189,10000
313,313,4,0.691229,0.110768,10000
314,314,1,0.986567,0.47662,2500
315,315,14,0.30898,0.410203,35000
316,316,11,0.187643,0.153474,27500
317,317,3,0.128661,0.324856,7500
318,318,19,0.3493,0.370293,47500
319,319,12,0.493881,0.109252,30000
320,320,3,0.445805,0.188792,7500
321,321,3,0.642496,0.139608,7500
322,322,11,0.569333,0.087897,27500
323,323,7,0.348206,0.11238,17500
324,324,11,0.169173,0.109871,27500
325,325,16,0.428734,0.269337,40000
326,326,15,0.613093,0.092129,37500
327,327,6,0.534599,0.273538,15000
328,328,21,0.54984,0.129377,52500
329,329,6,0.22769,0.05595,15000
330,330,13,0.509449,0.186705,32500
331,331,3,0.867039,0.017016,7500
332,332,13,0.548685,0.193542,32500
333,333,16,0.71293,0.372996,40000
334,334,10,0.291639,0.248988,25000
335,335,19,0.531513,0.368551,47500
336,336,3,0.178198,0.206499,7500
337,337,4,0.051054,0.21214,10000
338,338,17,0.231504,0.068745,42500
339,339,18,0.647902,0.411004,45000
340,340,11,0.893084,0.130532,27500
341,341,17,0.188592,0.290194,42500
342,342,15,0.50963,0.09036,37500
343,343,15,0.427264,0.366708,37500
344,344,13,0.670352,0.369729,32500
345,345,2,0.059628,0.266743,5000
346,346,24,0.47108,0.09181,60000
347,347,12,0.853831,0.368456,30000
348,348,13,0.329266,0.252508,32500
349,349,18,0.830753,0.149286,45000
350,350,13,0.810613,0.13047,32500
351,351,9,0.889312,0.329855,22500
352,352,18,0.228387,0.212783,45000
353,353,3,0.742963,0.336502,7500
354,354,10,0.594202,0.168807,25000
355,355,11,0.209384,0.286749,27500
356,356,18,0.790444,0.189452,45000
357,357,14,0.391217,0.391342,35000
358,358,6,0.443407,0.247734,15000
359,359,4,0.494562,0.176108,10000
360,360,4,0.738992,0.329036,10000
361,361,10,0.791875,0.130196,25000
362,362,13,0.408964,0.07204,32500
363,363,8,0.431389,0.293138,20000
364,364,8,0.552606,0.391017,20000
365,365,2,0.929981,0.231281,5000
366,366,7,0.868958,0.312028,17500
367,367,18,0.331968,0.311454,45000
368,368,3,0.746595,0.349463,7500
369,369,5,0.723783,0.232724,12500
370,370,6,0.608792,0.106451,15000
371,371,8,0.569159,0.106598,20000
372,372,19,0.731234,0.073007,47500
373,373,14,0.570023,0.410496,35000
374,374,24,0.828226,0.110046,60000
375,375,10,0.269189,0.413174,25000
376,376,13,0.269239,0.108551,32500
377,377,1,0.710208,0.440872,2500
378,378,16,0.887984,0.350353,40000
379,379,12,0.311155,0.151561,30000
380,380,25,0.810137,0.167576,62500
381,381,11,0.443293,0.38959,27500
382,382,17,0.328981,0.287393,42500
383,383,14,0.428428,0.086522,35000
384,384,23,0.808575,0.31055,57500
385,385,15,0.870009,0.269702,37500
386,386,9,0.213014,0.212047,22500
387,387,22,0.269774,0.369859,55000
388,388,10,0.610165,0.411202,25000
389,389,15,0.653955,0.390235,37500
390,390,14,0.289975,0.172198,35000
391,391,16,0.84939,0.290535,40000
392,392,19,0.552066,0.072966,47500
393,393,9,0.650354,0.149066,22500
394,394,14,0.607698,0.230831,35000
395,395,3,0.811749,0.464343,7500
396,396,1,0.316173,0.450671,2500
397,397,16,0.727582,0.088517,40000
398,398,5,0.852757,0.39005,12500
399,399,16,0.111794,0.09123,40000
400,400,8,0.746807,0.411231,20000
401,401,1,0.493848,0.017722,2500
402,402,13,0.809741,0.288956,32500
403,403,13,0.309624,0.266084,32500
404,404,5,0.52598,0.423827,12500
405,405,24,0.549045,0.152124,60000
406,406,9,0.253688,0.107982,22500
407,407,2,0.686507,0.177156,5000
408,408,13,0.230565,0.369425,32500
409,409,10,0.090237,0.130913,25000
410,410,19,0.290324,0.370637,47500
411,411,15,0.868868,0.089134,37500
412,412,8,0.07604,0.070254,20000
413,413,9,0.074186,0.090385,22500
414,414,16,0.712142,0.388776,40000
415,415,6,0.412825,0.152792,15000
416,416,2,0.312196,0.323431,5000
417,417,23,0.750132,0.09088,57500
418,418,19,0.767757,0.090899,47500
419,419,2,0.497802,0.424895,5000
420,420,8,0.251075,0.188236,20000
421,421,5,0.397392,0.290386,12500
422,422,1,0.640553,0.486185,2500
423,423,19,0.531252,0.409722,47500
424,424,3,0.086425,0.322691,7500
425,425,9,0.392392,0.205686,22500
426,426,2,0.94833,0.088221,5000
427,427,13,0.849243,0.05453,32500
428,428,6,0.070889,0.246751,15000
429,429,20,0.090322,0.251965,50000
430,430,11,0.148132,0.089014,27500
431,431,11,0.512797,0.408798,27500
432,432,13,0.628887,0.189886,32500
433,433,12,0.769069,0.108182,30000
434,434,15,0.848895,0.149208,37500
435,435,22,0.609705,0.07045,55000
436,436,18,0.530278,0.130341,45000
437,437,7,0.041354,0.111953,17500
438,438,17,0.191505,0.090084,42500
439,439,14,0.288272,0.20892,35000
440,440,1,0.006393,0.450917,2500
441,441,5,0.404542,0.103894,12500
442,442,14,0.531926,0.087585,35000
443,443,14,0.611899,0.268302,35000
444,444,7,0.914257,0.232377,17500
445,445,17,0.627786,0.2909,42500
446,446,4,0.757564,0.250707,10000
447,447,15,0.148126,0.107242,37500
448,448,14,0.188844,0.070353,35000
449,449,25,0.290702,0.151685,62500
450,450,2,0.3713,0.03561,5000
451,451,13,0.730544,0.370908,32500
452,452,17,0.089228,0.290767,42500
453,453,6,0.706174,0.169173,15000
454,454,13,0.410142,0.290163,32500
455,455,11,0.60766,0.2895,27500
456,456,20,0.550253,0.107975,50000
457,457,16,0.890292,0.108201,40000
458,458,15,0.369062,0.38902,37500
459,459,5,0.177213,0.254537,12500
460,460,12,0.850683,0.089318,30000
461,461,11,0.748979,0.105694,27500
462,462,11,0.732046,0.288612,27500
463,463,1,0.737436,0.356064,2500
464,464,3,0.824962,0.445951,7500
465,465,7,0.332328,0.356952,17500
466,466,7,0.39462,0.310112,17500
467,467,16,0.110171,0.250187,40000
468,468,7,0.629421,0.424927,17500
469,469,11,0.872143,0.192025,27500
470,470,19,0.827827,0.272095,47500
471,471,2,0.017891,0.227236,5000
472,472,13,0.328773,0.189095,32500
473,473,2,0.471923,0.347252,5000
474,474,2,0.516354,0.038415,5000
475,475,9,0.07311,0.229059,22500
476,476,9,0.550212,0.224999,22500
477,477,1,0.907679,0.095473,2500
478,478,5,0.124332,0.151418,12500
479,479,12,0.848005,0.351135,30000
480,480,14,0.512104,0.227425,35000
481,481,14,0.190893,0.168659,35000
482,482,13,0.290793,0.108611,32500
483,483,2,0.746605,0.422314,5000
484,484,6,0.754304,0.214779,15000
485,485,9,0.472525,0.052008,22500
486,486,11,0.212403,0.071181,27500
487,487,1,0.115764,0.418834,2500
488,488,12,0.074815,0.1902,30000
489,489,5,0.593627,0.26917,12500
490,490,9,0.58998,0.32533,22500
491,491,20,0.289222,0.188722,50000
492,492,16,0.268725,0.068237,40000
493,493,13,0.127465,0.107256,32500
494,494,8,0.264408,0.152953,20000
495,495,13,0.608444,0.387499,32500
496,496,3,0.341413,0.207231,7500
497,497,9,0.03516,0.069808,22500
498,498,7,0.374277,0.150853,17500
499,499,15,0.829778,0.249059,37500
500,500,10,0.108643,0.451001,25000
501,501,1,0.322503,0.454166,2500
502,502,20,0.410329,0.388838,50000
503,503,15,0.311393,0.249778,37500
504,504,5,0.586008,0.104765,12500
505,505,1,0.308134,0.474283,2500
506,506,10,0.186804,0.251793,25000
507,507,10,0.831139,0.069217,25000
508,508,21,0.35018,0.389148,52500
509,509,5,0.246663,0.052418,12500
510,510,14,0.408614,0.052603,35000
511,511,13,0.310473,0.171628,32500
512,512,8,0.609033,0.131413,20000
513,513,23,0.228707,0.349127,57500
514,514,5,0.042656,0.131415,12500
515,515,10,0.64903,0.24873,25000
516,516,9,0.344362,0.070654,22500
517,517,4,0.709835,0.424657,10000
518,518,9,0.511771,0.106905,22500
519,519,16,0.311441,0.288997,40000
520,520,5,0.684261,0.091162,12500
521,521,2,0.888429,0.382815,5000
522,522,6,0.311337,0.053346,15000
523,523,5,0.429377,0.108702,12500
524,524,13,0.189002,0.230565,32500
525,525,1,0.800126,0.340666,2500
526,526,1,0.012998,0.015171,2500
527,527,5,0.724772,0.248595,12500
528,528,8,0.248156,0.353947,20000
529,529,8,0.489289,0.455131,20000
530,530,4,0.564093,0.168103,10000
531,531,12,0.610068,0.310238,30000
532,532,15,0.410811,0.310352,37500
533,533,16,0.430115,0.072673,40000
534,534,2,0.89123,0.275964,5000
535,535,2,0.947691,0.072716,5000
536,536,14,0.186566,0.106409,35000
537,537,10,0.869773,0.231771,25000
538,538,11,0.210642,0.328013,27500
539,539,4,0.32706,0.32382,10000
540,540,14,0.35166,0.411295,35000
541,541,2,0.177814,0.315784,5000
542,542,12,0.231699,0.15394,30000
543,543,1,0.985177,0.35216,2500
544,544,16,0.249977,0.070622,40000
545,545,1,0.031276,0.249037,2500
546,546,8,0.748853,0.369357,20000
547,547,16,0.187426,0.350856,40000
548,548,5,0.773654,0.445798,12500
549,549,1,0.773177,0.031658,2500
550,550,18,0.607498,0.372494,45000
551,551,4,0.15758,0.416435,10000
552,552,8,0.289425,0.070639,20000
553,553,1,0.584081,0.453404,2500
554,554,2,0.278094,0.2891,5000
555,555,12,0.26876,0.055005,30000
556,556,9,0.767821,0.429733,22500
557,557,8,0.73291,0.308561,20000
558,558,10,0.823946,0.330797,25000
559,559,13,0.193205,0.368072,32500
560,560,1,0.779989,0.01911,2500
561,561,4,0.341476,0.149603,10000
562,562,18,0.529816,0.150535,45000
563,563,17,0.509012,0.150009,42500
564,564,9,0.124902,0.189309,22500
565,565,12,0.189581,0.209143,30000
566,566,4,0.497333,0.391918,10000
567,567,14,0.512612,0.071572,35000
568,568,1,0.209168,0.490214,2500
569,569,1,0.55097,0.024085,2500
570,570,8,0.887407,0.31394,20000
571,571,1,0.144406,0.215874,2500
572,572,16,0.850015,0.109772,40000
573,573,17,0.610964,0.209898,42500
574,574,2,0.870778,0.038343,5000
575,575,13,0.691652,0.369914,32500
576,576,6,0.131196,0.453777,15000
577,577,12,0.310374,0.385687,30000
578,578,10,0.729799,0.105623,25000
579,579,16,0.81112,0.151067,40000
580,580,13,0.629033,0.250302,32500
581,581,7,0.131433,0.054605,17500
582,582,7,0.590317,0.067129,17500
583,583,1,0.553152,0.47455,2500
584,584,14,0.567461,0.372319,35000
585,585,9,0.468527,0.070376,22500
586,586,18,0.870693,0.168629,45000
587,587,4,0.776479,0.169281,10000
588,588,5,0.052436,0.24984,12500
589,589,19,0.190259,0.389113,47500
590,590,7,0.493519,0.232251,17500
591,591,1,0.560516,0.133312,2500
592,592,9,0.44927,0.10412,22500
593,593,4,0.445533,0.268407,10000
594,594,1,0.152669,0.319498,2500
595,595,8,0.671914,0.072691,20000
596,596,14,0.509824,0.050081,35000
597,597,2,0.839501,0.417711,5000
598,598,1,0.668443,0.228415,2500
599,599,3,0.6086,0.424447,7500
600,600,14,0.1709,0.069191,35000
601,601,6,0.955829,0.111667,15000
602,602,9,0.594341,0.227382,22500
603,603,4,0.903005,0.055333,10000
604,604,4,0.175556,0.375117,10000
605,605,9,0.825473,0.232947,22500
606,606,1,0.001578,0.294478,2500
607,607,23,0.247402,0.088766,57500
608,608,16,0.868888,0.36959,40000
609,609,6,0.090561,0.054522,15000
610,610,2,0.970562,0.189731,5000
611,611,16,0.51044,0.128751,40000
612,612,13,0.832772,0.211307,32500
613,613,8,0.807881,0.072079,20000
614,614,2,0.945782,0.291739,5000
615,615,5,0.904978,0.34627,12500
616,616,2,0.19854,0.485204,5000
617,617,11,0.669521,0.390606,27500
618,618,17,0.311588,0.109472,42500
619,619,15,0.229357,0.190609,37500
620,620,8,0.532415,0.290416,20000
621,621,1,0.109732,0.482,2500
622,622,6,0.330071,0.056354,15000
623,623,10,0.813003,0.20884,25000
624,624,5,0.904812,0.266781,12500
625,625,2,0.465765,0.425763,5000
626,626,2,0.97751,0.451454,5000
627,627,6,0.750732,0.055361,15000
628,628,2,0.96921,0.073406,5000
629,629,1,0.963137,0.133698,2500
630,630,5,0.285995,0.322277,12500
631,631,2,0.935067,0.429923,5000
632,632,6,0.047432,0.165885,15000
633,633,12,0.368666,0.408769,30000
634,634,13,0.811826,0.05387,32500
635,635,4,0.498196,0.189837,10000
636,636,13,0.812903,0.331465,32500
637,637,2,0.355312,0.485408,5000
638,638,7,0.450374,0.430475,17500
639,639,3,0.347444,0.311982,7500
640,640,16,0.749777,0.389155,40000
641,641,1,0.362562,0.306815,2500
642,642,8,0.593959,0.250577,20000
643,643,4,0.275573,0.12837,10000
644,644,3,0.546989,0.345676,7500
645,645,3,0.398183,0.327197,7500
646,646,2,0.027363,0.027118,5000
647,647,13,0.230599,0.288786,32500
648,648,4,0.465767,0.451544,10000
649,649,2,0.34396,0.321705,5000
650,650,10,0.126232,0.231509,25000
651,651,1,0.177714,0.163923,2500
652,652,7,0.831322,0.189193,17500
653,653,1,0.041773,0.339476,2500
654,654,2,0.254701,0.173544,5000
655,655,1,0.666954,0.113879,2500
656,656,2,0.14719,0.276212,5000
657,657,5,0.39617,0.226715,12500
658,658,2,0.145685,0.03299,5000
659,659,4,0.075632,0.055154,10000
660,660,15,0.288635,0.128481,37500
661,661,4,0.471331,0.10199,10000
662,662,9,0.167312,0.41094,22500
663,663,15,0.110475,0.068887,37500
664,664,3,0.55242,0.250118,7500
665,665,3,0.049463,0.408866,7500
666,666,2,0.763308,0.415703,5000
667,667,5,0.732512,0.055313,12500
668,668,1,0.051093,0.098585,2500
669,669,5,0.712912,0.206744,12500
670,670,1,0.077198,0.362324,2500
671,671,1,0.540096,0.441494,2500
672,672,17,0.449984,0.068855,42500
673,673,9,0.790274,0.149853,22500
674,674,11,0.79082,0.089004,27500
675,675,12,0.792364,0.305432,30000
676,676,17,0.430077,0.189287,42500
677,677,2,0.047461,0.344138,5000
678,678,1,0.788837,0.030134,2500
679,679,2,0.397127,0.063002,5000
680,680,1,0.848682,0.475299,2500
681,681,6,0.845873,0.413599,15000
682,682,6,0.089958,0.412743,15000
683,683,10,0.443892,0.348497,25000
684,684,4,0.344751,0.188244,10000
685,685,10,0.890717,0.289936,25000
686,686,8,0.443331,0.230292,20000
687,687,1,0.950387,0.411813,2500
688,688,15,0.550897,0.325537,37500
689,689,2,0.713164,0.24871,5000
690,690,1,0.80234,0.372928,2500
691,691,7,0.445167,0.330895,17500
692,692,4,0.912629,0.246662,10000
693,693,3,0.673387,0.082198,7500
694,694,2,0.116092,0.469121,5000
695,695,1,0.141212,0.188519,2500
696,696,4,0.177202,0.271327,10000
697,697,5,0.726374,0.426304,12500
698,698,1,0.125006,0.462003,2500
699,699,5,0.371461,0.130421,12500
700,700,8,0.550636,0.05451,20000
701,701,4,0.073503,0.167394,10000
702,702,8,0.774072,0.289675,20000
703,703,2,0.177374,0.297668,5000
704,704,2,0.945649,0.236315,5000
705,705,3,0.243119,0.266003,7500
706,706,12,0.186181,0.269908,30000
707,707,1,0.692631,0.24608,2500
708,708,1,0.264588,0.161589,2500
709,709,4,0.446206,0.203109,10000
710,710,7,0.394394,0.24931,17500
711,711,6,0.044737,0.149312,15000
712,712,5,0.344578,0.268935,12500
713,713,1,0.240883,0.333524,2500
714,714,2,0.447229,0.151873,5000
715,715,2,0.693923,0.12311,5000
716,716,1,0.903655,0.303228,2500
717,717,4,0.363122,0.112415,10000
718,718,2,0.245318,0.304118,5000
719,719,6,0.34596,0.288414,15000
720,720,1,0.902877,0.165073,2500
721,721,2,0.949415,0.310726,5000
722,722,1,0.772176,0.472569,2500
723,723,4,0.703656,0.151621,10000
724,724,1,0.745537,0.15935,2500
725,725,1,0.029995,0.203649,2500
726,726,1,0.950506,0.325273,2500
727,727,1,0.491209,0.357965,2500
728,728,1,0.91189,0.12851,2500
729,729,1,0.598529,0.485313,2500
730,730,1,0.343304,0.466064,2500
731,731,5,0.772356,0.055785,12500
732,732,1,0.724623,0.21835,2500
733,733,9,0.887455,0.089979,22500
734,734,7,0.571201,0.327022,17500
