X,Y
0.748437,0.443750
0.728125,0.471875
0.767188,0.467187
0.771875,0.456250
0.789063,0.476563
0.806250,0.504687
0.796875,0.504687
0.784375,0.510938
0.782813,0.540625
0.759375,0.546875
0.753125,0.581250
0.742188,0.515625
0.734375,0.531250
0.715625,0.525000
0.690625,0.525000
0.679688,0.553125
0.667188,0.548438
0.642188,0.542188
0.665625,0.521875
0.684375,0.500000
0.678125,0.431250
0.667188,0.431250
0.668750,0.442187
0.684375,0.446875
0.667188,0.459375
0.685937,0.462500
0.685937,0.470313
0.668750,0.479688
0.645312,0.487500
0.620313,0.496875
0.606250,0.551562
0.609375,0.462500
0.607812,0.476563
0.581250,0.459375
0.573438,0.470313
0.571875,0.476563
0.529687,0.525000
0.545312,0.545312
0.542188,0.435937
0.521875,0.451562
0.510938,0.451562
0.295312,0.192188
0.221875,0.220313
0.273438,0.287500
0.204688,0.293750
0.176563,0.323437
0.148438,0.329688
0.173438,0.379688
0.157813,0.403125
0.170312,0.403125
0.175000,0.432813
0.187500,0.439063
0.187500,0.415625
0.198437,0.415625
0.204688,0.384375
0.207813,0.370312
0.223438,0.376563
0.220313,0.393750
0.231250,0.406250
0.239063,0.406250
0.246875,0.404687
0.240625,0.385937
0.260937,0.376563
0.254688,0.367188
0.251563,0.362500
0.254688,0.350000
0.253125,0.331250
0.296875,0.312500
0.321875,0.295312
0.328125,0.293750
0.342187,0.273438
0.356250,0.287500
0.387500,0.287500
0.382813,0.295312
0.362500,0.304688
0.346875,0.314063
0.350000,0.320313
0.367188,0.326562
0.317188,0.325000
0.314063,0.334375
0.301563,0.332813
0.389062,0.335938
0.364063,0.350000
0.335938,0.345313
0.335938,0.359375
0.310937,0.368750
0.318750,0.371875
0.320313,0.390625
0.284375,0.385937
0.285938,0.390625
0.257813,0.418750
0.303125,0.393750
0.296875,0.410937
0.303125,0.425000
0.285938,0.412500
0.279687,0.421875
0.264062,0.431250
0.251563,0.443750
0.259375,0.456250
0.270313,0.456250
0.257813,0.476563
0.251563,0.482812
0.251563,0.485938
0.235938,0.485938
0.243750,0.506250
0.139063,0.500000
0.220313,0.534375
0.217187,0.546875
0.239063,0.545312
0.228125,0.617188
0.271875,0.518750
0.287500,0.520312
0.318750,0.534375
0.329688,0.532813
0.348438,0.532813
0.351563,0.578125
0.320313,0.575000
0.307812,0.471875
0.335938,0.478125
0.350000,0.479688
0.351563,0.493750
0.335938,0.406250
0.335938,0.428125
0.335938,0.439063
0.345313,0.431250
0.359375,0.435937
0.367188,0.426562
0.382813,0.407813
0.387500,0.412500
0.401562,0.412500
0.390625,0.392188
0.375000,0.373437
0.425000,0.410937
0.465625,0.393750
0.453125,0.470313
0.426562,0.453125
0.389062,0.446875
0.389062,0.462500
0.396875,0.481250
