trip_seconds,trip_miles,cellId,label-gC,label-GT
0.032581,0.015,3,-1,-1
0.032581,0.013,3,-1,-1
0.032581,0.011,3,-1,-1
0.032581,0.012,3,-1,-1
0.032581,0.011,3,-1,-1
0.037594,0.018,3,-1,-1
0.052632,0.007,1,-1,-1
0.017544,0.005,4,-1,-1
0.042607,0.015,1,-1,-1
0.027569,0.011,3,-1,-1
0.072682,0.019,0,-1,-1
0.022556,0.007,3,-1,-1
0.042607,0.008,1,-1,-1
0.047619,0.025,6,-1,-1
0.092732,0.039,16,-1,-1
0.007519,0.006,4,-1,-1
0.012531,0.006,4,-1,-1
0.027569,0.008,3,-1,-1
0.072682,0.029,5,-1,-1
0.057644,0.034,6,-1,-1
0.022556,0.01,3,-1,-1
0.017544,0.006,4,-1,-1
0.027569,0.008,3,-1,-1
0.052632,0.017,1,-1,-1
0.027569,0.013,3,-1,-1
0.057644,0.042,14,-1,-1
0.057644,0.068,32,-1,-1
0.042607,0.012,1,-1,-1
0.047619,0.015,1,-1,-1
0.007519,0.002,4,-1,-1
0.032581,0.018,3,-1,-1
0.022556,0.01,3,-1,-1
0.032581,0.007,3,-1,-1
0.12782,0.05,33,-1,-1
0.087719,0.03,16,-1,-1
0.027569,0.008,3,-1,-1
0.017544,0.007,4,-1,-1
0.027569,0.014,3,-1,-1
0.032581,0.014,3,-1,-1
0.017544,0.009,4,-1,-1
0.067669,0.021,5,-1,-1
0.022556,0.008,3,-1,-1
0.027569,0.007,3,-1,-1
0.032581,0.011,3,-1,-1
0.072682,0.041,2,-1,-1
0.022556,0.007,3,-1,-1
0.117794,0.174,17,-1,-1
0.072682,0.024,5,-1,-1
0.042607,0.008,1,-1,-1
0.052632,0.024,6,-1,-1
0.162907,0.092,34,-1,-1
0.027569,0.009,3,-1,-1
0.042607,0.01,1,-1,-1
0.017544,0.004,4,-1,-1
0.042607,0.011,1,-1,-1
0.027569,0.015,3,-1,-1
0.142857,0.133,35,-1,-1
0.017544,0.012,4,-1,-1
0.082707,0.059,18,-1,-1
0.052632,0.016,1,-1,-1
0.182957,0.273,36,-1,-1
0.017544,0.006,4,-1,-1
0.122807,0.174,7,-1,-1
0.042607,0.013,1,-1,-1
0.062657,0.036,5,-1,-1
0.027569,0.007,3,-1,-1
0.017544,0.008,4,-1,-1
0.027569,0.006,3,-1,-1
0.022556,0.011,3,-1,-1
0.117794,0.082,37,-1,-1
0.062657,0.04,2,-1,-1
0.012531,0.008,4,-1,-1
0.022556,0.01,3,-1,-1
0.012531,0.007,4,-1,-1
0.052632,0.009,1,-1,-1
0.042607,0.019,1,-1,-1
0.162907,0.133,38,-1,-1
0.077694,0.061,21,-1,-1
0.16792,0.038,39,-1,-1
0.057644,0.027,6,-1,-1
0.067669,0.016,0,-1,-1
0.032581,0.012,3,-1,-1
0.067669,0.09,25,-1,-1
0.037594,0.014,3,-1,-1
0.157895,0.054,40,-1,-1
0.062657,0.07,21,-1,-1
0.042607,0.017,1,-1,-1
0.052632,0.015,1,-1,-1
0.052632,0.011,1,-1,-1
0.082707,0.086,13,-1,-1
0.057644,0.039,6,-1,-1
0.047619,0.019,1,-1,-1
0.052632,0.014,1,-1,-1
0.037594,0.006,3,-1,-1
0.243108,0.169,19,-1,-1
0.047619,0.022,6,-1,-1
0.077694,0.023,5,-1,-1
0.022556,0.011,3,-1,-1
0.022556,0.009,3,-1,-1
0.022556,0.011,3,-1,-1
0.022556,0.006,3,-1,-1
0.142857,0.228,41,-1,-1
0.042607,0.014,1,-1,-1
0.027569,0.005,3,-1,-1
0.032581,0.017,3,-1,-1
0.042607,0.024,6,-1,-1
0.052632,0.016,1,-1,-1
0.032581,0.007,3,-1,-1
0.032581,0.007,3,-1,-1
0.12782,0.109,42,-1,-1
0.027569,0.008,3,-1,-1
0.197995,0.176,43,-1,-1
0.052632,0.017,1,-1,-1
0.047619,0.009,1,-1,-1
0.057644,0.029,6,-1,-1
0.313283,0.173,44,-1,-1
0.062657,0.017,0,-1,-1
0.017544,0.01,4,-1,-1
0.042607,0.013,1,-1,-1
0.047619,0.017,1,-1,-1
0.062657,0.017,0,-1,-1
0.042607,0.046,14,-1,-1
0.037594,0.013,3,-1,-1
0.012531,0.006,4,-1,-1
0.082707,0.054,18,-1,-1
0.017544,0.007,4,-1,-1
0.032581,0.007,3,-1,-1
0.072682,0.033,5,-1,-1
0.012531,0.006,4,-1,-1
0.052632,0.012,1,-1,-1
0.027569,0.009,3,-1,-1
0.052632,0.019,1,-1,-1
0.027569,0.006,3,-1,-1
0.047619,0.012,1,-1,-1
0.027569,0.009,3,-1,-1
0.037594,0.006,3,-1,-1
0.042607,0.011,1,-1,-1
0.057644,0.019,1,-1,-1
0.017544,0.006,4,-1,-1
0.062657,0.016,0,-1,-1
0.022556,0.014,3,-1,-1
0.022556,0.011,3,-1,-1
0.022556,0.013,3,-1,-1
0.017544,0.011,4,-1,-1
0.062657,0.034,5,-1,-1
0.032581,0.012,3,-1,-1
0.002506,0,4,-1,-1
0.077694,0.017,0,-1,-1
0.022556,0.009,3,-1,-1
0.047619,0.032,6,-1,-1
0.037594,0.015,3,-1,-1
0.243108,0.177,19,-1,-1
0.042607,0.016,1,-1,-1
0.067669,0.062,21,-1,-1
0.012531,0.004,4,-1,-1
0.047619,0.017,1,-1,-1
0.102757,0.136,45,-1,-1
0.002506,0.003,4,-1,-1
0.067669,0.023,5,-1,-1
0.057644,0.013,1,-1,-1
0.152882,0.086,46,-1,-1
0.022556,0.007,3,-1,-1
0.017544,0.005,4,-1,-1
0.052632,0.019,1,-1,-1
0.022556,0.007,3,-1,-1
0.032581,0.011,3,-1,-1
0.032581,0.007,3,-1,-1
0.097744,0.049,18,-1,-1
0.042607,0.014,1,-1,-1
0.017544,0.007,4,-1,-1
0.047619,0.012,1,-1,-1
0.052632,0.046,14,-1,-1
0.042607,0.026,6,-1,-1
0.012531,0.013,4,-1,-1
0.037594,0.011,3,-1,-1
0.117794,0.06,27,-1,-1
0.032581,0.009,3,-1,-1
0.062657,0.021,5,-1,-1
0.012531,0.004,4,-1,-1
0.042607,0.011,1,-1,-1
0.042607,0.024,6,-1,-1
0.077694,0.023,5,-1,-1
0.278195,0.174,47,-1,-1
0.032581,0.011,3,-1,-1
0.057644,0.02,6,-1,-1
0.052632,0.018,1,-1,-1
0.022556,0.007,3,-1,-1
0.022556,0.01,3,-1,-1
0.057644,0.072,32,-1,-1
0.057644,0.03,6,-1,-1
0.022556,0.019,3,-1,-1
0.017544,0.006,4,-1,-1
0.047619,0.019,1,-1,-1
0.027569,0.017,3,-1,-1
0.002506,0,4,-1,-1
0.062657,0.016,0,-1,-1
0.042607,0.012,1,-1,-1
0.037594,0.007,3,-1,-1
0.027569,0.004,3,-1,-1
0.022556,0.008,3,-1,-1
0.057644,0.02,6,-1,-1
0.037594,0.019,3,-1,-1
0.067669,0.023,5,-1,-1
0.057644,0.014,1,-1,-1
0.022556,0.011,3,-1,-1
0.022556,0.009,3,-1,-1
0.042607,0.007,1,-1,-1
0.022556,0.013,3,-1,-1
0.022556,0.013,3,-1,-1
0.032581,0.017,3,-1,-1
0.062657,0.023,5,-1,-1
0.18797,0.051,48,-1,-1
0.022556,0.007,3,-1,-1
0.027569,0.013,3,-1,-1
0.017544,0.008,4,-1,-1
0.042607,0,1,-1,-1
0.062657,0.027,5,-1,-1
0.027569,0.011,3,-1,-1
0.042607,0.01,1,-1,-1
0.072682,0.045,2,-1,-1
0.037594,0.011,3,-1,-1
0.122807,0.098,12,-1,-1
0.047619,0.015,1,-1,-1
0.177945,0.271,49,-1,-1
0.037594,0.011,3,-1,-1
0.052632,0.013,1,-1,-1
0.012531,0.004,4,-1,-1
0.022556,0.007,3,-1,-1
0.012531,0.006,4,-1,-1
0.027569,0.01,3,-1,-1
0.017544,0.007,4,-1,-1
0.062657,0.02,5,-1,-1
0.027569,0.016,3,-1,-1
0.017544,0.01,4,-1,-1
0.042607,0.015,1,-1,-1
0.017544,0.008,4,-1,-1
0.14787,0.03,50,-1,-1
0.042607,0.015,1,-1,-1
0.157895,0.062,51,-1,-1
0.112782,0.07,8,-1,-1
0.348371,0.178,52,-1,-1
0.002506,0.004,4,-1,-1
0.042607,0.012,1,-1,-1
0.203008,0.153,26,-1,-1
0.218045,0.111,53,-1,-1
0.017544,0.008,4,-1,-1
0.037594,0.015,3,-1,-1
0.047619,0.017,1,-1,-1
0.067669,0.025,5,-1,-1
0.037594,0.02,54,-1,-1
0.303258,0.178,44,-1,-1
0.022556,0.007,3,-1,-1
0.002506,0,4,-1,-1
0.027569,0.012,3,-1,-1
0.032581,0.01,3,-1,-1
0.082707,0.014,9,-1,-1
0.037594,0.012,3,-1,-1
0.047619,0.01,1,-1,-1
0.017544,0.007,4,-1,-1
0.032581,0.011,3,-1,-1
0.032581,0.016,3,-1,-1
0.012531,0.009,4,-1,-1
0.017544,0.009,4,-1,-1
0.032581,0.011,3,-1,-1
0.047619,0.008,1,-1,-1
0.032581,0.022,54,-1,-1
0.062657,0.136,55,-1,-1
0.037594,0.005,3,-1,-1
0.072682,0.028,5,-1,-1
0.107769,0.07,8,-1,-1
0.057644,0.035,6,-1,-1
0.047619,0.018,1,-1,-1
0.052632,0.007,1,-1,-1
0.017544,0.007,4,-1,-1
0.077694,0.047,2,-1,-1
0.288221,0.208,56,-1,-1
0.027569,0.013,3,-1,-1
0.017544,0.008,4,-1,-1
0.097744,0.017,9,-1,-1
0.042607,0.011,1,-1,-1
0.052632,0.021,6,-1,-1
0.152882,0.12,57,-1,-1
0.052632,0.016,1,-1,-1
0.067669,0.062,21,-1,-1
0.032581,0.013,3,-1,-1
0.022556,0.012,3,-1,-1
0.037594,0.015,3,-1,-1
0.037594,0.006,3,-1,-1
0.092732,0.029,16,-1,-1
0.032581,0.011,3,-1,-1
0.047619,0.019,1,-1,-1
0.017544,0.008,4,-1,-1
0.052632,0.028,6,-1,-1
0.027569,0.009,3,-1,-1
0.002506,0,4,-1,-1
0.037594,0.009,3,-1,-1
0.012531,0.005,4,-1,-1
0.047619,0.011,1,-1,-1
0.032581,0.011,3,-1,-1
0.218045,0.208,58,-1,-1
0.022556,0.006,3,-1,-1
0.037594,0.01,3,-1,-1
0.082707,0.045,18,-1,-1
0.047619,0.024,6,-1,-1
0.037594,0.014,3,-1,-1
0.037594,0.007,3,-1,-1
0.017544,0.01,4,-1,-1
0.027569,0.009,3,-1,-1
0.022556,0.007,3,-1,-1
0.037594,0.019,3,-1,-1
0.072682,0.031,5,-1,-1
0.182957,0.14,59,-1,-1
0.007519,0.007,4,-1,-1
0.047619,0.019,1,-1,-1
0.017544,0.006,4,-1,-1
0.142857,0.169,60,-1,-1
0.042607,0.021,6,-1,-1
0.037594,0.02,54,-1,-1
0.052632,0.026,6,-1,-1
0.057644,0.012,1,-1,-1
0.027569,0.006,3,-1,-1
0.072682,0.037,5,-1,-1
0.102757,0.019,61,-1,-1
0.037594,0.01,3,-1,-1
0.022556,0.01,3,-1,-1
0.032581,0.011,3,-1,-1
0.032581,0.006,3,-1,-1
0.002506,0,4,-1,-1
0.022556,0.008,3,-1,-1
0.022556,0.008,3,-1,-1
0.027569,0.011,3,-1,-1
0.032581,0.017,3,-1,-1
0.067669,0.01,0,-1,-1
0.047619,0.024,6,-1,-1
0.022556,0.01,3,-1,-1
0.012531,0.004,4,-1,-1
0.012531,0.009,4,-1,-1
0.077694,0.062,21,-1,-1
0.072682,0.045,2,-1,-1
0.072682,0.091,25,-1,-1
0.032581,0.014,3,-1,-1
0.012531,0.007,4,-1,-1
0.067669,0.028,5,-1,-1
0.067669,0.019,0,-1,-1
0.037594,0.015,3,-1,-1
0.012531,0.005,4,-1,-1
0.132832,0.14,62,-1,-1
0.017544,0.005,4,-1,-1
0.062657,0.015,0,-1,-1
0.057644,0.02,6,-1,-1
0.162907,0.068,63,-1,-1
0.002506,0.001,4,-1,-1
0.057644,0.011,1,-1,-1
0.027569,0.012,3,-1,-1
0.037594,0.012,3,-1,-1
0.22807,0.168,64,-1,-1
0.027569,0.005,3,-1,-1
0.022556,0.006,3,-1,-1
0.022556,0.007,3,-1,-1
0.022556,0.008,3,-1,-1
0.072682,0.051,2,-1,-1
0.052632,0.02,6,-1,-1
0.007519,0.005,4,-1,-1
0.017544,0.006,4,-1,-1
0.047619,0.013,1,-1,-1
0.067669,0.013,0,-1,-1
0.077694,0.01,0,-1,-1
0.007519,0.003,4,-1,-1
0.022556,0.007,3,-1,-1
0.16792,0.172,65,-1,-1
0.037594,0.014,3,-1,-1
0.032581,0.008,3,-1,-1
0.017544,0.008,4,-1,-1
0.057644,0.014,1,-1,-1
0.047619,0.015,1,-1,-1
0.022556,0.01,3,-1,-1
0.027569,0.008,3,-1,-1
0.042607,0.024,6,-1,-1
0.022556,0.011,3,-1,-1
0.092732,0.053,18,-1,-1
0.037594,0.012,3,-1,-1
0.052632,0.019,1,-1,-1
0.032581,0.009,3,-1,-1
0.032581,0.011,3,-1,-1
0.032581,0.006,3,-1,-1
0.007519,0.003,4,-1,-1
0.037594,0.015,3,-1,-1
0.117794,0.128,45,-1,-1
0.032581,0.018,3,-1,-1
0.027569,0.01,3,-1,-1
0.20802,0.2,58,-1,-1
0.022556,0.014,3,-1,-1
0.027569,0.008,3,-1,-1
0.027569,0.011,3,-1,-1
0.203008,0.178,66,-1,-1
0.032581,0.009,3,-1,-1
0.052632,0.026,6,-1,-1
0.022556,0.006,3,-1,-1
0.042607,0.011,1,-1,-1
0.082707,0.079,23,-1,-1
0.042607,0.016,1,-1,-1
0.022556,0.008,3,-1,-1
0.092732,0.033,16,-1,-1
0.012531,0.006,4,-1,-1
0.007519,0.004,4,-1,-1
0.022556,0.01,3,-1,-1
0.022556,0.011,3,-1,-1
0.20802,0.17,66,-1,-1
0.032581,0.009,3,-1,-1
0.052632,0.044,14,-1,-1
0.057644,0.023,6,-1,-1
0.062657,0.018,0,-1,-1
0.047619,0.024,6,-1,-1
0.177945,0.18,65,-1,-1
0.072682,0.009,0,-1,-1
0.062657,0.048,2,-1,-1
0.027569,0.008,3,-1,-1
0.087719,0.041,18,-1,-1
0.062657,0.058,2,-1,-1
0.037594,0.012,3,-1,-1
0.067669,0.024,5,-1,-1
0.032581,0.013,3,-1,-1
0.027569,0.011,3,-1,-1
0.027569,0.013,3,-1,-1
0.072682,0.076,21,-1,-1
0.042607,0.014,1,-1,-1
0.042607,0.014,1,-1,-1
0.087719,0.061,23,-1,-1
0.082707,0.06,18,-1,-1
0.042607,0.013,1,-1,-1
0.007519,0.004,4,-1,-1
0.047619,0.005,1,-1,-1
0.042607,0.007,1,-1,-1
0.002506,0,4,-1,-1
0.027569,0.011,3,-1,-1
0.12782,0.226,67,-1,-1
0.022556,0.006,3,-1,-1
0.022556,0.006,3,-1,-1
0.027569,0.01,3,-1,-1
0.057644,0.006,1,-1,-1
0.037594,0.023,54,-1,-1
0.017544,0.007,4,-1,-1
0.027569,0.012,3,-1,-1
0.052632,0.012,1,-1,-1
0.082707,0.068,23,-1,-1
0.042607,0.021,6,-1,-1
0.062657,0.016,0,-1,-1
0.067669,0.04,2,-1,-1
0.072682,0.02,5,-1,-1
0.047619,0.018,1,-1,-1
0.012531,0.007,4,-1,-1
0.017544,0.168,68,-1,-1
0.107769,0.038,10,-1,-1
0.042607,0.012,1,-1,-1
0.052632,0.023,6,-1,-1
0.243108,0.076,69,-1,-1
0.047619,0.012,1,-1,-1
0.047619,0.021,6,-1,-1
0.042607,0.011,1,-1,-1
0.022556,0.008,3,-1,-1
0.017544,0.01,4,-1,-1
0.057644,0.033,6,-1,-1
0.12782,0.188,70,-1,-1
0.112782,0.065,8,-1,-1
0.087719,0.025,16,-1,-1
0.107769,0.048,27,-1,-1
0.012531,0.007,4,-1,-1
0.022556,0.012,3,-1,-1
0.027569,0.01,3,-1,-1
0.017544,0.004,4,-1,-1
0.037594,0.01,3,-1,-1
0.203008,0.173,66,-1,-1
0.047619,0.028,6,-1,-1
0.042607,0.018,1,-1,-1
0.032581,0.012,3,-1,-1
0.062657,0.025,5,-1,-1
0.007519,0.006,4,-1,-1
0.042607,0.029,6,-1,-1
0.007519,0.005,4,-1,-1
0.032581,0.012,3,-1,-1
0.027569,0.011,3,-1,-1
0.052632,0.026,6,-1,-1
0.037594,0.011,3,-1,-1
0.137845,0.177,7,-1,-1
0.097744,0.076,23,-1,-1
0.047619,0.02,6,-1,-1
0.007519,0.003,4,-1,-1
0.007519,0.004,4,-1,-1
0.037594,0.012,3,-1,-1
0.037594,0.02,54,-1,-1
0.002506,0.002,4,-1,-1
0.027569,0.02,54,-1,-1
0.022556,0.009,3,-1,-1
0.022556,0.01,3,-1,-1
0.002506,0.003,4,-1,-1
0.032581,0.016,3,-1,-1
0.14787,0.078,51,-1,-1
0.087719,0.033,16,-1,-1
0.027569,0.011,3,-1,-1
0.027569,0.011,3,-1,-1
0.14787,0.136,35,-1,-1
0.037594,0.034,54,-1,-1
0.002506,0.002,4,-1,-1
0.052632,0.014,1,-1,-1
0.077694,0.019,0,-1,-1
0.017544,0.006,4,-1,-1
0.077694,0.074,21,-1,-1
0.027569,0.011,3,-1,-1
0.032581,0.015,3,-1,-1
0.057644,0.019,1,-1,-1
0.077694,0.02,5,-1,-1
0.037594,0.014,3,-1,-1
0.017544,0.007,4,-1,-1
0.072682,0.038,5,-1,-1
0.022556,0.006,3,-1,-1
0.017544,0.009,4,-1,-1
0.042607,0.03,6,-1,-1
0.14787,0.047,40,-1,-1
0.047619,0.02,6,-1,-1
0.102757,0.035,10,-1,-1
0.032581,0.032,54,-1,-1
0.042607,0.013,1,-1,-1
0.052632,0.017,1,-1,-1
0.037594,0.02,54,-1,-1
0.002506,0,4,-1,-1
0.017544,0.014,4,-1,-1
0.042607,0.039,6,-1,-1
0.057644,0.023,6,-1,-1
0.032581,0.016,3,-1,-1
0.002506,0.003,4,-1,-1
0.002506,0.002,4,-1,-1
0.042607,0.01,1,-1,-1
0.037594,0.02,54,-1,-1
0.027569,0.014,3,-1,-1
0.072682,0.034,5,-1,-1
0.022556,0.013,3,-1,-1
0.052632,0.023,6,-1,-1
0.027569,0.012,3,-1,-1
0.047619,0.035,6,-1,-1
0.042607,0.015,1,-1,-1
0.027569,0.028,54,-1,-1
0.037594,0.01,3,-1,-1
0.037594,0.009,3,-1,-1
0.052632,0.028,6,-1,-1
0.052632,0.025,6,-1,-1
0.032581,0.008,3,-1,-1
0.243108,0.181,71,-1,-1
0.027569,0.007,3,-1,-1
0.087719,0.041,18,-1,-1
0.052632,0.013,1,-1,-1
0.017544,0.005,4,-1,-1
0.037594,0.013,3,-1,-1
0.182957,0.117,72,-1,-1
0.062657,0.041,2,-1,-1
0.057644,0.042,14,-1,-1
0.032581,0.011,3,-1,-1
0.017544,0.008,4,-1,-1
0.027569,0.012,3,-1,-1
0.047619,0.048,14,-1,-1
0.057644,0.018,1,-1,-1
0.18797,0.1,72,-1,-1
0.117794,0.096,37,-1,-1
0.032581,0.016,3,-1,-1
0.097744,0.013,9,-1,-1
0.082707,0.028,16,-1,-1
0.037594,0.01,3,-1,-1
0.007519,0,4,-1,-1
0.027569,0.01,3,-1,-1
0.042607,0.009,1,-1,-1
0.057644,0.016,1,-1,-1
0.017544,0.008,4,-1,-1
0.057644,0.042,14,-1,-1
0.203008,0.174,66,-1,-1
0.027569,0.008,3,-1,-1
0.012531,0.005,4,-1,-1
0.002506,0.001,4,-1,-1
0.032581,0.014,3,-1,-1
0.197995,0.173,43,-1,-1
0.062657,0.041,2,-1,-1
0.037594,0.04,73,-1,-1
0.052632,0.05,14,-1,-1
0.042607,0.024,6,-1,-1
0.002506,0.004,4,-1,-1
0.032581,0.008,3,-1,-1
0.017544,0.007,4,-1,-1
0.012531,0.008,4,-1,-1
0.082707,0.043,18,-1,-1
0.012531,0.003,4,-1,-1
0.042607,0.022,6,-1,-1
0.047619,0.025,6,-1,-1
0.042607,0.02,6,-1,-1
0.022556,0.011,3,-1,-1
0.062657,0.045,2,-1,-1
0.017544,0.006,4,-1,-1
0.022556,0.011,3,-1,-1
0.032581,0.012,3,-1,-1
0.027569,0.01,3,-1,-1
0.012531,0.008,4,-1,-1
0.037594,0.011,3,-1,-1
0.017544,0.009,4,-1,-1
0.047619,0.013,1,-1,-1
0.062657,0.019,0,-1,-1
0.057644,0.03,6,-1,-1
0.042607,0.016,1,-1,-1
0.062657,0.012,0,-1,-1
0.177945,0.177,65,-1,-1
0.24812,0.176,19,-1,-1
0.12782,0.082,12,-1,-1
0.027569,0.01,3,-1,-1
0.027569,0.014,3,-1,-1
0.172932,0.195,74,-1,-1
0.032581,0.021,54,-1,-1
0.022556,0.006,3,-1,-1
0.052632,0.017,1,-1,-1
0.017544,0.004,4,-1,-1
0.012531,0.004,4,-1,-1
0.022556,0.006,3,-1,-1
0.062657,0.05,2,-1,-1
0.032581,0.013,3,-1,-1
0.027569,0.006,3,-1,-1
0.017544,0.008,4,-1,-1
0.032581,0.011,3,-1,-1
0.022556,0.007,3,-1,-1
0.037594,0.016,3,-1,-1
0.072682,0.024,5,-1,-1
0.132832,0.178,7,-1,-1
0.037594,0.013,3,-1,-1
0.107769,0.088,37,-1,-1
0.052632,0.009,1,-1,-1
0.007519,0.003,4,-1,-1
0.18797,0.174,43,-1,-1
0.072682,0.023,5,-1,-1
0.017544,0.008,4,-1,-1
0.017544,0.009,4,-1,-1
0.012531,0.007,4,-1,-1
0.017544,0.008,4,-1,-1
0.042607,0.024,6,-1,-1
0.082707,0.06,18,-1,-1
0.007519,0.003,4,-1,-1
0.027569,0.009,3,-1,-1
0.042607,0.01,1,-1,-1
0.037594,0.014,3,-1,-1
0.042607,0.019,1,-1,-1
0.213033,0.173,66,-1,-1
0.017544,0.008,4,-1,-1
0.037594,0.011,3,-1,-1
0.072682,0.022,5,-1,-1
0.067669,0.026,5,-1,-1
0.027569,0.009,3,-1,-1
0.007519,0.006,4,-1,-1
