id,Label,Number_Points,trip_seconds,trip_miles
161,161,1,0.273183,0.102000
162,162,1,0.418546,0.141000
163,163,1,0.243108,0.275000
164,164,1,0.493734,0.764000
165,165,1,0.258145,0.365000
166,166,1,0.203008,0.185000
167,167,1,0.328321,0.402000
168,168,1,0.343358,0.023000
169,169,2,0.233083,0.094500
170,170,1,0.679198,0.000000
171,171,1,0.167920,0.020000
172,172,1,0.192982,0.027000
173,173,1,0.558897,0.357000
174,174,2,0.233083,0.043000
175,175,1,0.233083,0.371000
176,176,1,0.418546,0.169000
177,177,1,0.228070,0.270000
178,178,1,0.463659,0.156000
179,179,2,0.208020,0.054500
180,180,1,0.298246,0.216000
181,181,1,0.343358,0.288000
182,182,1,0.203008,0.240000
183,183,1,0.278195,0.320000
184,184,1,0.017544,0.042000
185,185,1,0.523810,0.151000
186,186,1,0.197995,0.309000
187,187,1,0.278195,0.000000
188,188,1,0.288221,0.132000
189,189,1,0.268170,0.124000
190,190,1,0.614035,0.000000
191,191,1,0.298246,0.264000
192,192,1,0.523810,0.167000
193,193,1,0.308271,0.380000
194,194,1,0.197995,0.255000
195,195,1,0.172932,0.312000
196,196,1,0.368421,0.409000
197,197,1,0.393484,0.242000
198,198,1,0.243108,0.299000
