id,Label,Number_Points,trip_seconds,trip_miles
76,76,32,0.128916,0.070344
77,77,12,0.291145,0.173000
78,78,21,0.169591,0.148238
79,79,1,4.979950,0.015000
80,80,9,0.330549,0.175000
81,81,35,0.131257,0.128086
82,82,6,0.192982,0.074333
83,83,1,0.203008,0.264000
84,84,15,0.169591,0.110800
85,85,16,0.151942,0.184875
86,86,1,0.308271,0.235000
87,87,32,0.093985,0.109344
88,88,2,0.248120,0.255000
89,89,2,0.310777,0.136500
90,90,1,0.343358,0.264000
91,91,2,0.225564,0.213500
92,92,2,0.233083,0.093000
93,93,1,0.318296,0.102000
94,94,6,0.094403,0.173167
95,95,18,0.228349,0.187778
96,96,9,0.271512,0.184333
97,97,2,0.265664,0.097500
98,98,1,0.308271,0.146000
99,99,7,0.249552,0.147857
100,100,9,0.094403,0.129111
101,101,1,0.428571,0.308000
102,102,12,0.191729,0.132000
103,103,3,0.251462,0.131667
104,104,17,0.114551,0.185882
105,105,4,0.132832,0.208750
106,106,2,0.250627,0.228000
107,107,2,0.270677,0.108000
108,108,2,0.192982,0.214000
109,109,7,0.229502,0.148143
110,110,2,0.370927,0.172500
111,111,5,0.210025,0.088600
112,112,1,0.228070,0.039000
113,113,4,0.093985,0.151750
114,114,11,0.209843,0.187182
115,115,1,0.187970,0.293000
116,116,4,0.268170,0.151000
117,117,6,0.284043,0.184500
118,118,1,0.428571,0.181000
119,119,5,0.245113,0.205800
120,120,1,0.433584,0.232000
121,121,5,0.144862,0.009200
122,122,3,0.256475,0.114333
123,123,4,0.388471,0.176250
124,124,6,0.129490,0.004333
125,125,1,0.323308,0.209000
126,126,17,0.111013,0.149882
127,127,1,0.182957,0.038000
128,128,5,0.076692,0.104800
129,129,1,0.022556,0.114000
130,130,1,1.075188,0.000000
131,131,1,0.518797,0.001000
132,132,2,0.365915,0.149500
133,133,5,0.229073,0.131600
134,134,2,0.057644,0.084500
135,135,2,0.230576,0.106500
136,136,3,0.289891,0.115000
137,137,4,0.147870,0.254000
138,138,1,0.248120,0.295000
139,139,4,0.170426,0.207500
140,140,4,0.290727,0.133500
141,141,5,0.172932,0.051400
142,142,1,0.408521,0.212000
143,143,1,0.157895,0.315000
144,144,7,0.288221,0.149857
145,145,2,0.233083,0.056500
146,146,1,0.147870,0.206000
147,147,3,0.288221,0.236667
148,148,1,0.328321,0.300000
149,149,1,4.147870,0.000000
150,150,1,0.187970,0.232000
151,151,2,0.218045,0.072000
152,152,2,0.486216,0.172000
153,153,3,0.309942,0.181000
154,154,1,3.325815,0.050000
155,155,3,0.333333,0.187333
156,156,1,0.373434,0.246000
157,157,3,0.309942,0.210000
158,158,2,0.205514,0.053500
159,159,2,0.273183,0.128500
160,160,1,0.438596,0.171000
161,161,1,0.197995,0.250000
162,162,1,2.092732,0.023000
163,163,1,0.238095,0.239000
164,164,1,0.167920,0.221000
165,165,1,0.233083,0.273000
166,166,1,0.393484,0.289000
167,167,1,0.388471,0.329000
168,168,1,2.413534,0.000000
169,169,1,3.877193,0.000000
170,170,1,0.283208,0.452000
171,171,1,0.784461,0.009000
172,172,1,0.057644,0.114000
173,173,1,1.370927,0.053000
174,174,1,1.631579,0.011000
175,175,2,0.355890,0.151000
176,176,1,0.403509,0.266000
177,177,1,0.278195,0.287000
178,178,1,0.032581,0.079000
179,179,2,0.323308,0.154500
180,180,1,0.233083,0.419000
181,181,1,0.258145,0.081000
182,182,1,1.812030,0.008000
183,183,1,0.228070,0.249000
184,184,1,0.127820,0.315000
185,185,1,3.085213,0.007000
186,186,1,0.378446,0.332000
187,187,1,0.393484,0.014000
188,188,1,0.142857,0.413000
189,189,1,0.263158,0.311000
190,190,1,0.443609,0.200000
191,191,1,0.052632,0.122000
192,192,1,1.837093,0.000000
193,193,1,3.812030,0.177000
194,194,1,0.388471,0.256000
195,195,1,0.383459,0.594000
196,196,1,0.513784,0.189000
197,197,1,0.192982,0.014000
198,198,1,0.448622,0.237000
199,199,1,0.218045,0.244000
200,200,1,0.528822,0.063000
201,201,1,0.323308,0.131000
202,202,1,0.253133,0.000000
203,203,1,0.213033,0.016000
204,204,1,0.268170,0.347000
