id,Label,Number_Points,x,y
76,76,1,0.162922,0.343283
77,77,1,0.163847,0.125631
78,78,2,0.172799,0.145939
79,79,1,0.172115,0.461709
80,80,1,0.173978,0.184026
81,81,1,0.175099,0.449412
82,82,1,0.177714,0.163923
83,83,1,0.194072,0.033118
84,84,1,0.197251,0.435014
85,85,1,0.197382,0.474497
86,86,2,0.198539,0.485205
87,87,1,0.209168,0.490214
88,88,1,0.218556,0.039827
89,89,1,0.222831,0.424107
90,90,2,0.245464,0.253735
91,91,2,0.245318,0.304118
92,92,1,0.240781,0.152760
93,93,1,0.240883,0.333524
94,94,2,0.249142,0.202476
95,95,2,0.246039,0.288104
96,96,1,0.252209,0.486323
97,97,2,0.254702,0.173544
98,98,1,0.261492,0.268968
99,99,1,0.264588,0.161589
100,100,1,0.265818,0.186102
101,101,2,0.271230,0.447730
102,102,1,0.279727,0.317971
103,103,1,0.294545,0.478115
104,104,3,0.305525,0.353140
105,105,1,0.308134,0.474283
106,106,1,0.316173,0.450671
107,107,4,0.323368,0.470210
108,108,1,0.322503,0.454166
109,109,2,0.329689,0.484257
110,110,2,0.343289,0.057800
111,111,1,0.343304,0.466064
112,112,2,0.343960,0.321705
113,113,1,0.348802,0.430169
114,114,2,0.355312,0.485408
115,115,2,0.360748,0.099008
116,116,4,0.363122,0.112415
117,117,1,0.362562,0.306815
118,118,5,0.371461,0.130421
119,119,2,0.371300,0.035610
120,120,7,0.374277,0.150852
121,121,2,0.372316,0.270520
122,122,1,0.371853,0.238286
123,123,1,0.376066,0.432882
124,124,1,0.376649,0.331658
125,125,2,0.394035,0.056739
126,126,4,0.396107,0.271890
127,127,2,0.397127,0.063002
128,128,1,0.419018,0.423498
129,129,5,0.429377,0.108702
130,130,1,0.426882,0.457157
131,131,1,0.434998,0.460641
132,132,1,0.438781,0.021032
133,133,2,0.447230,0.151873
134,134,1,0.456898,0.442190
135,135,2,0.465766,0.425763
136,136,4,0.465767,0.451544
137,137,2,0.471923,0.347253
138,138,1,0.473942,0.272470
139,139,1,0.477989,0.460797
140,140,8,0.489289,0.455131
141,141,1,0.491209,0.357965
142,142,1,0.493848,0.017722
143,143,1,0.495767,0.035433
144,144,4,0.497719,0.204486
145,145,3,0.497271,0.413488
146,146,2,0.497802,0.424895
147,147,1,0.502048,0.444056
148,148,1,0.503187,0.316045
149,149,2,0.504435,0.247719
150,150,1,0.505121,0.276657
151,151,1,0.513407,0.470446
152,152,2,0.516354,0.038415
153,153,1,0.534078,0.458184
154,154,1,0.536770,0.353411
155,155,1,0.540096,0.441494
156,156,3,0.546989,0.345676
157,157,3,0.552420,0.250118
158,158,1,0.548042,0.487966
159,159,1,0.550970,0.024085
160,160,1,0.553152,0.474550
161,161,1,0.560284,0.158444
162,162,1,0.560516,0.133312
163,163,3,0.576268,0.232066
164,164,1,0.584081,0.453404
165,165,2,0.591078,0.349645
166,166,1,0.598529,0.485313
167,167,1,0.609131,0.489273
168,168,1,0.610284,0.014235
169,169,3,0.613383,0.449771
170,170,1,0.611789,0.475807
171,171,1,0.626839,0.344446
172,172,1,0.632695,0.475412
173,173,1,0.640553,0.486185
174,174,2,0.651243,0.425744
175,175,1,0.648741,0.037257
176,176,1,0.654292,0.461856
177,177,3,0.666109,0.449481
178,178,1,0.665807,0.161155
179,179,2,0.666064,0.158527
180,180,1,0.666954,0.113879
181,181,1,0.667474,0.025188
182,182,1,0.668443,0.228415
183,183,1,0.668457,0.242732
184,184,1,0.668526,0.190058
185,185,1,0.675128,0.042121
186,186,1,0.678834,0.476171
187,187,2,0.686441,0.070446
188,188,5,0.684262,0.091162
189,189,1,0.682032,0.440827
190,190,2,0.686508,0.177155
191,191,2,0.687123,0.464530
192,192,1,0.687037,0.276700
193,193,1,0.688054,0.220343
194,194,4,0.691229,0.110768
195,195,1,0.692631,0.246080
196,196,2,0.693923,0.123110
197,197,1,0.700639,0.028230
198,198,4,0.703656,0.151621
199,199,5,0.712912,0.206744
200,200,6,0.706174,0.169173
201,201,1,0.705372,0.124369
202,202,2,0.713164,0.248710
203,203,4,0.711467,0.185161
204,204,1,0.710208,0.440872
205,205,1,0.710217,0.262462
206,206,2,0.716233,0.069241
207,207,2,0.718537,0.225885
208,208,5,0.724772,0.248595
209,209,6,0.728177,0.267960
210,210,5,0.723783,0.232723
211,211,1,0.724623,0.218350
212,212,8,0.732910,0.308561
213,213,11,0.732046,0.288612
214,214,1,0.728679,0.131847
215,215,2,0.732464,0.447952
216,216,1,0.733652,0.015708
217,217,2,0.736100,0.472666
218,218,1,0.737436,0.356064
219,219,4,0.738992,0.329035
220,220,2,0.742630,0.316464
221,221,3,0.747160,0.130091
222,222,3,0.742963,0.336502
223,223,2,0.746605,0.422314
224,224,3,0.746595,0.349463
225,225,1,0.745537,0.159350
226,226,1,0.757733,0.036879
227,227,1,0.758815,0.475117
228,228,2,0.763308,0.415703
229,229,9,0.767821,0.429733
230,230,1,0.767275,0.354617
231,231,1,0.772176,0.472569
232,232,5,0.773654,0.445798
233,233,1,0.773177,0.031658
234,234,1,0.776318,0.123331
235,235,2,0.778582,0.153261
236,236,1,0.779989,0.019110
237,237,1,0.781262,0.421177
238,238,6,0.789917,0.466787
239,239,1,0.783385,0.401827
240,240,1,0.786355,0.370839
241,241,3,0.793675,0.448943
242,242,1,0.788837,0.030134
243,243,1,0.797254,0.390800
244,244,1,0.800126,0.340666
245,245,4,0.809433,0.451236
246,246,1,0.802340,0.372928
247,247,1,0.803674,0.413449
248,248,3,0.811749,0.464343
249,249,2,0.812499,0.483458
250,250,3,0.824962,0.445951
251,251,7,0.835809,0.429041
252,252,1,0.834470,0.018580
253,253,1,0.838682,0.379917
254,254,2,0.839501,0.417711
255,255,2,0.843133,0.427983
256,256,6,0.845873,0.413599
257,257,5,0.852757,0.390050
258,258,2,0.847993,0.034876
259,259,1,0.848682,0.475299
260,260,1,0.852099,0.017260
261,261,1,0.862356,0.056498
262,262,2,0.870778,0.038344
263,263,3,0.867039,0.017016
264,264,2,0.883904,0.186875
265,265,2,0.891230,0.275964
266,266,1,0.893530,0.413982
267,267,1,0.897189,0.469693
268,268,4,0.903005,0.055334
269,269,2,0.902639,0.364197
270,270,5,0.904813,0.266781
271,271,2,0.910615,0.212167
272,272,1,0.902412,0.482152
273,273,1,0.902877,0.165073
274,274,2,0.907198,0.288503
275,275,1,0.903655,0.303228
276,276,1,0.907679,0.095473
277,277,7,0.914257,0.232377
278,278,4,0.912629,0.246662
279,279,1,0.911890,0.128510
280,280,1,0.914610,0.153005
281,281,1,0.914837,0.195220
282,282,1,0.918141,0.456458
283,283,3,0.927222,0.074189
284,284,8,0.928661,0.188599
285,285,1,0.922168,0.278305
286,286,2,0.924677,0.309562
287,287,2,0.929981,0.231281
288,288,1,0.924297,0.136572
289,289,2,0.926133,0.205379
290,290,1,0.930990,0.389347
291,291,1,0.932489,0.442522
292,292,3,0.936262,0.172507
293,293,2,0.935067,0.429923
294,294,2,0.937065,0.322110
295,295,1,0.938318,0.158494
296,296,1,0.939171,0.368319
297,297,1,0.939605,0.110789
298,298,1,0.939781,0.474182
299,299,2,0.948330,0.088221
300,300,2,0.949415,0.310726
301,301,6,0.948367,0.150850
302,302,2,0.945650,0.236314
303,303,1,0.942129,0.160398
304,304,2,0.945782,0.291739
305,305,2,0.947691,0.072717
306,306,1,0.944335,0.248848
307,307,2,0.946595,0.468943
308,308,5,0.952067,0.128061
309,309,1,0.949644,0.023502
310,310,1,0.950387,0.411813
311,311,1,0.950506,0.325273
312,312,6,0.955829,0.111667
313,313,1,0.953567,0.011791
314,314,2,0.961199,0.272060
315,315,5,0.965636,0.086156
316,316,1,0.962548,0.363788
317,317,1,0.963137,0.133698
318,318,2,0.970562,0.189731
319,319,1,0.964641,0.113537
320,320,2,0.969210,0.073406
321,321,1,0.969941,0.328811
322,322,1,0.970580,0.140155
323,323,1,0.971152,0.296981
324,324,1,0.972075,0.470176
325,325,1,0.976636,0.019995
326,326,2,0.977510,0.451454
327,327,1,0.977697,0.307251
328,328,1,0.981800,0.053888
329,329,2,0.984710,0.267709
330,330,3,0.984538,0.413869
331,331,3,0.985485,0.164337
332,332,1,0.985177,0.352160
333,333,1,0.985438,0.227636
334,334,1,0.986567,0.476620
335,335,2,0.990802,0.069590
336,336,1,0.991688,0.322414
337,337,5,0.108054,0.323503
338,338,15,0.148883,0.070141
339,339,8,0.145451,0.056752
340,340,15,0.630017,0.271265
341,341,9,0.073110,0.229059
342,342,8,0.072864,0.271793
343,343,6,0.070889,0.246751
344,344,14,0.068368,0.290162
345,345,9,0.074987,0.127069
346,346,9,0.074186,0.090385
347,347,12,0.074815,0.190200
348,348,4,0.073503,0.167394
349,349,8,0.076040,0.070254
350,350,14,0.075152,0.111258
351,351,4,0.075632,0.055154
352,352,6,0.076782,0.210808
353,353,12,0.086170,0.192883
354,354,17,0.087574,0.069621
355,355,13,0.087486,0.272367
356,356,20,0.087845,0.108556
357,357,10,0.090237,0.130913
358,358,17,0.089228,0.290767
359,359,22,0.091006,0.166608
360,360,14,0.088702,0.229883
361,361,19,0.089986,0.148148
362,362,20,0.090322,0.251965
363,363,3,0.086425,0.322691
364,364,17,0.090779,0.209111
365,365,8,0.094680,0.087857
366,366,16,0.091677,0.307970
367,367,6,0.090562,0.054521
368,368,11,0.111141,0.151171
369,369,15,0.107928,0.110049
370,370,13,0.106533,0.228842
371,371,24,0.108225,0.189848
372,372,14,0.111465,0.310509
373,373,15,0.110475,0.068887
374,374,15,0.109846,0.209854
375,375,16,0.111465,0.169770
376,376,18,0.109449,0.287905
377,377,6,0.108087,0.055631
378,378,12,0.107718,0.127278
379,379,16,0.110171,0.250187
380,380,16,0.111794,0.091230
381,381,18,0.109917,0.269605
382,382,16,0.128029,0.091073
383,383,10,0.126232,0.231509
384,384,8,0.125139,0.208062
385,385,5,0.127896,0.247194
386,386,6,0.127441,0.312540
387,387,5,0.124331,0.151418
388,388,11,0.126714,0.269847
389,389,21,0.129909,0.070620
390,390,13,0.127465,0.107256
391,391,9,0.124902,0.189309
392,392,7,0.131433,0.054605
393,393,4,0.124495,0.128453
394,394,4,0.128518,0.168204
395,395,11,0.148132,0.089014
396,396,15,0.148126,0.107242
397,397,10,0.167990,0.053927
398,398,14,0.170900,0.069191
399,399,11,0.169173,0.109871
400,400,17,0.173044,0.088768
401,401,14,0.186566,0.106409
402,402,17,0.191505,0.090084
403,403,14,0.188844,0.070352
404,404,11,0.191408,0.054500
405,405,7,0.205410,0.055214
406,406,16,0.211171,0.091289
407,407,24,0.211875,0.107433
408,408,11,0.212403,0.071181
409,409,24,0.230523,0.087555
410,410,17,0.231504,0.068745
411,411,6,0.227690,0.055950
412,412,13,0.229186,0.106397
413,413,23,0.247402,0.088767
414,414,16,0.249977,0.070622
415,415,5,0.246663,0.052418
416,416,9,0.253688,0.107982
417,417,8,0.264408,0.152953
418,418,16,0.268725,0.068237
419,419,17,0.268294,0.091043
420,420,12,0.268761,0.055004
421,421,13,0.269239,0.108551
422,422,4,0.275573,0.128370
423,423,2,0.278094,0.289100
424,424,1,0.279762,0.207842
425,425,20,0.290825,0.288892
426,426,20,0.289222,0.188723
427,427,15,0.288635,0.128481
428,428,5,0.285995,0.322277
429,429,15,0.287219,0.092782
430,430,24,0.290406,0.310569
431,431,14,0.288272,0.208920
432,432,14,0.289976,0.172198
433,433,10,0.291639,0.248988
434,434,25,0.290702,0.151685
435,435,11,0.289770,0.054039
436,436,18,0.289512,0.270024
437,437,19,0.292838,0.228692
438,438,8,0.289425,0.070639
439,439,13,0.290793,0.108611
440,440,16,0.309182,0.130806
441,441,13,0.310473,0.171628
442,442,20,0.310248,0.070544
443,443,12,0.311155,0.151561
444,444,16,0.311442,0.288997
445,445,18,0.312400,0.210680
446,446,14,0.307792,0.092318
447,447,17,0.311677,0.310117
448,448,22,0.309286,0.228640
449,449,18,0.312189,0.188478
450,450,13,0.309624,0.266084
451,451,15,0.311393,0.249778
452,452,17,0.311588,0.109472
453,453,2,0.312196,0.323431
454,454,6,0.311337,0.053346
455,455,17,0.328981,0.287393
456,456,15,0.327969,0.071702
457,457,21,0.331274,0.168476
458,458,18,0.331968,0.311454
459,459,13,0.328773,0.189095
460,460,21,0.328920,0.230095
461,461,13,0.329266,0.252508
462,462,4,0.327060,0.323820
463,463,15,0.331533,0.110671
464,464,16,0.330805,0.131862
465,465,9,0.328781,0.152694
466,466,18,0.332106,0.209537
467,467,13,0.330125,0.091925
468,468,17,0.331556,0.269792
469,469,6,0.330071,0.056354
470,470,7,0.344847,0.229235
471,471,4,0.341476,0.149603
472,472,4,0.341900,0.128681
473,473,15,0.349843,0.089967
474,474,9,0.344362,0.070654
475,475,3,0.341413,0.207230
476,476,7,0.348206,0.112380
477,477,3,0.347443,0.311982
478,478,5,0.344578,0.268935
479,479,6,0.345959,0.288414
480,480,4,0.343059,0.246363
481,481,4,0.343388,0.171340
482,482,4,0.344751,0.188244
483,483,4,0.497333,0.391918
484,484,2,0.498341,0.369307
485,485,11,0.512797,0.408798
486,486,10,0.506416,0.370980
487,487,12,0.512258,0.390858
488,488,11,0.509952,0.428479
489,489,14,0.526928,0.392556
490,490,5,0.525980,0.423826
491,491,19,0.531513,0.368551
492,492,19,0.531252,0.409722
493,493,22,0.549512,0.408215
494,494,18,0.548629,0.369589
495,495,4,0.551714,0.424835
496,496,8,0.552606,0.391017
497,497,13,0.568426,0.388945
498,498,14,0.567461,0.372319
499,499,14,0.570023,0.410496
500,500,9,0.569596,0.423359
501,501,15,0.589866,0.370853
502,502,10,0.587527,0.424272
503,503,17,0.589906,0.390323
504,504,13,0.589391,0.409883
505,505,18,0.607498,0.372494
506,506,13,0.608444,0.387499
507,507,3,0.608600,0.424447
508,508,10,0.610165,0.411202
509,509,12,0.628848,0.373598
510,510,17,0.629655,0.410549
511,511,16,0.630524,0.392255
512,512,7,0.629421,0.424927
513,513,16,0.649665,0.369959
514,514,18,0.647902,0.411004
515,515,15,0.653955,0.390235
516,516,17,0.667560,0.409104
517,517,11,0.669521,0.390606
518,518,7,0.669093,0.427965
519,519,13,0.670352,0.369729
520,520,20,0.690364,0.410233
521,521,16,0.690550,0.387933
522,522,13,0.691652,0.369914
523,523,6,0.690750,0.422458
524,524,16,0.709801,0.409496
525,525,4,0.709835,0.424657
526,526,16,0.712142,0.388776
527,527,16,0.712930,0.372996
528,528,5,0.726374,0.426304
529,529,13,0.730544,0.370908
530,530,13,0.731440,0.410268
531,531,11,0.729998,0.389302
532,532,16,0.749777,0.389155
533,533,8,0.746807,0.411232
534,534,8,0.748853,0.369357
535,535,13,0.408964,0.072040
536,536,10,0.410832,0.089424
537,537,14,0.408614,0.052603
538,538,5,0.404542,0.103894
539,539,14,0.428428,0.086522
540,540,16,0.430115,0.072673
541,541,4,0.425278,0.052378
542,542,24,0.449084,0.051407
543,543,17,0.449984,0.068855
544,544,9,0.449270,0.104120
545,545,22,0.450740,0.092255
546,546,9,0.468527,0.070376
547,547,4,0.471332,0.101989
548,548,24,0.471080,0.091810
549,549,9,0.472525,0.052008
550,550,13,0.486296,0.052734
551,551,19,0.490379,0.089800
552,552,14,0.489011,0.067323
553,553,7,0.493519,0.232251
554,554,12,0.493881,0.109252
555,555,4,0.494563,0.176108
556,556,4,0.497273,0.126620
557,557,3,0.497019,0.152175
558,558,4,0.498196,0.189837
559,559,14,0.509824,0.050081
560,560,9,0.511771,0.106905
561,561,15,0.509630,0.090360
562,562,17,0.509012,0.150009
563,563,15,0.508226,0.167318
564,564,16,0.510440,0.128752
565,565,14,0.512612,0.071572
566,566,14,0.512105,0.227425
567,567,8,0.511185,0.211717
568,568,13,0.509449,0.186705
569,569,18,0.528357,0.166799
570,570,18,0.529817,0.150535
571,571,11,0.529289,0.227320
572,572,10,0.529806,0.052195
573,573,18,0.530278,0.130341
574,574,22,0.531141,0.189378
575,575,14,0.530447,0.209838
576,576,14,0.531926,0.087585
577,577,10,0.529588,0.111052
578,578,9,0.531611,0.070096
579,579,21,0.549840,0.129377
580,580,17,0.548591,0.211838
581,581,9,0.550212,0.224999
582,582,24,0.549045,0.152124
583,583,8,0.550636,0.054510
584,584,13,0.551609,0.092015
585,585,20,0.550253,0.107974
586,586,12,0.546376,0.167986
587,587,13,0.548685,0.193542
588,588,19,0.552066,0.072966
589,589,16,0.566609,0.050318
590,590,4,0.564093,0.168102
591,591,8,0.569159,0.106598
592,592,11,0.569333,0.087898
593,593,15,0.568962,0.068929
594,594,14,0.588592,0.088862
595,595,5,0.586008,0.104765
596,596,12,0.589232,0.048200
597,597,7,0.590317,0.067129
598,598,15,0.613093,0.092129
599,599,22,0.609705,0.070450
600,600,6,0.608792,0.106451
601,601,9,0.610085,0.053658
602,602,10,0.627644,0.107128
603,603,17,0.629106,0.069648
604,604,13,0.630531,0.089094
605,605,13,0.630586,0.051664
606,606,17,0.648724,0.089964
607,607,15,0.649162,0.051208
608,608,13,0.648507,0.071932
609,609,6,0.644972,0.107992
610,610,8,0.671914,0.072691
611,611,3,0.673387,0.082198
612,612,4,0.157580,0.416435
613,613,9,0.167312,0.410940
614,614,7,0.174418,0.389325
615,615,4,0.175555,0.375116
616,616,5,0.177213,0.254537
617,617,4,0.177203,0.271327
618,618,2,0.177374,0.297667
619,619,5,0.178198,0.227020
620,620,2,0.177814,0.315784
621,621,3,0.178198,0.206499
622,622,19,0.190259,0.389113
623,623,17,0.188592,0.290194
624,624,13,0.189002,0.230565
625,625,16,0.187426,0.350856
626,626,12,0.186181,0.269908
627,627,18,0.191739,0.411415
628,628,11,0.187643,0.153474
629,629,20,0.188021,0.190012
630,630,18,0.190642,0.311153
631,631,14,0.190893,0.168659
632,632,10,0.186804,0.251793
633,633,9,0.187870,0.333103
634,634,12,0.189581,0.209143
635,635,13,0.193205,0.368072
636,636,16,0.207443,0.267727
637,637,14,0.209563,0.371101
638,638,20,0.209581,0.248373
639,639,18,0.207128,0.350626
640,640,19,0.209591,0.189989
641,641,17,0.210361,0.390460
642,642,11,0.209384,0.286749
643,643,14,0.208733,0.407161
644,644,9,0.213014,0.212047
645,645,8,0.210568,0.229274
646,646,19,0.209628,0.310832
647,647,11,0.210642,0.328013
648,648,14,0.211658,0.172033
649,649,8,0.213371,0.151063
650,650,19,0.229868,0.228241
651,651,23,0.228707,0.349127
652,652,15,0.230501,0.268749
653,653,18,0.228387,0.212783
654,654,20,0.229640,0.311598
655,655,19,0.227636,0.329421
656,656,15,0.229357,0.190609
657,657,13,0.230599,0.288786
658,658,6,0.225152,0.251174
659,659,12,0.231699,0.153940
660,660,18,0.230877,0.410799
661,661,13,0.230565,0.369425
662,662,4,0.231251,0.390770
663,663,10,0.230657,0.173741
664,664,3,0.243118,0.266003
665,665,4,0.242762,0.227638
666,666,8,0.251076,0.188235
667,667,13,0.249931,0.411478
668,668,14,0.248208,0.390998
669,669,8,0.248156,0.353947
670,670,5,0.248264,0.369482
671,671,22,0.269774,0.369859
672,672,6,0.267097,0.353646
673,673,13,0.269466,0.388041
674,674,10,0.269189,0.413174
675,675,24,0.290971,0.390115
676,676,15,0.291429,0.409790
677,677,5,0.287975,0.356951
678,678,19,0.290324,0.370637
679,679,14,0.308980,0.410203
680,680,11,0.311365,0.372704
681,681,12,0.310374,0.385687
682,682,17,0.330347,0.389449
683,683,13,0.327993,0.411938
684,684,20,0.330883,0.369628
685,685,7,0.332328,0.356952
686,686,21,0.350180,0.389148
687,687,19,0.349300,0.370293
688,688,14,0.351660,0.411295
689,689,8,0.351670,0.355149
690,690,22,0.373184,0.368165
691,691,15,0.369062,0.389020
692,692,12,0.368666,0.408769
693,693,5,0.369369,0.353987
694,694,29,0.390573,0.410610
695,695,12,0.389148,0.352320
696,696,14,0.389501,0.170116
697,697,6,0.393614,0.155838
698,698,14,0.391217,0.391343
699,699,17,0.390494,0.370102
700,700,9,0.394079,0.189435
701,701,7,0.394394,0.249310
702,702,9,0.392392,0.205685
703,703,7,0.394620,0.310112
704,704,5,0.396170,0.226715
705,705,5,0.397392,0.290386
706,706,3,0.398183,0.327197
707,707,15,0.410811,0.310352
708,708,10,0.410231,0.408209
709,709,16,0.409040,0.168355
710,710,20,0.410329,0.388838
711,711,8,0.410918,0.349487
712,712,12,0.407864,0.249077
713,713,15,0.409591,0.209441
714,714,13,0.410701,0.328562
715,715,24,0.408125,0.368145
716,716,13,0.410142,0.290163
717,717,8,0.411292,0.269259
718,718,18,0.412055,0.189919
719,719,18,0.413234,0.229411
720,720,6,0.412825,0.152792
721,721,11,0.432017,0.229220
722,722,17,0.430077,0.189287
723,723,8,0.425476,0.352033
724,724,18,0.429414,0.311098
725,725,8,0.431389,0.293138
726,726,17,0.429825,0.208641
727,727,11,0.430713,0.329582
728,728,16,0.428734,0.269337
729,729,27,0.430165,0.389853
730,730,16,0.429638,0.170452
731,731,15,0.427264,0.366708
732,732,17,0.429402,0.249923
733,733,11,0.432616,0.153701
734,734,10,0.431484,0.410287
735,735,9,0.443273,0.165252
736,736,11,0.443293,0.389590
737,737,11,0.444107,0.412038
738,738,6,0.443407,0.247734
739,739,10,0.443892,0.348497
740,740,11,0.444473,0.308907
741,741,8,0.443331,0.230292
742,742,4,0.445533,0.268407
743,743,6,0.443229,0.285272
744,744,7,0.445167,0.330895
745,745,3,0.445804,0.188792
746,746,6,0.446324,0.372891
747,747,4,0.446206,0.203109
748,748,7,0.450374,0.430475
749,749,8,0.532415,0.290416
750,750,10,0.534491,0.310285
751,751,6,0.534598,0.273538
752,752,5,0.532906,0.330270
753,753,17,0.550753,0.311041
754,754,9,0.547291,0.273198
755,755,10,0.550688,0.290720
756,756,15,0.550897,0.325537
757,757,18,0.568243,0.310405
758,758,17,0.569330,0.291525
759,759,10,0.572153,0.272015
760,760,7,0.571201,0.327022
761,761,8,0.570298,0.250872
762,762,9,0.590985,0.209358
763,763,11,0.588999,0.290462
764,764,9,0.594341,0.227382
765,765,11,0.588686,0.309265
766,766,9,0.589980,0.325329
767,767,16,0.592192,0.189325
768,768,10,0.594202,0.168807
769,769,5,0.593627,0.269170
770,770,9,0.596384,0.152512
771,771,8,0.593959,0.250577
772,772,16,0.609215,0.189178
773,773,17,0.610964,0.209898
774,774,15,0.608836,0.248922
775,775,11,0.607660,0.289500
776,776,14,0.607698,0.230831
777,777,12,0.610068,0.310238
778,778,14,0.611899,0.268303
779,779,12,0.611599,0.324420
780,780,19,0.613570,0.147763
781,781,8,0.609033,0.131413
782,782,10,0.611267,0.171409
783,783,17,0.627786,0.290900
784,784,22,0.630910,0.309747
785,785,13,0.627735,0.149102
786,786,8,0.629876,0.328266
787,787,13,0.628187,0.212555
788,788,16,0.628470,0.230526
789,789,13,0.628887,0.189886
790,790,11,0.629346,0.168163
791,791,13,0.629033,0.250302
792,792,15,0.650061,0.271165
793,793,18,0.648589,0.287750
794,794,17,0.647268,0.210478
795,795,12,0.645367,0.169807
796,796,14,0.647414,0.309063
797,797,3,0.642496,0.139608
798,798,11,0.647484,0.327309
799,799,14,0.648007,0.190349
800,800,10,0.649030,0.248730
801,801,9,0.650354,0.149066
802,802,8,0.651112,0.229602
803,803,7,0.713070,0.090463
804,804,16,0.727582,0.088517
805,805,19,0.731234,0.073007
806,806,10,0.729798,0.105623
807,807,5,0.732512,0.055313
808,808,21,0.751520,0.071053
809,809,13,0.753948,0.229849
810,810,23,0.750132,0.090880
811,811,11,0.748979,0.105694
812,812,6,0.751486,0.267466
813,813,6,0.750732,0.055361
814,814,6,0.754304,0.214779
815,815,4,0.757564,0.250707
816,816,12,0.768592,0.248158
817,817,21,0.769026,0.068015
818,818,21,0.770904,0.212441
819,819,18,0.768647,0.191249
820,820,19,0.767757,0.090899
821,821,5,0.772356,0.055785
822,822,16,0.769181,0.268924
823,823,10,0.767778,0.231200
824,824,12,0.769069,0.108182
825,825,8,0.774073,0.289675
826,826,4,0.776479,0.169281
827,827,12,0.788590,0.070430
828,828,10,0.791875,0.130196
829,829,19,0.790224,0.107556
830,830,18,0.790444,0.189452
831,831,16,0.786570,0.266025
832,832,10,0.788523,0.053282
833,833,9,0.790274,0.149853
834,834,11,0.790820,0.089004
835,835,16,0.791152,0.292372
836,836,12,0.792364,0.305432
837,837,13,0.789449,0.248272
838,838,17,0.793514,0.168931
839,839,11,0.791740,0.231378
840,840,9,0.791910,0.210052
841,841,10,0.809362,0.251191
842,842,23,0.808575,0.310550
843,843,11,0.807142,0.270100
844,844,16,0.811120,0.151067
845,845,20,0.807230,0.088081
846,846,13,0.810613,0.130469
847,847,25,0.810137,0.167576
848,848,13,0.811826,0.053870
849,849,13,0.809741,0.288956
850,850,8,0.807881,0.072079
851,851,18,0.811036,0.109422
852,852,21,0.810915,0.230627
853,853,19,0.808913,0.188124
854,854,13,0.812903,0.331465
855,855,10,0.813003,0.208840
856,856,22,0.829355,0.090642
857,857,10,0.823946,0.330797
858,858,24,0.828226,0.110046
859,859,19,0.827827,0.272095
860,860,14,0.830519,0.130098
861,861,9,0.825473,0.232947
862,862,15,0.829777,0.249059
863,863,18,0.830753,0.149286
864,864,9,0.827860,0.053404
865,865,19,0.830904,0.291662
866,866,13,0.828062,0.172335
867,867,18,0.830333,0.309774
868,868,7,0.831323,0.189193
869,869,10,0.831139,0.069217
870,870,13,0.832772,0.211307
871,871,11,0.834230,0.351007
872,872,12,0.847857,0.068114
